name,abbreviation,cas,smiles,formula,type,density,mw,bp,mp,volatile,viscose,role_1,family_1,tag_1,role_2,family_2,tag_2,,
Tetrakis(acetonitrile)palladium(II) bis(tetrafluoroborate),Pd(MeCN)4(BF4)2,21797-13-7,[B-](F)(F)(F)F.[B-](F)(F)(F)F.CC#N.CC#N.CC#N.CC#N.[Pd+2],C8H12B2F8N4Pd,powder,,444.237,,230,,,metal_catalyst,pd_ii_salts,Pd(2) catalyst,,,,,
Triphos,Triphos,22031-12-5,CC(CP(c1ccccc1)c1ccccc1)(CP(c1ccccc1)c1ccccc1)CP(c1ccccc1)c1ccccc1,C41H39P3,powder,,624.6696,750.54,98,0,0,ligand,tridentate_triphos,3 P ligand,,,,,
tBuDavePhos,tBuDavePhos,224311-49-3,CN(C)c1ccccc1-c1ccccc1P(C(C)(C)C)C(C)(C)C,C22H32NP,powder,,341.4699,451.6,114,0,0,ligand,dialkylbiaryl_phosphines,1 P ligand,,,,,
JohnPhos,JohnPhos,224311-51-7,CC(C)(C)P(c1ccccc1-c1ccccc1)C(C)(C)C,C20H27P,powder,,298.4021,405.5,84,0,0,ligand,dialkylbiaryl_phosphines,1 P ligand,,,,,
Tris(mesityl)phosphine,P(mes)3,23897-15-6,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,C27H33P,liquid,,388.5247,491.1,,0,0,ligand,trialkyl_triaryl_phosphines,1 P ligand,,,,,
Cyclohexyl JohnPhos,CyJohnPhos,247940-06-3,C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,C24H31P,powder,,350.48,499.5,102,,,ligand,dialkylbiaryl_phosphines,1 P ligand,,,,,
IPrCl,IPrCl,250285-32-6,CC(C)c1cccc(C(C)C)c1-n1cc[n+](-c2c(C(C)C)cccc2C(C)C)c1,C27H37ClN2,powder,,425.049,,278,0,0,ligand,nhc_imidazolylidenes,1 C(carbene) ligand,,,,,
MePhos,MePhos,251320-86-2,Cc1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,C25H33P,powder,,364.5033,499.3,107,0,0,ligand,dialkylbiaryl_phosphines,1 P ligand,,,,,
"N,O-Bis(trimethylsilyl)trifluoroacetamide",BSTFA,25561-30-2,C[Si](C)(C)N=C(O[Si](C)(C)C)C(F)(F)F,C8H18F3NOSi2,liquid,1.018,257.4008,210.4,-10,0,0,additive,fluoride_sources_activators,fluoride sources activators,,,,,
tBuMePhos,tBuMePhos,255837-19-5,Cc1ccccc1-c1ccccc1P(C(C)(C)C)C(C)(C)C,C21H29P,liquid,,312.4287,408,,0,0,ligand,dialkylbiaryl_phosphines,1 P ligand,,,,,
TEMPO,TEMPO,2564-83-2,CC1(C)CCCC(C)(C)N1[O],C9H18NO,powder,,156.2453,,36,0,0,additive,radical_suppressors,radical suppressors,oxidant,nitroxyl_radical_catalysts,medium oxidant,,
1-Hydroxybenzotriazole,HOBt,2592-95-2,On1nnc2ccccc21,C6H5N3O,powder,,135.12,,156,0,0,additive,amide_coupling_additives,amide coupling additives,,,,,
EDC路HCl (1-ethyl'?'?3--imethylaminopropyl)carbodiimide hydrochloride),EDCI路HCl,25952-53-8,CCN=C=NCCCN(C)C,C8H18ClN3,powder,0.877,191.7,,110,0,0,condensation_agent,carbodiimides,medium condensation agent,,,,,
N-XantPhos,N-XantPhos,261733-18-0,c1ccc(P(c2ccccc2)c2cccc3c2Oc2c(cccc2P(c2ccccc2)c2ccccc2)N3)cc1,C36H27NOP2,liquid,,551.5532,662.1,,0,0,ligand,bidentate_diphosphines,2 P ligand,,,,,
Tricyclohexylphosphine,PCy3,2622-14-2,C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,C18H33P,powder,,280.4284,383.4,77,0,0,ligand,trialkyl_triaryl_phosphines,1 P ligand,,,,,
Diphenylphosphoryl azide,DPPA,26386-88-9,[N-]=[N+]=NP(=O)(Oc1ccccc1)Oc1ccccc1,C12H10N3O3P,liquid,1.277,275.1999,157,,0,0,condensation_agent,organophosphorus_chlorides_azides,high condensation agent,,,,,
(Bis(trifluoroacetoxy)iodo)benzene,PIFA,2712-78-9,O=C(OI(OC(=O)C(F)(F)F)c1ccccc1)C(F)(F)F,C10H5F6IO4,powder,1.95,430.0392,267.573,121,0,0,oxidant,hypervalent_iodine,high oxidant,,,,,
Dabco,DABCO,280-57-9,C1CN2CCN1CC2,C6H12N2,powder,0.917,112.1729,311.3,155,0,0,base,tertiary_amines_aliphatic,moderate base; hindered,,,,,
Imidazole,Im,288-32-4,c1c[nH]cn1,C3H4N2,powder,1.116,68.0773,257,86,0,0,additive,lewis_acid_promoters,lewis acid promoters,,,,,
12-Crown-4,,294-93-9,C1COCCOCCOCCO1,C8H16O4,liquid,1.1,176.21,254.9,16,,,additive,crown_ethers,crown ethers,,,,,
Potassium Bicarbonate,KHCO3,298-14-6,O=C([O-])O,CHKO3,liquid,2.17,100.1151,,,0,0,base,inorg_carbonates_bicarbonate,moderate base; non-nucleophilic,,,,,
"1,5-Diazabicyclo[4.3.0]non-5-ene",DBN,3001-72-7,C1CN=C2CCCN2C1,C7H12N2,liquid,1.005,124.1836,95,,0,0,base,amidine_guanidine_bases,"strong base; hindered, non-nucleophilic",,,,,
CDMT (triazine additive/activator),CDMT,3140-73-6,COc1nc(Cl)nc(OC)n1,C5H6ClN3O2,powder,1.36,175.573,305.1,71,0,0,condensation_agent,triazine_non_halide,high condensation agent,,,,,
Potassium 2-ethylhexanoate,KOEtHex,3164-85-0,CCCCC(CC)C(=O)O,C8H17KO2,liquid,,184.3177,,,0,0,additive,carboxylate_promoters_ch_activation,carboxylate promoters ch activation,base,inorg_carboxylates,weak base,,
Bis(dibenzylideneacetone)palladium(0),Pd(dba)2,32005-36-0,C1=CC=C(C=C1)C=CC(=O)C=CC2=CC=CC=C2.C1=CC=C(C=C1)C=CC(=O)C=CC2=CC=CC=C2.[Pd],C36H42O2Pd,powder,,613.14,400.7,150,,,metal_catalyst,pd_zero_sources,Pd(0) catalyst,,,,,
cataCXium A,cataCXium A,321921-71-5,CCCCP(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,C24H39P,liquid,,358.5402,449.6,,0,0,ligand,catacxium_monophosphines,1 P ligand,,,,,
(Diacetoxy)iodobenzene,PIDA,3240-34-4,CC(=O)OI(OC(C)=O)c1ccccc1,C10H11IO4,powder,,322.0964,456.8,161,0,0,oxidant,hypervalent_iodine,high oxidant,,,,,
Nickel(II) acetylacetonate,Ni(acac)2,3264-82-2,C1=CC=C(C=C1)C2(C3=CC=CC=C3C4=CC=CC=C42)Br,C10H14NiO4,powder,0,256.909,220,230,,,metal_catalyst,ni_ii_carboxylates,Ni(2) catalyst,,,,,
"1,1,3,3-Tetramethyldisiloxane",,3277-26-7,C[Si](C)O[Si](C)C,C4H14OSi2,liquid,0.76,134.3244,78.924,,0,0,reductant,hydrosilanes,medium reductant,,,,,
PivCl,Piv-Cl,3282-30-2,CC(C)(C)C(=O)Cl,C5H9ClO,liquid,1.008,120.577,107.2,-56,0,0,condensation_agent,organophosphorus_chlorides_azides,strong condensation agent,,,,,
HCTU,HCTU,330645-87-9,CN(C)C(=[N+](C)C)ON1C2=C(C=CC(=C2)Cl)N=N1.[F-].FP(F)(F)(F)F,C11H15ClF6N5OP,powder,,413.69,,185,,,condensation_agent,aminium_uronium_guanidinium,high condensation agent,,,,,
15-Crown-5,,33100-27-5,C1COCCOCCOCCOCCO1,C10H20O5,liquid,0.995,220.2628,350.9,,0,0,additive,crown_ethers,crown ethers,,,,,
Palladium(II) acetate,Pd(OAc)2,3375-31-3,CC(=O)[O-].CC(=O)[O-].[Pd+2],C4H6O4Pd,powder,,224.51,117.1,205,,,metal_catalyst,pd_ii_salts,Pd(2) catalyst,,,,,
Dichlorobis((di-tert-butyl)phenylphosphine)palladium(II),P(tBu)2Ph,34409-44-4,CC(C)(C)P(c1ccccc1)C(C)(C)C.CC(C)(C)P(c1ccccc1)C(C)(C)C.[Pd+2],C28H46Cl2P2Pd,liquid,,621.94,,,0,0,ligand,trialkyl_triaryl_phosphines,1 P ligand,,,,,
Copper(II) trifluoromethanesulfonate,Cu(OTf)2,34946-82-2,CCOC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C(=O)OCCl,C2CuF6O6S2,powder,,361.684,,,,,metal_catalyst,cu_ii_salts,Cu(2) catalyst,,,,,
"Bis(1,5-cyclooctadiene)rhodium(I) tetrafluoroborate",[Rh(cod)2]BF4,35138-22-8,[B-](F)(F)(F)F.C1CC=CCCC=C1.C1CC=CCCC=C1.[Rh],C16H24BF4Rh,powder,,406.072,,210,,,metal_catalyst,rh_hydrogenation_precursors,Rh(1) catalyst,,,,,
"2,2'-Bipyridine",bpy,366-18-7,c1ccc(-c2ccccn2)nc1,C10H8N2,powder,1.106,156.1839,272.5,70,0,0,ligand,bipyridines,2 N ligand,,,,,
Nickel Acetate,NiOAc2,373-02-4,C(=O)(C)O[Ni]OC(=O)C,C4H6NiO4,liquid,1.798,176.78,,,0,0,metal_catalyst,ni_salt,Ni(2) catalyst,,,,,
2-(Diphenylphosphino)pyridine,PPh2Py,37943-90-1,c1ccc(P(c2ccccc2)c2ccccn2)cc1,C17H14NP,powder,,263.2735,377.5,82,0,0,ligand,phosphine_pyridine_pn,2 P ligand,,,,,
Oxyma Pure,Oxyma,3849-21-6,CCOC(=O)C(C#N)=NO,C5H6N2O3,powder,1.24,142.1127,248.9,127,0,0,additive,amide_coupling_additives,amide coupling additives,,,,,
"4-(4,6-Dimethoxy-1,3,5-triazin-2-yl)-4-methylmorpholinium chloride",DMTMM-Cl,3945-69-5,COc1nc(OC)nc([N+]2(C)CCOCC2)n1,C10H17ClN4O3,powder,,276.72,,118,0,0,condensation_agent,triazine_non_halide,high condensation agent,,,,,
Lithium hexamethyldisilazide,LiHMDS,4039-32-1,C[Si](C)(C)N[Si](C)(C)C,C6H18LiNSi2,powder,0.77,167.326,,71,0,0,base,metal_amides_silylamides,"superbase base; bulky, non-nucleophilic",,,,,
Tetrabutylammonium fluoride (anhydrous),TBAF,429-41-4,CCCC[N+](CCCC)(CCCC)CCCC.[F-],C16H36FN,powder,0.887,261.4621,,62,0,0,additive,fluoride_sources_activators,fluoride sources activators,,,,,
Tetrabutylammonium Tetrafluoroborate,Tetrabutylammonium Tetrafluoroborate,429-42-5,CCCC[N+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,C16H36BF4N,powder,,329.27,,156,0,0,ligand,trialkyl_triaryl_phosphines,1 P ligand,,,,,
EEDQ,EEDQ,4584-49-0,CC(Cl)CN(C)C,C5H13Cl2N,powder,,158.069,81.1,191,0,0,condensation_agent,specialty_low_racemization,low condensation agent,,,,,
Calcium Carbonate,,471-34-1,C(=O)([O-])[O-].[Ca+2],CaCO3,powder,2.93,100.09,800,825,,,base,inorg_carbonates_bicarbonate,moderate base; non-nucleophilic,,,,,
Tris(n-octyl)phosphine,P(nOct)3,4731-53-7,CCCCCCCCP(CCCCCCCC)CCCCCCCC,C24H51P,liquid,,370.6355,445,,0,0,ligand,trialkyl_triaryl_phosphines,1 P ligand,,,,,
Tris(o-methoxyphenyl)phosphine,P(o-MeO-Ph)3,4731-65-1,COC1=CC=CC=C1P(C2=CC=CC=C2OC)C3=CC=CC=C3OC,C21H21O3P,powder,,352.363,477.3,204,,,ligand,trialkyl_triaryl_phosphines,1 P ligand,,,,,
"Neocuproine (2,9-dimethyl-1,10-phenanthroline)",neocuproine,484-11-7,Cc1ccc2ccc3ccc(C)nc3c2n1,C14H12N2,powder,1.178,208.2585,367.4,158,0,0,ligand,phenanthrolines,2 N ligand,,,,,
C3-TunePhos,C3-TunePhos,486429-99-6,C1COC2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)C5=C(C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)OC1,C39H32O2P2,powder,,594.618,709.9,153,0,0,ligand,bidentate_diphosphines,2 P ligand,,,,,
Sodium carbonate,Na2CO3,497-19-8,O=C([O-])[O-],CNa2O3,powder,0.94,105.9884,1600,851,0,0,base,inorg_carbonates_bicarbonate,moderate base; non-nucleophilic,,,,,
Tris(dibenzylideneacetone)dipalladium(0),Pd2(dba)3,51364-51-3,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,C51H42O3Pd2,powder,,915.72,,152,,,metal_catalyst,pd_zero_sources,Pd(0) catalyst,,,,,
MeO-BIPHEP,MeO-BIPHEP,52364-71-3,CCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,C18H19NO,liquid,1.07,265.3496,418,,0,0,ligand,bidentate_diphosphines,2 P ligand,,,,,
Dichloro(pCymene)ruthenium(II) dimer,[(pCymene)RuCl2]2,52462-29-0,Cc1ccc(C(C)C)cc1.Cc1ccc(C(C)C)cc1.[Ru+2].[Ru+2],C20H28Cl4Ru2,powder,,612.39,,250,0,0,metal_catalyst,ru_arene_dimer,Ru(2) catalyst,,,,,
Tris(dibenzylideneacetone)dipalladium(0)-Chloroform adduct,Pd2(dba)3路CHCl3,52522-40-4,C1=CC=C(C=C1)C=CC(=O)C=CC2=CC=CC=C2.C1=CC=C(C=C1)C=CC(=O)C=CC2=CC=CC=C2.C1=CC=C(C=C1)C=CC(=O)C=CC2=CC=CC=C2.[Pd].[Pd],C52H43Cl3O3Pd2,powder,,1035.1,400.7,131,,,metal_catalyst,pd_zero_sources,Pd(0) catalyst,,,,,
"1,1---Carbonyldiimidazole",CDI,530-62-1,O=C(n1ccnc1)n1ccnc1,C7H6N4O,powder,1.465,162.1487,497,118,0,0,condensation_agent,imidazolide_formers,medium condensation agent,,,,,
Bis(tri-tert-butylphosphine)palladium(0),Pd(P(t-Bu)3)2,53199-31-8,CC(C)(C)P(C(C)(C)C)C(C)(C)C.CC(C)(C)P(C(C)(C)C)C(C)(C)C.[Pd],C24H54P2Pd,powder,,511.05,229.4,,,,metal_catalyst,pd_zero_sources,Pd(0) catalyst,,,,,
Silver carbonate,Ag2CO3,534-16-7,O=C([O-])[O-].[Ag+].[Ag+],CAg2O3,powder,6.08,275.7453,333.6,210,0,0,additive,silver_salts_halide_scavengers,silver salts halide scavengers,oxidant,metal_salt_reoxidants,high oxidant,,
Cesium carbonate,Cs2CO3,534-17-8,O=C([O-])[O-].[Cs+].[Cs+],CCs2O3,powder,4.072,325.8198,,610,0,0,base,inorg_carbonates_bicarbonate,moderate base; non-nucleophilic,,,,,
Dicyclohexylcarbodiimide,DCC,538-75-0,C(=NC1CCCCC1)=NC1CCCCC1,C13H22N2,powder,0.99,206.3272,331,33,0,0,condensation_agent,carbodiimides,medium condensation agent,,,,,
Isobutyl chloroformate,i-BuOCOCl,543-27-1,CC(C)COC(=O)Cl,C5H9ClO2,liquid,1.081,136.577,130,,0,0,condensation_agent,mixed_anhydrides_chloroformates,medium condensation agent,,,,,
Lithium acetate,,546-89-4,[Li+].CC(=O)[O-],C2H3LiO2,powder,,65.985,117.1,280,0,0,base,inorg_carboxylates,moderate base; non-nucleophilic,,,,,
Copper(I) bromide--imethyl sulfide complex,CuBr-SMe2,54678-23-8,CSC.[Cu]Br,C2H6BrCuS,powder,,205.584,29.5,132,,,metal_catalyst,cu_i_halides,Cu(1) catalyst,,,,,
Tris(2-furyl)phosphine,P(2-furyl)3,5518-52-5,c1coc(P(c2ccco2)c2ccco2)c1,C12H9O3P,powder,,232.1718,286.4,59,0,0,ligand,trialkyl_triaryl_phosphines,1 P ligand,,,,,
Triethylphosphine,PEt3,554-70-1,CCP(CC)CC,C6H15P,liquid,0.88,118.157,126.5,-3,,,ligand,trialkyl_triaryl_phosphines,1 P ligand,,,,,
Carbon tetrachloride,CCl4,56-23-5,ClC(Cl)(Cl)Cl,CCl4,liquid,1.594,153.82,76,-23,0,0,solvent,halogenated_aliphatics,medium aprotic solvent,,,,,
Cyclopentyl methyl ether,CPME,5614-37-9,COC1CCCC1,C6H12O,liquid,0.86,100.159,106,-140,,,solvent,ethers_cyclic_glymes,medium aprotic solvent,,,,,
XPhos,XPhos,564483-18-7,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,C33H49P,powder,0.9,476.7159,569.8,187,0,0,ligand,dialkylbiaryl_phosphines,1 P ligand,,,,,
tBuXPhos,tBuXPhos,564483-19-8,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,C29H45P,liquid,,424.6414,493.479,,0,0,ligand,dialkylbiaryl_phosphines,1 P ligand,,,,,
BOP (legacy),BOP,56602-33-6,CCOC(=O)C(=O)C,C12H22F6N6OP2,powder,,442.28,,,,,condensation_agent,phosphonium_bt_at,high condensation agent,,,,,
"2,4,6-Trimethylbenzoic acid",MesCO2H,576-26-1,Cc1cccc(C)c1O,C8H10O,powder,1.15,122.1644,203,44,0,0,additive,carboxylate_promoters_ch_activation,carboxylate promoters ch activation,,,,,
Tricyclohexylphosphine tetrafluoroborate,PCy3-HBF4,58656-04-5,C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,C18H34BF4P,liquid,,368.241,,,0,0,ligand,trialkyl_triaryl_phosphines,1 P ligand,,,,,
Trimethylphosphine,PMe3,594-09-2,C#CC(CCC(=O)O)N,C3H9P,liquid,0.872,76.077,40.5,,,,ligand,trialkyl_triaryl_phosphines,1 P ligand,,,,,
Diethyl ether,Et2O,60-29-7,CCOCC,C4H10O,liquid,0.714,74.1216,34.6,-116,1,0,solvent,ethers_acyclic,low aprotic solvent,,,,,
Triphenylphosphine,PPh3,603-35-0,c1ccc(P(c2ccccc2)c2ccccc2)cc1,C18H15P,powder,1.132,262.29,,,0,0,ligand,trialkyl_triaryl_phosphines,1 P ligand,,,,,
HOSu,HOSu,6066-82-6,Oc1ccc(O)n1O,C4H5NO3,powder,1.649,115.0874,262.4,93,0,0,additive,amide_coupling_additives,amide coupling additives,,,,,
DL-Proline,,609-36-9,C1CC(NC1)C(=O)O,C5H9NO2,powder,1.3,115.13,252.2,208,,,ligand,diamines,2 N ligand,,,,,
"N,N'?Dimethyloxamide",DMeOx,615-35-0,CNC(=O)C(=O)NC,C4H8N2O2,powder,1.091,116.1185,,214,0,0,additive,oxalamide,oxalamide,,,,,
1-Methylimidazole,1-Methylimidazole,616-47-7,Cn1ccnc1,C4H6N2,liquid,0.99,82.1038,198.7,-60,0,0,other_reagent,misc_general,misc general,,,,,
Tris(o-tolyl)phosphine,P(o-tol)3,6163-58-2,Cc1ccccc1P(c1ccccc1C)c1ccccc1C,C21H21P,powder,,304.3652,412.4,120,0,0,ligand,trialkyl_triaryl_phosphines,1 P ligand,,,,,
"Trisodium 3,3',3''-phosphinetriyltris(benzene-1-sulphonate)",TPPTS,63995-70-0,O=S(=O)([O-])c1cccc(P(c2cccc(S(=O)(=O)[O-])c2)c2cccc(S(=O)(=O)[O-])c2)c1,C18H12Na3O9PS3,liquid,,568.421,,,0,0,ligand,bidentate_diphosphines,2 P ligand,,,,,
Ethanol,EtOH,64-17-5,CCO,C2H6O,liquid,0.789,46.0684,78,-114,1,0,solvent,alcohols_primary,medium protic solvent,,,,,
AcOH,AcOH,64-19-7,CC(=O)O,C2H4O2,liquid,1.048,60.052,117,16,0,0,additive,carboxylate_promoters_ch_activation,carboxylate promoters ch activation,solvent,carboxylic_acids,medium acidic solvent,,
tetrakis(acetonitrile)copper(I) hexafluorophosphate,[Cu(CH₃CN)₄]PF₆,64443-05-6,CC1=C(C=C(C=C1)C(=O)N)N=NC(C(=O)C)C(=O)NC2=C(C=C(C=C2)C3=CC(=C(C=C3)NC(=O)C(C(=O)C)N=NC4=C(C=CC(=C4)C(=O)N)C)C)C,C8H12CuF6N4P,powder,,372.718,,160,,,metal_catalyst,pd_ii_salts,Cd(2) catalyst,,,,,
Triisopropylphosphine,P(iPr)3,6476-36-4,CC(C)P(C(C)C)C(C)C,C9H21P,liquid,0.839,160.237,81,,,,ligand,trialkyl_triaryl_phosphines,1 P ligand,,,,,
SPhos,SPhos,657408-07-6,COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1,C26H35O2P,powder,,410.5287,513.3,164,0,0,ligand,dialkylbiaryl_phosphines,1 P ligand,,,,,
"1,10-Phenanthroline",phen,66-71-7,c1cnc2c(c1)ccc1cccnc12,C12H8N2,powder,,180.2053,,114,0,0,ligand,phenanthrolines,2 N ligand,,,,,
"1,8-Diazabicyclo[5.4.0]undec-7-ene",DBU,6674-22-2,C1CCC2=NCCCN2CC1,C9H16N2,liquid,1.019,152.2367,274.6,-70,0,0,base,amidine_guanidine_bases,"strong base; hindered, non-nucleophilic",,,,,
iPrOH,iPrOH,67-63-0,CC(C)O,C3H8O,liquid,0.795,60.095,95.8,-89.5,0,0,additive,fluoride_sources_activators,fluoride sources activators,solvent,alcohols_secondary,medium protic solvent,,
Acetone,Me2CO,67-64-1,CC(C)=O,C3H6O,liquid,0.79,58.0791,56,-95,1,0,solvent,ketones,medium aprotic solvent,,,,,
Chloroform,CHCl3,67-66-3,ClC(Cl)Cl,CHCl3,liquid,1.48,119.378,61,-63,0,0,solvent,halogenated_aliphatics,medium aprotic solvent,,,,,
Dimethyl sulfoxide,DMSO,67-68-5,C[S+](C)[O-],C2H6OS,liquid,1.1,78.133,189,18.4,0,0,solvent,sulfoxides_dipolar_aprotic,very_high aprotic solvent,,,,,
DPPP,DPPP,6737-42-4,c1ccc(P(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,C27H26P2,powder,,412.4429,529.7,57,0,0,ligand,bidentate_diphosphines,2 P ligand,,,,,
"N,N-Dimethylformamide",DMF,68-12-2,CN(C)C=O,C3H7NO,liquid,0.945,73.0938,153,-61,0,0,solvent,amides_dipolar_aprotic,high aprotic solvent,,,,,
BOP-Cl,BOP-Cl,68641-49-6,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,C6H8ClN2O5P,powder,1.71,254.565,332.8,191,0,0,condensation_agent,organophosphorus_chlorides_azides,strong condensation agent,,,,,
T3P,T3P,68957-94-8,CCCP1(=O)OP(=O)(CCC)OP(=O)(CCC)O1,C9H21O6P3,liquid,1.24,318.1807,353,,0,0,condensation_agent,organophosphorus_anhydrides,medium condensation agent,,,,,
Diisopropylcarbodiimide,DIC,693-13-0,CC(C)N=C=NC(C)C,C7H14N2,liquid,0.84,126.1995,111.9,,0,0,condensation_agent,carbodiimides,medium condensation agent,,,,,
"N,N-Diisopropylethylamine",DIPEA,7087-68-5,CCN(C(C)C)C(C)C,C8H19N,liquid,0.766,129.2432,126.5,-46,0,0,base,tertiary_amines_aliphatic,moderate base; hindered,,,,,
1-Propanol,n-PrOH,71-23-8,CCCO,C3H8O,liquid,0.9,60.095,95.8,-127,,,solvent,alcohols_primary,medium protic solvent,,,,,
1-Butanol,n-BuOH,71-36-3,CCCCO,C4H10O,liquid,0.81,74.1216,117.6,-89,0,0,solvent,alcohols_primary,medium protic solvent,,,,,
Acetonitrile,MeCN,75-05-8,CC#N,C2H3N,liquid,0.7857,41.0519,81,-46,0,0,solvent,nitriles,high aprotic solvent,,,,,
Dichloromethane,DCM,75-09-2,ClCCl,CH2Cl2,liquid,1.325,84.933,40,-97,1,0,solvent,halogenated_aliphatics,medium aprotic solvent,,,,,
Nitromethane,MeNO2,75-52-5,C[N+](=O)[O-],CH3NO2,liquid,1.1371,61.04,100,-29,0,0,solvent,nitro_solvents,high aprotic solvent,,,,,
TMSCl,TMSCI,75-77-4,C[Si](C)(C)Cl,C3H9ClSi,liquid,0.856,108.642,57,-58,0,0,additive,fluoride_sources_activators,fluoride sources activators,,,,,
TFE,TFE,75-89-8,OCC(F)(F)F,C2H3F3O,liquid,1.325,100.0398,74,-45,0,0,additive,fluoride_sources_activators,fluoride sources activators,solvent,fluorinated_alcohols,high acidic solvent,,
tert-Butyl hydroperoxide (neat / in solution),TBHP,75-91-2,CC(C)(C)OO,C4H10O2,liquid,0.915,90.121,120.4,-2.8,0,0,oxidant,peroxides_hydroperoxides,very_high oxidant,,,,,
Pivalic acid,PivOH,75-98-9,CC(C)(C)C(=O)O,C5H10O2,powder,0.905,102.1317,166.209,33,0,0,additive,carboxylate_promoters_ch_activation,carboxylate promoters ch activation,,,,,
TFA,TFA,76-05-1,FC(F)(F)C(=O)O,C2HF3O2,liquid,1.535,114.0233,72,-15,0,0,additive,fluoride_sources_activators,fluoride sources activators,solvent,carboxylic_acids,medium acidic solvent,,
S-Binap,S-BINAP,76189-56-5,c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,C44H32P2,powder,,622.6724,,239,0,0,ligand,bidentate_diphosphines,2 P ligand,,,,,
DPPB,DPPB,7688-25-7,c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,C28H28P2,powder,,426.4694,542,130,0,0,ligand,bidentate_diphosphines,2 P ligand,,,,,
Isobutanol,i-BuOH,78-83-1,CC(C)CO,C4H10O,liquid,0.9,74.122,105,,,,solvent,alcohols_primary,medium protic solvent,,,,,
2-Butanol,s-BuOH,78-92-2,CCC(C)O,C4H10O,liquid,0.8,74.1216,99.5,-115,0,0,solvent,alcohols_secondary,medium protic solvent,,,,,
Methyl ethyl ketone,MEK,78-93-3,CCC(C)=O,C4H8O,liquid,0.806,72.11,80,-87,0,0,solvent,ketones,medium aprotic solvent,,,,,
RuPhos,RuPhos,787618-22-8,CC(C)OC1=C(C(=CC=C1)OC(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,,powder,,,,,,,ligand,dialkylbiaryl_phosphines,1 P ligand,,,,,
Propionic acid,PrCO2H,79-09-4,CCC(=O)O,C3H6O2,liquid,1.1,74.078,141.7,,,,solvent,carboxylic_acids,medium acidic solvent,,,,,
"1,1,3,3-Tetramethylguanidine",Tetramethylguanidine,80-70-6,CN(C)C(=N)N(C)C,C5H13N3,liquid,0.9,115.1768,163.2,-30,0,0,base,amidine_guanidine_bases,"strong base; hindered, non-nucleophilic",,,,,
"1,3-Dimethyl-2-imidazolidinone",DMI,80-73-9,CN1CCN(C)C1=O,C5H10N2O,liquid,1.044,114.15,225.5,8.2,0,0,solvent,amides_dipolar_aprotic,high aprotic solvent,,,,,
Diethylchlorophosphate,DEPC,814-49-3,CCOP(=O)(Cl)OCC,C4H10ClO3P,liquid,1.208,172.547,217.2,,0,0,condensation_agent,organophosphorus_chlorides_azides,strong condensation agent,,,,,
1-Adamantane carboxylic acid,1-AdCO2H,828-51-3,O=C(O)C12CC3CC(CC(C3)C1)C2,C11H16O2,powder,,180.2435,304.7,172,0,0,additive,carboxylate_promoters_ch_activation,carboxylate promoters ch activation,,,,,
Diphenylphosphine,HPPh2,829-85-6,c1ccc(Pc2ccccc2)cc1,C12H11P,liquid,1.07,186.19,280,,0,0,ligand,secondary_phosphines,1 P ligand,,,,,
"DDQ (2,3-dichloro-5,6-dicyano-1,4-benzoquinone)",DDQ,84-58-2,C(#N)C1=C(C(=O)C(=C(C1=O)Cl)Cl)C#N,C8Cl2N2O2,powder,1.8,227.004,301.8,210,,,oxidant,quinone_oxidants,high oxidant,,,,,
dtbpf,dtbpf,84680-95-5,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],C26H44FeP2,powder,,474.42,,73,0,0,ligand,bidentate_diphosphines,2 P ligand,,,,,
