reaction_type,reaction_category,yield,z_score,reactant_1,reactant_2,catalyst,ligand,base,solvent,additive
Heck,,29.8,1.5,Ar-Cl,Any-Alkene,Me3(OMe)tBuXPhos Pd G3,Me3(OMe)-tBuXPhos,DIPEA,tAmOH,
Heck,,0.41,-0.73,Ar-Cl,Any-Alkene,[Pd(allyl)(RockPhos)]OTf,RockPhos,TMG,tAmOH,
Heck,,16.84,0.52,Ar-Cl,Any-Alkene,Me4tBuXPhos Pd G3,Me4tBuXPhos,N-Methyldicyclohexylamin,"tAmOH, water",Potassium 2-ethylhexanoate
Dimerization_Reductive,,0.45,-0.88,Ar-OSO2R,Ar-OSO2R,Pd/C,Missing,"K2CO3, Potassium 2-ethylhexanoate","Dioxane, water",
Dimerization_Reductive,,24.57,1.15,Ar-OSO2R,Ar-OSO2R,meCgPPh Pd G3,meCgPPh,DIPEA,Propionitrile,TBAB
Suzuki_Miyaura,,88.26,0.35,Ar-Cl,Ar-B(OH)2,PPh3)2PdCl2,PPh3,Na2CO3,"iPrOAc, water",
Arylation_Acidic_C_H,,8.5,0.07,Ar-Br,R-H-acidic,XantPhosPdCl2,XantPhos,NaOtBu,PhMe,
Arylation_Acidic_C_H,,0,-0.5,Ar-Br,R-H-acidic,Pd-PEPPSI-IHept Cl 3-chloropyridine,IHept Cl,DBU,Dioxane,
Arylation_Acidic_C_H,,0,-0.5,Ar-Br,R-H-acidic,Pd-PEPPSI-IHept Cl 3-chloropyridine,IHept Cl,DBU,Dioxane,
Cn_Coupling,C-N Coupling,53.07,0.74,Any-CONHR,Ar-Cl,QPhos Pd(crotyl)Cl,QPhos,Cs2CO3,MeCN,
Cn_Coupling,C-N Coupling,0,-1.02,Ar-Cl,Ar-NH2,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,K3PO4,"MeCN, water",
Cn_Coupling,C-N Coupling,9.64,-0.63,Ar-Cl,Ar-NH2,AdBrettPhosPd G6 Br,Ad-BrettPhos,K2CO3,iPrOAc,TBAC
C_H_Activation,C-H Activation,11.82,-0.18,Ar-H,Ar-Br,XantPhos Pd(allyl)Cl,XantPhos,Cs2CO3,"water, xylenes",Potassium 2-ethylhexanoate
C_H_Activation,C-H Activation,11.75,-0.19,Ar-H,Ar-Br,meCgPPh Pd G3,meCgPPh,"KOPiv, NaHCO3",DMAc,TBAB
Dehydration,,0,-0.53,R-CONHR,R-CONHR,,No Ligand,DIPEA,MeCN,CyanuricChloride
Dehydration,,10.84,0.66,R-CONHR,R-CONHR,,No Ligand,TMG,THF,BOP-Cl
Cn_Coupling,C-N Coupling,37.31,0.88,Ar-Cl,R2CH-NH2,RuPhos Pd(crotyl)Cl,RuPhos,Cs2CO3,PhMe,
Cn_Coupling,C-N Coupling,26.47,0.4,Ar-Cl,R2CH-NH2,SPhos Pd(tBuInd)Cl,SPhos,Cs2CO3,PhMe,
Cn_Coupling,C-N Coupling,26.5,0.4,Ar-Cl,R2CH-NH2,RuPhos Pd G3,RuPhos,K3PO4,"PhMe, water",
Suzuki_Miyaura,,18.28,1.64,Ar-Br,Ar-Br,dtbpfPdCl2,dtbpf,"K3PO4, Potassium 2-ethylhexanoate","TPGS-750M, water",TBAB
Suzuki_Miyaura,,4.63,-0.53,Ar-Br,Ar-Br,dtbpfPdCl2,dtbpf,"K3PO4, Potassium 2-ethylhexanoate","TPGS-750M, water",TBAB
Snar,,0,-0.44,R2CH-OH,Ar-F,,No Ligand,Cs2CO3,Dioxane,
Suzuki_Miyaura,,0,-0.2,Ar-Br,Ar-Br,dtbpfPdCl2,dtbpf,K3PO4,"PS-750-M, water",
Negishi_In_Situ,,0,-0.54,R-I,Ar-Br,"Cu2O, Ni(OAc)2",Me4phen,,"MeTHF, TPGS-750M",Potassium 2-ethylhexanoate
Miyaura_Borylation,,2.42,-0.59,Ar-Br,Ar-Br,dtbpfPdCl2,dtbpf,KOAc,tAmOH,
Negishi_In_Situ,,0,-0.28,R-I,Ar-Br,VPhos Pd G3,VPhos,,water,"Potassium 2-ethylhexanoate, TMEDA"
Negishi_In_Situ,,0,-0.13,R-I,Ar-Br,VPhos Pd G3,VPhos,,water,"Potassium 2-ethylhexanoate, TMEDA"
Condensation,,81.58,1.56,R-Ester,R-NH2,,No Ligand,NaOtBu,"MeOH, MeTHF",
Condensation,,5.25,-1.14,R-Ester,R-NH2,,No Ligand,Cs2CO3,"MeOH, water",
Condensation,,25.68,-0.42,R-Ester,R-NH2,,No Ligand,KOtBu,"anisole, tAmOH",
Amide_Formation,,2.17,-0.62,R-CO2H,Ar-NH2,,No Ligand,DBU,DCM,pyBOP
Arylation_Acidic_C_H,,52.5,2.11,Ar-Br,R-H-acidic,XantPhosPdCl2,XantPhos,NaH,Dioxane,
Arylation_Acidic_C_H,,0,-0.93,Ar-Br,R-H-acidic,dppfPdCl2,dppf,NaOtBu,tAmOH,
Arylation_Acidic_C_H,,26.09,0.58,Ar-Br,R-H-acidic,RockPhos Pd G3,RockPhos,NaOtBu,anisole,
Suzuki_Miyaura,,57.95,1.8,Ar-B(OR)2,Ar-Br,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,"anisole, water",TBAB
Negishi_In_Situ,,0,-1.1,Ar-Br,R-Br,XPhos Pd(crotyl)Cl,XPhos,,"MeCN, water","Potassium 2-ethylhexanoate, TMEDA"
Negishi_In_Situ,,14.63,-0.21,Ar-Br,R-Br,XPhos Pd(crotyl)Cl,XPhos,,"MeCN, water","Potassium 2-ethylhexanoate, TMEDA"
Negishi_In_Situ,,0,-1.1,Ar-Br,R-Br,XPhos Pd(crotyl)Cl,XPhos,,iPrOAc,TMEDA
Negishi_In_Situ,,34.91,1.03,Ar-Br,R-Br,XPhos Pd(crotyl)Cl,XPhos,,"MeCN, water","Potassium 2-ethylhexanoate, TMEDA"
Negishi_In_Situ,,12.89,-0.32,Ar-Br,R-Br,XPhos Pd(crotyl)Cl,XPhos,,"MeCN, water","Potassium 2-ethylhexanoate, TMEDA"
Cn_Coupling,C-N Coupling,0,-0.54,Ar-Cl,R-CONH2,XPhos Pd G2,XPhos,K3PO4,"anisole, water",
Cn_Coupling,C-N Coupling,0,-0.54,Ar-Cl,R-CONH2,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,Na2CO3,tAmOH,
Cn_Coupling,C-N Coupling,2.71,-0.38,Ar-Cl,R-CONH2,BippyPhos Pd(allyl)OTf,BippyPhos,KOtBu,PhMe,
Alkylation,,67.02,0.36,R-OSO2R,AromN-H,,No Ligand,KHMDS,DMSO,
Alkylation,,55.91,0.02,R-OSO2R,AromN-H,,No Ligand,Cs2CO3,EtOAc,NaI
Suzuki_Miyaura,,12.57,-0.15,Alkenyl-B(OR)2,Ar-Cl,AmPhos2PdCl2,AmPhos,K2CO3,water,Sodium octanoate
Suzuki_Miyaura,,0,-0.56,Alkenyl-B(OR)2,Ar-Cl,SPhos Pd(crotyl)Cl,SPhos,Cs2CO3,"anisole, Brij 35",Potassium 2-ethylhexanoate
Suzuki_Miyaura,,82.42,2.13,Alkenyl-B(OR)2,Ar-Cl,SPhos Pd(crotyl)Cl,SPhos,K2CO3,"Dioxane, water",TBAB
Suzuki_Miyaura,,0,-0.56,Alkenyl-B(OR)2,Ar-Cl,dtbpfPdCl2,dtbpf,Na2CO3,"Brij 35, Dioxane",Potassium 2-ethylhexanoate
Alkylation,,5.45,-0.73,R-OSO2R,AromN-H,,No Ligand,KHMDS,DMSO,
Alkylation,,19.86,-0.3,R-OSO2R,AromN-H,,No Ligand,NaH,DMSO,ZnBr2
Suzuki_Miyaura,,66.64,0.76,Alkenyl-B(OR)2,Ar-Br,AmPhos2PdCl2,AmPhos,K2CO3,water,Octanoic acid
Negishi_In_Situ,,0,-0.92,Ar-Br,R-Br,AlphosPd)2cod,AlPhos,,"Brij 35, water","Potassium 2-ethylhexanoate, TMEDA"
Negishi_In_Situ,,0,-0.92,Ar-Br,R-Br,BippyPhos Pd(allyl)OTf,BippyPhos,TMEDA,"Brij 35, MeCN",Octanoic acid
Negishi_In_Situ,,21.26,0.18,Ar-Br,R-Br,AmPhos2PdCl2,AmPhos,TMEDA,"Brij 35, cyclohexane",Octanoic acid
Negishi_In_Situ,,56.31,1.99,Ar-Br,R-Br,AmPhos2PdCl2,AmPhos,,"Brij 35, PhMe",
Negishi_In_Situ,,0.61,-0.89,Ar-Br,R-Br,"Cu2O, Ni(OAc)2",Me4phen,,"PhMe, TPGS-750M",LiI
Suzuki_Miyaura,,0,-1.14,Ar-Cl,RCH2-B(OR)2,XantPhosPdCl2,XantPhos,Na2CO3,"Dioxane, water",Potassium 2-ethylhexanoate
Suzuki_Miyaura,,93.98,2.02,Ar-Cl,RCH2-B(OR)2,SPhos Pd(crotyl)Cl,SPhos,Na2CO3,"MeOH, PhMe",
Condensation,,11.59,0.06,R-NH2,R-OR,,No Ligand,,DMF dimethylacetal,
Suzuki_Miyaura,,0,-0.26,Ar-Cl,Ar-Cl,BippyPhos Pd(allyl)OTf,BippyPhos,K3PO4,"PhMe, water",
Negishi,,3.89,-0.61,Ar-Cl,Ar-Cl,meCgPPh Pd G3,meCgPPh,,MeTHF,CuI
Negishi,,12.38,-0.3,Ar-Cl,Ar-Cl,QPhos Pd(crotyl)Cl,QPhos,,PhMe,Potassium 2-ethylhexanoate
Cn_Coupling,C-N Coupling,0,-0.36,Ar-Cl,R2CH-NHR,SPhos Pd(crotyl)Cl,SPhos,Potassium 2-ethylhexanoate,PhMe,
Cyclization,,16.79,0.27,R-Hydrazine,R-CO2H,,No Ligand,NMM,DMI,T3P
Cyclization,,0,-0.59,R-Hydrazine,R-CO2H,,No Ligand,TMSOK,anisole,PyClOP
Suzuki_Miyaura,,91.72,0.63,Ar-Cl,Ar-B(OH)2,dtbpfPdCl2,dtbpf,Na2CO3,"iPrOAc, water",Potassium 2-ethylhexanoate
Addition,,0,-0.4,R-H-acidic,R-CN,,No Ligand,Li2CO3,iPrOH,
Negishi_In_Situ,,0,-0.37,Ar-Cl,Ar-Br,P(Cy3) Pd G3,P(Cy)3,,"Brij 35, PhMe",TMSCl
Suzuki_In_Situ,,0,-0.69,Ar-Br,Alkenyl-I,"CuI, XPhos Pd(crotyl)Cl",XPhos,,DMI,
Suzuki_In_Situ,,0,-0.5,Ar-Cl,Ar-Br,VPhos Pd G4,VPhos,,"Brij 35, PhMe",water
Suzuki_In_Situ,,0,-0.5,Ar-Cl,Ar-Br,AmPhos Pd(crotyl)Cl,AmPhos,,MeTHF,Octanoic acid
Hydrolysis,,6.02,0.42,Ar-Cl,Ar-Cl,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,CsOH.H2O,Dioxane,water
Cn_Coupling,C-N Coupling,19.17,0.2,R2CH-NHR,Ar-Br,SPhos Pd(crotyl)Cl,SPhos,KOtBu,PhMe,
Cn_Coupling,C-N Coupling,63.67,2.39,R2CH-NHR,Ar-Br,AmPhos2PdCl2,AmPhos,LiHMDS,PhMe,
Cn_Coupling,C-N Coupling,22.64,0.37,R2CH-NHR,Ar-Br,Pd-PEPPSI-IHept Cl 3-chloropyridine,IHept Cl,NaOtBu,tAmOH,TBAB
Cn_Coupling,C-N Coupling,66.83,2.55,R2CH-NHR,Ar-Br,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,KHMDS,PhMe,
Cn_Coupling,C-N Coupling,2.18,-0.63,R2CH-NHR,Ar-Br,Pd-PEPPSI-IHept Cl 3-chloropyridine,IHept Cl,NaBHT,PhMe,Potassium 2-ethylhexanoate
Cn_Coupling,C-N Coupling,27.53,0.61,R2CH-NHR,Ar-Br,RuPhos Pd(crotyl)Cl,RuPhos,NaOtBu,CPME,
Cn_Coupling,C-N Coupling,22.72,0.38,R2CH-NHR,Ar-Br,RuPhos Pd(crotyl)Cl,RuPhos,NaOtBu,CPME,
Cn_Coupling,C-N Coupling,24.04,0.44,R2CH-NHR,Ar-Br,RuPhos Pd(crotyl)Cl,RuPhos,NaOtBu,CPME,
Cn_Coupling,C-N Coupling,21.34,0.31,R2CH-NHR,Ar-Br,RuPhos Pd(crotyl)Cl,RuPhos,NaOtBu,CPME,
Cn_Coupling,C-N Coupling,25.8,0.53,R2CH-NHR,Ar-Br,RuPhos Pd(crotyl)Cl,RuPhos,NaOtBu,CPME,
Cn_Coupling,C-N Coupling,0,-0.74,R2CH-NHR,Ar-Br,RuPhos Pd(crotyl)Cl,RuPhos,NaOtBu,CPME,
Cn_Coupling,C-N Coupling,4.39,-0.52,R2CH-NHR,Ar-Br,RuPhos Pd(crotyl)Cl,RuPhos,NaOtBu,CPME,
Cn_Coupling,C-N Coupling,17.03,0.1,R2CH-NHR,Ar-Br,RuPhos Pd(crotyl)Cl,RuPhos,NaOtBu,CPME,
Cn_Coupling,C-N Coupling,25.88,0.53,R2CH-NHR,Ar-Br,RuPhos Pd(crotyl)Cl,RuPhos,NaOtBu,CPME,
Cn_Coupling,C-N Coupling,0,-0.74,R2CH-NHR,Ar-Br,RockPhos Pd G6 Br,RockPhos,KOH,"CPME, water",
Cn_Coupling,C-N Coupling,0,-0.74,R2CH-NHR,Ar-Br,Me3(OMe)tBuXPhos Pd G3,Me3(OMe)-tBuXPhos,KOH,"CPME, water",
Cn_Coupling,C-N Coupling,0,-0.74,R2CH-NHR,Ar-Br,BippyPhos Pd(allyl)OTf,BippyPhos,KOH,"CPME, water",
Cn_Coupling,C-N Coupling,0,-0.74,R2CH-NHR,Ar-Br,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,KOH,"CPME, water",
Cn_Coupling,C-N Coupling,0,-0.74,R2CH-NHR,Ar-Br,,No Ligand,KOH,"CPME, PhMe",
Cn_Coupling,C-N Coupling,0,-0.74,R2CH-NHR,Ar-Br,RockPhos Pd G6 Br,RockPhos,KOH,"tAmOH, water",
Cn_Coupling,C-N Coupling,76.77,3.04,R2CH-NHR,Ar-Br,,No Ligand,,"EtOH, tAmOH",
Cn_Coupling,C-N Coupling,0.23,-0.73,R2CH-NHR,Ar-Br,,No Ligand,KOH,"tAmOH, water",
Cn_Coupling,C-N Coupling,25.21,0.5,R2CH-NHR,Ar-Br,"Jackie CPhos Pd G4, XantPhos Pd(allyl)Cl","Jackie CPhos, XantPhos",NaOtBu,CPME,
Cn_Coupling,C-N Coupling,1.58,-0.24,Ar-Cl,R2CH-NH2,,No Ligand,DIPEA,DMF,
Cn_Coupling,C-N Coupling,0,-0.46,Ar-OH,R2CH-NH2,Pd-PEPPSI-IHept Cl 3-chloropyridine,IHept Cl,DBU,MeCN,"Sodium trifluoroacetate, PyBrOP"
Cn_Coupling,C-N Coupling,4.05,0,Ar-OH,R2CH-NH2,,No Ligand,NaH,anisole,PyBrOP
Cn_Coupling,C-N Coupling,38.89,1.86,Ar-Br,Ar-NH2,AlphosPd)2cod,AlPhos,NaOtBu,Dioxane,
Cn_Coupling,C-N Coupling,15.68,0.27,Ar-Br,Ar-NH2,CuI,BTMPO,Cs2CO3,DMF,
Suzuki_In_Situ,,0,-0.8,Ar-Br,Ar-Cl,dppfPdCl2,dppf,,MeCN,"Brij 30, Sodium octanoate"
Suzuki_In_Situ,,3.33,-0.63,Ar-Br,Ar-Cl,dtbpfPdCl2,dtbpf,,"Brij 35, MeTHF",Sodium octanoate
Suzuki_In_Situ,,2.37,-0.68,Ar-Br,Ar-Cl,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,THF,"1,2-dibromoethane, Brij 35"
Suzuki_In_Situ,,0.82,-0.76,Ar-Br,Ar-Cl,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,pyridine,"Brij 35, Sodium trifluoroacetate"
Suzuki_In_Situ,,35.32,1.02,Ar-Br,Ar-Cl,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,Dioxane,"Brij 35, water"
Suzuki_In_Situ,,0,-0.8,Ar-Br,Ar-Cl,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,,THF,AcOH
Suzuki_In_Situ,,43.82,1.46,Ar-Br,Ar-Cl,,No Ligand,KOAc,THF,water
Cn_Coupling,C-N Coupling,2.23,0.46,Ar-Br,R2CH-NHR,,No Ligand,KOH,"MeCN, water",
Cn_Coupling,C-N Coupling,0,-0.94,R-NHR,Ar-Cl,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,KHMDS,PhMe,
Cn_Coupling,C-N Coupling,0.82,-0.19,Ar-I,R-NHR,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,KHMDS,PhMe,
Cn_Coupling,C-N Coupling,0,-0.41,Ar-Br,AromN-H,EPhosPd G6 Br,EPhos,LiHMDS,tAmOH,
Cn_Coupling,C-N Coupling,8.09,-0.35,R-NH2,Ar-Br,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,KHMDS,PhMe,
Cn_Coupling,C-N Coupling,12.69,-0.56,Ar-Cl,R-NHR,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,Cs2CO3,tAmOH,
Cn_Coupling,C-N Coupling,4.94,-0.35,Ar-Cl,AromN-H,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,KHMDS,PhMe,
Cn_Coupling,C-N Coupling,0.8,-0.72,Ar-NH2,Ar-I,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,KHMDS,PhMe,
Cyclization,,0,-0.49,R-CO2H,R-CO2H,,No Ligand,DBU,THF,HATU
Cn_Coupling,C-N Coupling,0,-0.47,Ar-NH2,Ar-Cl,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,KHMDS,PhMe,
Cn_Coupling,C-N Coupling,28.45,1.96,Ar-NH2,Ar-Cl,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K2CO3,DMAc,
Amide_Formation,,6.47,-1.09,R2CH-NH2,R-CO2H,,No Ligand,DIPEA,,"TBAC, DIC"
Amide_Formation,,49.49,1.05,R2CH-NH2,R-CO2H,,No Ligand,NEt3,,"HOPO, DIC"
Amide_Formation,,18.84,-0.47,R2CH-NH2,R-CO2H,,No Ligand,Na2CO3,"PhMe, water","HOPO, DIC"
Cn_Coupling,C-N Coupling,13.18,-0.08,R-NH2,Ar-Br,tBuXPhos Pd G3,tBuXPhos,K3PO4,"Propionitrile, water",
Cn_Coupling,C-N Coupling,0,-0.59,Ar-Cl,R2CH-NH2,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,KOH,"MeTHF, water",water
Cn_Coupling,C-N Coupling,0,-0.59,Ar-Cl,R2CH-NH2,P(tBu)(Cy)2)2PdCl2,P(tBu)(Cy)2,K3PO4,"MeCN, water",water
Cn_Coupling,C-N Coupling,0.95,-0.85,Ar-Cl,Ar-NH2,rac-BINAP Pd G3,BINAP,K3PO4,"DMI, water",
Cn_Coupling,C-N Coupling,0.21,-0.88,Ar-Cl,Ar-NH2,P(tBu)(Cy)2)2PdCl2,P(tBu)(Cy)2,K3PO4,"MeCN, water",
Cn_Coupling,C-N Coupling,51.35,0.31,Ar-NHR,Ar-Cl,BrettPhos Pd(crotyl)OTf,BrettPhos,KHMDS,PhMe,
Cn_Coupling,C-N Coupling,87.26,0.97,Ar-Cl,Ar-NHR,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,LiHMDS,tAmOH,
Cn_Coupling,C-N Coupling,81.48,2.18,Ar-Cl,R2CH-NHR,Pd-PEPPSI-IPent Cl 3-chloropyridine,IPENT Cl,KOH,"PhMe, water",
Cn_Coupling,C-N Coupling,16.44,0.71,Ar-Cl,Ar-NH2,XantPhos Pd(allyl)Cl,XantPhos,NaHCO3,"DMAc, water",
Cn_Coupling,C-N Coupling,39.39,2.76,Ar-Cl,Ar-NH2,XantPhos Pd(allyl)Cl,XantPhos,NaOH,"iPrOH, water",
Cn_Coupling,C-N Coupling,20.78,0.06,R2CH-NH2,Ar-Cl,QPhos Pd(crotyl)Cl,QPhos,Cs2CO3,Dioxane,
Oxidation,,17.17,-0.57,R-H-acidic,alkyl-h-acidic,,No Ligand,,MeCN,
Oxidation,,43.77,0.29,R-H-acidic,alkyl-h-acidic,,No Ligand,KOH,"THF, water","Brij 35, Sodium octanoate"
C_H_Activation,C-H Activation,1.36,-0.38,R-H,R-H,JackiePhos Pd G3,JackiePhos,K3PO4,"o-Xylene, water",CsOPiv
Cyclization,,27.47,-0.05,R-NHR,R-NHR,,No Ligand,NMM,TFE,LiCl
Cyclization,,9.38,-0.72,R-NHR,R-NHR,,No Ligand,CsF,TFE,ZnBr2
Cn_Coupling,C-N Coupling,13.15,0.57,Ar-I,R-NHR,CuI,BTMPO,Cs2CO3,DMF,
Cn_Coupling,C-N Coupling,0.95,-0.63,Ar-NH2,Ar-Cl,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,Cs2CO3,MeCN,water
Cn_Coupling,C-N Coupling,20.65,-0.03,Ar-NH2,Ar-Cl,RockPhos Pd G3,RockPhos,K2CO3,PhMe,Potassium 2-ethylhexanoate
Suzuki_Miyaura,,31.4,-0.44,Ar-B(OR)2,Ar-Br,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,K3PO4,"TPGS-750M, water",
Suzuki_Miyaura,,0,-0.42,Ar-Cl,Ar-B(OR)2,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,K3PO4,"Dioxane, water",Potassium 2-ethylhexanoate
Suzuki_Miyaura,,0,-0.42,Ar-Cl,Ar-B(OR)2,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K2CO3,"MeOH, water",
Cn_Coupling,C-N Coupling,68.04,1.3,Ar-Br,R2CH-NH2,CuI,Salicylaldoxime,DBU,DMSO,
Miyaura_Borylation,,0,-0.58,Ar-Br,Ar-Br,JackiePhos Pd G3,JackiePhos,Potassium 2-ethylhexanoate,"TBME, water",
Suzuki_Miyaura,,21.29,0.09,Ar-Br,Ar-B(OH)2,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,KF,"Dioxane, water",
Cn_Coupling,C-N Coupling,0,-0.49,Ar-Br,R-NHR,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,Cs2CO3,tAmOH,
Alkylation,,0,-0.98,R-CONHR,R-Br,,No Ligand,DIPEA,DMSO,
Cn_Coupling,C-N Coupling,18.3,0.37,R-SO2NHR,Ar-Br,CuI,bpy,Cs2CO3,MeCN,
Cn_Coupling,C-N Coupling,0,-0.51,Ar-Cl,Ar-NH2,XantPhosPdCl2,XantPhos,Na2CO3,MeTHF,
Suzuki_Miyaura,,0,-0.48,Ar-Cl,Ar-B(OH)2,SPhos Pd(crotyl)Cl,SPhos,K3PO4,"THF, water",
Cn_Coupling,C-N Coupling,10.71,0.83,Ar-Br,R-NH2,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,NaOtBu,PhMe,
Negishi_In_Situ,,15.65,1.93,Ar-Br,Ar-Br,SPhos Pd G4,SPhos,TMEDA,water,TPGS-750M
Sandmeyer,,0,-0.19,Ar-NH2,Ar-NH2,Cu(MeCN)4BF4,No Ligand,,DMF,amyl nitrite
Suzuki_Miyaura,,18.5,-0.85,Ar-Cl,Ar-B(OR)2,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,K3PO4,Dioxane,Potassium 2-ethylhexanoate
Suzuki_Miyaura,,37,-0.16,Ar-Cl,Ar-B(OR)2,AmPhos2PdCl2,AmPhos,K2CO3,"MeTHF, water",
Suzuki_Miyaura,,17.29,-0.9,Ar-Cl,Ar-B(OR)2,rac-BINAP Pd G3,BINAP,K3PO4,"MeTHF, water",Brij 35
Suzuki_Miyaura,,30.6,-0.4,Ar-Cl,Ar-B(OR)2,dpppPdCl2,dppp,K3PO4,"cyclohexane, water",Potassium 2-ethylhexanoate
Suzuki_Miyaura,,100,2.17,Ar-Cl,Ar-B(OR)2,PEPPSI-IPENT,IPENT,Na2CO3,"PhMe, water",TBAC
Amide_Formation,,11.38,-0.6,Ar-NH2,R-CO2H,,No Ligand,DBU,DCM,HATU
Snar,,38.58,-0.11,R-NH2,Ar-F,,No Ligand,DBU,TPGS-750M,
Arylation_Acidic_C_H,,61.64,0.76,R-H-acidic,Ar-Br,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,DBU,iPrOH,
Arylation_Acidic_C_H,,2.05,-0.82,R-H-acidic,Ar-Br,QPhos Pd(crotyl)Cl,QPhos,K3PO4,"CPME, water",
Arylation_Acidic_C_H,,0.06,-0.87,R-H-acidic,Ar-Br,[Pd(allyl)(Ph-SPhos)]OTf,Ph-SPhos,K3PO4,THF,
Arylation_Acidic_C_H,,98.96,1.75,R-H-acidic,Ar-Br,AlphosPd)2cod,AlPhos,K2CO3,THF,
Arylation_Acidic_C_H,,99.74,1.77,R-H-acidic,Ar-Br,AlphosPd)2cod,AlPhos,K2CO3,THF,
Arylation_Acidic_C_H,,95.29,1.65,R-H-acidic,Ar-Br,AlphosPd)2cod,AlPhos,K2CO3,THF,
Arylation_Acidic_C_H,,0,-0.87,R-H-acidic,Ar-Br,AdBrettPhosPd G6 Br,Ad-BrettPhos,K2CO3,THF,
Arylation_Acidic_C_H,,100,1.78,R-H-acidic,Ar-Br,AlphosPd)2cod,AlPhos,K2CO3,THF,
Arylation_Acidic_C_H,,19.68,-0.35,R-H-acidic,Ar-Br,AlPhosPd G6 Br,AlPhos,NEt3,EtOH,
Arylation_Acidic_C_H,,8.06,-0.66,R-H-acidic,Ar-Br,AlphosPd)2cod,AlPhos,K2CO3,THF,
Arylation_Acidic_C_H,,28.29,-0.13,R-H-acidic,Ar-Br,GPhos Pd G6 Br,GPhos,K3PO4,THF,
Arylation_Acidic_C_H,,60.29,0.6,R-H-acidic,Ar-Br,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,DBU,iPrOH,
Arylation_Acidic_C_H,,0.86,-0.93,R-H-acidic,Ar-Br,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,NEt3,DMI,LiCl
Arylation_Acidic_C_H,,97.41,1.56,R-H-acidic,Ar-Br,AlPhosPd G6 Br,AlPhos,NEt3,"DMSO, EtOH",
Arylation_Acidic_C_H,,91.2,1.4,R-H-acidic,Ar-Br,AlPhosPd G6 Br,AlPhos,NEt3,"DMSO, EtOH",
Arylation_Acidic_C_H,,0,-0.95,R-H-acidic,Ar-Br,AlPhosPd G6 Br,AlPhos,NEt3,"DMSO, EtOH",
Arylation_Acidic_C_H,,96.69,1.54,R-H-acidic,Ar-Br,AlPhosPd G6 Br,AlPhos,NEt3,"DMSO, EtOH",
Arylation_Acidic_C_H,,5.81,-0.8,R-H-acidic,Ar-Br,AlPhosPd G6 Br,AlPhos,,"DMSO, EtOH",
Arylation_Acidic_C_H,,57.29,0.52,R-H-acidic,Ar-Br,,No Ligand,NEt3,"DMI, DMPU",
Arylation_Acidic_C_H,,30.38,-0.17,R-H-acidic,Ar-Br,GPhos Pd G6 Br,GPhos,NEt3,DMSO,
C_H_Activation,C-H Activation,2.6,-0.89,Ar-H,Ar-Br,cBridP Pd(allyl)Cl,cBridP,K2CO3,nBuOAc,AdCOOH
Cn_Coupling,C-N Coupling,0,-0.27,Ar-Br,Any-Urea,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,Cs2CO3,"DMAc, water",
Cyanation,,0,-0.63,Ar-Br,Ar-Br,"CuI, XantPhos Pd(allyl)Cl",XantPhos,,DMI,
Cyanation,,6.75,-0.36,Ar-Br,Ar-Br,AdBrettPhosPd G6 Br,Ad-BrettPhos,,DMI,Zn
Cyanation,,43.8,1.07,Ar-Br,Ar-Br,XantPhos Pd(allyl)Cl,XantPhos,,Dioxane,
Cn_Coupling,C-N Coupling,1.15,-1.1,Ar-Br,R-NH2,CataCXiumA Pd(allyl)Cl,CataCXiumA,KHMDS,PhMe,
