source_reaction_type,reactive_site_1_normalized_label,reactive_site_2_normalized_label,reactive_site_1_display_label,reactive_site_2_display_label,yield_pct,z_score,catalyst,ligand,base,primary_solvent,secondary_solvent,tertiary_solvent,additive,coupling_reagent,procedure_text,reactive_site_1_source_label,reactive_site_1_signature,reactive_site_1_center_class,reactive_site_1_attachment_class,reactive_site_1_alpha_branched,reactive_site_1_qualifier_scope,reactive_site_1_mapping_status,reactive_site_2_source_label,reactive_site_2_signature,reactive_site_2_center_class,reactive_site_2_attachment_class,reactive_site_2_alpha_branched,reactive_site_2_qualifier_scope,reactive_site_2_mapping_status
Suzuki-Miyaura,Ar-Br,Ar-B(OH)2,Ar–Br,Ar–B(OH)₂,7.76,-2.39,PPh3)2PdCl2,PPh3,K2CO3,PhMe,water,,,,20 h at 85 °C,ArBr,LG|Ar|Br,,,,,canonical,ArB(OH)2,TM|Ar|B(OH)2,,,,,canonical
Buchwald-Hartwig,Ar-Br,R1R2-NH,Ar–Br,R¹R²–NH (≥1 α-C branched),0,-0.4,rac-BINAP Pd G3,BINAP,LiHMDS,PhMe,,,,,,ArBr,LG|Ar|Br,,,,,canonical,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified
Buchwald-Hartwig,Ar-Cl,Ar-NH2,Ar–Cl,Ar–NH₂,91.65,0.69,BrettPhos Pd(crotyl)OTf,BrettPhos,KOAc,Dioxane,,,,,20 h at 60 °C,ArCl,LG|Ar|Cl,,,,,canonical,ArNH2,XH|N|H2|Ar,primary,,,,canonical
Buchwald-Hartwig,Ar-Cl,Ar-NH2,Ar–Cl,Ar–NH₂,64.37,-0.51,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,KOAc,PhMe,,,TBAB,,16 h at 60 °C,ArCl,LG|Ar|Cl,,,,,canonical,ArNH2,XH|N|H2|Ar,primary,,,,canonical
Buchwald-Hartwig,Ar-Cl,Ar-NH2,Ar–Cl,Ar–NH₂,76.32,0.02,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,PhMe,water,,,,0.5 h at 60 °C,ArCl,LG|Ar|Cl,,,,,canonical,ArNH2,XH|N|H2|Ar,primary,,,,canonical
Buchwald-Hartwig,Ar-Cl,Ar-NH2,Ar–Cl,Ar–NH₂,91.4,0.68,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,MeCN,water,,,,23 h at 60 °C,ArCl,LG|Ar|Cl,,,,,canonical,ArNH2,XH|N|H2|Ar,primary,,,,canonical
Buchwald-Hartwig,Ar-Cl,Ar-NH2,Ar–Cl,Ar–NH₂,94.03,0.8,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,MeCN,water,,,,23 h at 60 °C,ArCl,LG|Ar|Cl,,,,,canonical,ArNH2,XH|N|H2|Ar,primary,,,,canonical
Buchwald-Hartwig,Ar-Cl,Ar-NH2,Ar–Cl,Ar–NH₂,91.44,0.68,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,MeCN,water,,,,"1 h at 60 °C, then 22 h at 25 °C",ArCl,LG|Ar|Cl,,,,,canonical,ArNH2,XH|N|H2|Ar,primary,,,,canonical
Suzuki-Miyaura,Ar-Br,Alkenyl-B(OR)2,Ar–Br,Alkenyl–B(OR)₂,6.97,-0.26,PPh3)2PdCl2,PPh3,K3PO4,PhMe,water,,,,15 h at 60 °C,ArBr,LG|Ar|Br,,,,,canonical,alkeneB(OR)2,TM|Alkenyl|B(OR)2,,,,,canonical
Suzuki-Miyaura,Ar-Br,Alkenyl-B(OR)2,Ar–Br,Alkenyl–B(OR)₂,0,-0.94,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,PhMe,water,,,,,ArBr,LG|Ar|Br,,,,,canonical,alkeneB(OR)2,TM|Alkenyl|B(OR)2,,,,,canonical
Buchwald-Hartwig,Ar-NH2,Ar-Cl,Ar–NH₂,Ar–Cl,9.72,0.86,BrettPhos Pd(crotyl)OTf,BrettPhos,K2CO3,PhMe,,,,,18.5 h at 90 °C,ArNH2,XH|N|H2|Ar,primary,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Buchwald-Hartwig,Ar-NH2,Ar-Cl,Ar–NH₂,Ar–Cl,5.45,0.17,BrettPhos Pd(crotyl)OTf,BrettPhos,K2CO3,Dioxane,water,,,,16 h at 125 °C,ArNH2,XH|N|H2|Ar,primary,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Buchwald-Hartwig,Ar-NH2,Ar-Cl,Ar–NH₂,Ar–Cl,0,-0.71,QPhos Pd(crotyl)Cl,QPhos,K3PO4,o-Xylene,,,,,,ArNH2,XH|N|H2|Ar,primary,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
CO-Coupling,Ar-Br,Ar-OH,Ar–Br,Ar–OH,0,-0.37,QPhos Pd(crotyl)Cl,QPhos,K3PO4,Dioxane,,,,,,ArBr,LG|Ar|Br,,,,,canonical,ArOH,XH|O|H1|Ar,,,,,canonical
Suzuki-Miyaura,Alkenyl-B(OR)2,Ar-Br,Alkenyl–B(OR)₂,Ar–Br,41.98,0.74,dpppPdCl2,dppp,K3PO4,PhMe,water,,,,3 h at 60 °C,alkeneB(OR)2,TM|Alkenyl|B(OR)2,,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Suzuki-Miyaura,Alkenyl-B(OR)2,Ar-Br,Alkenyl–B(OR)₂,Ar–Br,1.84,-1.64,dpppPdCl2,dppp,K3PO4,PhMe,water,,,,1 h at 60 °C,alkeneB(OR)2,TM|Alkenyl|B(OR)2,,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Suzuki-Miyaura,Ar-I,Ar-B(OR)2,Ar–I,Ar–B(OR)₂,4.74,-0.86,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K2CO3,PhMe,,,water,,4 h at 100 °C,ArI,LG|Ar|I,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
Suzuki-Miyaura,Ar-I,Ar-B(OR)2,Ar–I,Ar–B(OR)₂,68.78,1.68,PPh3)2PdCl2,PPh3,Cs2CO3,PhMe,,,,,6 h at 100 °C,ArI,LG|Ar|I,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
Buchwald-Hartwig,Ar-I,Ar-NH-R,Ar–I,Ar–NH–R,34.81,1.77,XantPhos Pd G2,XantPhos,K3PO4,PhMe,,,,,24 h at 80 °C,ArI,LG|Ar|I,,,,,canonical,ArNHR,"XH|N|H1|Ar,Alkyl",secondary,,,,canonical
Buchwald-Hartwig,Ar-I,Ar-NH-R,Ar–I,Ar–NH–R,0.41,-0.61,rac-BINAP Pd G3,BINAP,LiHMDS,PhMe,,,,,"3 h at 60 °C, then 16 h at 80 °C",ArI,LG|Ar|I,,,,,canonical,ArNHR,"XH|N|H1|Ar,Alkyl",secondary,,,,canonical
Suzuki-Miyaura,Ar-Br,Ar-B(OR)2,Ar–Br,Ar–B(OR)₂,58.02,1.43,AmPhos2PdCl2,AmPhos,K2CO3,PhMe,water,,,,18.5 h at 100 °C,ArBr,LG|Ar|Br,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
Suzuki-Miyaura,Ar-Br,Ar-BF3K,Ar–Br,Ar–BF₃K,15.03,-0.73,PPh3)2PdCl2,PPh3,,PhMe,water,,,,20 h at 100 °C,ArBr,LG|Ar|Br,,,,,canonical,ArBF3K,TM|Ar|BF3K,,,,,canonical
Suzuki-Miyaura,Alkenyl-B(OR)2,Ar-Cl,Alkenyl–B(OR)₂,Ar–Cl,79.46,-0.09,dppfPdCl2,dppf,K3PO4,Dioxane,water,,,,1 h at 35 °C,alkeneB(OR)2,TM|Alkenyl|B(OR)2,,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Suzuki-Miyaura,Ar-Br,Ar-B(OH)2,Ar–Br,Ar–B(OH)₂,44.03,-0.03,AmPhos2PdCl2,AmPhos,K2CO3,PhMe,water,,,,18.5 h at 100 °C,ArBr,LG|Ar|Br,,,,,canonical,ArB(OH)2,TM|Ar|B(OH)2,,,,,canonical
Suzuki-Miyaura,Ar-Br,Ar-B(OH)2,Ar–Br,Ar–B(OH)₂,0,-1.73,dtbpfPdCl2,dtbpf,K3PO4,tAmOH,water,,,,,ArBr,LG|Ar|Br,,,,,canonical,ArB(OH)2,TM|Ar|B(OH)2,,,,,canonical
Amide coupling,RCO2H or M,R-NH2,RCO2H or M,R–NH₂,9.04,-0.31,,No Ligand,DBU,MeCN,,,,PyBrOP,1 h at 25 °C,RCO2H or M,,,,,,unresolved,RNH2,XH|N|H2|Alkyl,primary,,,,canonical
Buchwald-Hartwig,Ar-OSO2R,R-NH2,Ar–OSO₂R,R–NH₂,57.89,2.29,AlphosPd)2cod,AlPhos,Cs2CO3,PhMe,,,water,,21 h at 80 °C,ArOSO2R,LG|Ar|OSO2R,,,,,canonical,RNH2,XH|N|H2|Alkyl,primary,,,,canonical
Buchwald-Hartwig,Ar-OSO2R,R-NH2,Ar–OSO₂R,R–NH₂,2.59,-0.63,BrettPhos Pd(crotyl)OTf,BrettPhos,Cs2CO3,PhMe,,,water,,"1 h at 60 °C, then 1 h at 80 °C",ArOSO2R,LG|Ar|OSO2R,,,,,canonical,RNH2,XH|N|H2|Alkyl,primary,,,,canonical
Buchwald-Hartwig,R-NH2,Ar-OSO2R,R–NH₂,Ar–OSO₂R,0,-0.9,AlphosPd)2cod,AlPhos,Cs2CO3,PhMe,,,water,,,RNH2,XH|N|H2|Alkyl,primary,,,,canonical,ArOSO2R,LG|Ar|OSO2R,,,,,canonical
Buchwald-Hartwig,R-NH2,Ar-OSO2R,R–NH₂,Ar–OSO₂R,0.3,-0.89,BrettPhos Pd(crotyl)OTf,BrettPhos,NaOtBu,PhMe,,,,,1 h at 60 °C,RNH2,XH|N|H2|Alkyl,primary,,,,canonical,ArOSO2R,LG|Ar|OSO2R,,,,,canonical
Suzuki-Miyaura,Ar-Br,Ar-B(OR)2,Ar–Br,Ar–B(OR)₂,0,-0.33,dppfPdCl2,dppf,K3PO4,PhMe,water,,,,,ArBr,LG|Ar|Br,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
Suzuki-Miyaura,Ar-Br,Ar-B(OH)2,Ar–Br,Ar–B(OH)₂,17.28,0.17,dppfPdCl2,dppf,K3PO4,anisole,water,,,,3.5 h at 60 °C,ArBr,LG|Ar|Br,,,,,canonical,ArB(OH)2,TM|Ar|B(OH)2,,,,,canonical
Buchwald-Hartwig,Ar-Br,R1R2-NH,Ar–Br,R¹R²–NH,0,-0.42,QPhos Pd(crotyl)Cl,QPhos,Cs2CO3,PhMe,,,water,,,ArBr,LG|Ar|Br,,,,,canonical,R2NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,,canonical
Buchwald-Hartwig,AromN-H,Ar-Cl,AromN–H,Ar–Cl,0,-1,cBridP Pd(allyl)Cl,cBridP,K3PO4,tAmOH,,,,,,arom. NH,XH|N_aromatic|H1|HeteroAr,,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Buchwald-Hartwig,AromN-H,Ar-Cl,AromN–H,Ar–Cl,5.92,0.29,XantPhos Pd(allyl)Cl,XantPhos,K3PO4,tAmOH,,,water,,23 h at 85 °C,arom. NH,XH|N_aromatic|H1|HeteroAr,,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Buchwald-Hartwig,Ar-Br,AromN-H,Ar–Br,AromN–H,0,-0.33,CuI,Salicylaldoxime,Cs2CO3,PhMe,,,,,,ArBr,LG|Ar|Br,,,,,canonical,arom. NH,XH|N_aromatic|H1|HeteroAr,,,,,canonical
Suzuki-Miyaura,Ar-B(OR)2,Ar-Br,Ar–B(OR)₂,Ar–Br,0,-0.54,XPhos Pd G2,XPhos,NaHCO3,PhMe,,,water,,,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,Ar-NH2,Ar-Br,Ar–NH₂,Ar–Br,32.48,0.67,XantPhos Pd(allyl)Cl,XantPhos,K3PO4,PhMe,water,,,,22 h at 80 °C,ArNH2,XH|N|H2|Ar,primary,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,Ar-NH2,Ar-Br,Ar–NH₂,Ar–Br,27.16,0.4,(R)-BINAP Pd(allyl)Cl,BINAP,NaOtBu,PhMe,,,,,20 h at 80 °C,ArNH2,XH|N|H2|Ar,primary,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Amide coupling,R1R2-NH,RCO2H or M,R¹R²–NH (≥1 α-C branched),RCO2H or M,12.22,-1.84,,No Ligand,NMM,DCM,,,HOSu,EDC,"4 h at 21 °C, then 68 h at 25 °C",R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,RCO2H or M,,,,,,unresolved
Amide coupling,R1R2-NH,RCO2H or M,R¹R²–NH (≥1 α-C branched),RCO2H or M,89.56,0.93,,No Ligand,,PhMe,xylenes,,HOPO,DIC,20 h at 25 °C,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,RCO2H or M,,,,,,unresolved
Amide coupling,R1R2-NH,RCO2H or M,R¹R²–NH (≥1 α-C branched),RCO2H or M,83.66,0.72,,No Ligand,,acetone,PhMe,,HOPO,DIC,23 h at 21 °C,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,RCO2H or M,,,,,,unresolved
Amide coupling,R1R2-NH,RCO2H or M,R¹R²–NH (≥1 α-C branched),RCO2H or M,25.71,-1.36,,No Ligand,,anisole,DMI,,,DIC,21 h at 21 °C,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,RCO2H or M,,,,,,unresolved
Amide coupling,R1R2-NH,RCO2H or M,R¹R²–NH (≥1 α-C branched),RCO2H or M,54.02,-0.35,,No Ligand,,DMI,iPrOAc,,HOPO,DIC,"4 h at 21 °C, then 0 h at 25 °C, then 64 h at 21 °C",R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,RCO2H or M,,,,,,unresolved
Suzuki-Miyaura,Ar-I,Ar-B(OR)2,Ar–I,Ar–B(OR)₂,0,-1.07,PPh3)2PdCl2,PPh3,K3PO4,PhMe,water,,,,,ArI,LG|Ar|I,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
Suzuki-Miyaura,Ar-I,Ar-B(OR)2,Ar–I,Ar–B(OR)₂,25.09,0.71,XantPhos Pd(allyl)Cl,XantPhos,K3PO4,Dioxane,water,,,,"2 h at 60 °C, then 13.5 h at 80 °C",ArI,LG|Ar|I,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
Suzuki-Miyaura,Ar-Br,Ar-B(OH)2,Ar–Br,Ar–B(OH)₂,73.91,0.59,dppfPdCl2,dppf,K3PO4,iPrOAc,water,,,,2.25 h at 60 °C,ArBr,LG|Ar|Br,,,,,canonical,ArB(OH)2,TM|Ar|B(OH)2,,,,,canonical
Suzuki-Miyaura,Ar-Cl,Ar-B(OH)2,Ar–Cl,Ar–B(OH)₂,17.94,0.37,dtbpfPdCl2,dtbpf,Li2CO3,anisole,,,water,,"4 h at 40 °C, then 13 h at 80 °C",ArCl,LG|Ar|Cl,,,,,canonical,ArB(OH)2,TM|Ar|B(OH)2,,,,,canonical
Buchwald-Hartwig,Ar-Br,R-C(O)-NH2,Ar–Br,R–C(O)–NH₂,8.94,-0.36,CuI,trans-NN-Dimethylcyclohexane-12-diamine,Cs2CO3,tAmOH,,,water,,4 h at 105 °C,ArBr,LG|Ar|Br,,,,,canonical,RCONH2,XH|N|H2|C(O)R,primary,,,,canonical
Buchwald-Hartwig,Ar-Br,R1R2-NH,Ar–Br,R¹R²–NH,0,-0.56,RuPhos Pd G4,RuPhos,Cs2CO3,MeCN,,,water,,,ArBr,LG|Ar|Br,,,,,canonical,R2NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,,canonical
Suzuki-Miyaura,Ar-Cl,Ar-B(OR)2,Ar–Cl,Ar–B(OR)₂,40.8,1.25,dppfPdCl2,dppf,Cs2CO3,PhMe,,,water,,"3 h at 60 °C, then 13 h at 80 °C",ArCl,LG|Ar|Cl,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
Suzuki-Miyaura,Ar-Br,Alkenyl-B(OR)2,Ar–Br,Alkenyl–B(OR)₂,47.36,-0.41,PPh3)2PdCl2,PPh3,K3PO4,iPrOH,water,,,,19 h at 90 °C,ArBr,LG|Ar|Br,,,,,canonical,alkeneB(OR)2,TM|Alkenyl|B(OR)2,,,,,canonical
Buchwald-Hartwig,Ar-NH2,Ar-Cl,Ar–NH₂,Ar–Cl,3.15,-0.86,QPhos Pd(crotyl)Cl,QPhos,Cs2CO3,MeCN,,,water,,17.5 h at 80 °C,ArNH2,XH|N|H2|Ar,primary,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Buchwald-Hartwig,Ar-NH2,Ar-Cl,Ar–NH₂,Ar–Cl,73.64,1,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,Cs2CO3,MeCN,,,water,,"1 h at 60 °C, then 3 h at 80 °C",ArNH2,XH|N|H2|Ar,primary,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Suzuki-Miyaura,Ar-Cl,Ar-B(OH)2,Ar–Cl,Ar–B(OH)₂,14.69,-1.73,dtbpfPdCl2,dtbpf,Li2CO3,iPrOH,,,water,,"2 h at 40 °C, then 16 h at 80 °C",ArCl,LG|Ar|Cl,,,,,canonical,ArB(OH)2,TM|Ar|B(OH)2,,,,,canonical
Buchwald-Hartwig,Ar-Br,AromN-H,Ar–Br,AromN–H,21.84,0.79,tBuXPhos Pd G3,tBuXPhos,K3PO4,Dioxane,water,,,,"4 h at 80 °C, then 15 h at 100 °C",ArBr,LG|Ar|Br,,,,,canonical,arom. NH,XH|N_aromatic|H1|HeteroAr,,,,,canonical
Amide coupling,Ar-NH2,RCO2H or M,Ar–NH₂,RCO2H or M,60.53,0.4,,No Ligand,NEt3,MeCN,,,HOPO,T3P,16 h at 50 °C,ArNH2,XH|N|H2|Ar,primary,,,,canonical,RCO2H or M,,,,,,unresolved
Amide coupling,Ar-NH2,RCO2H or M,Ar–NH₂,RCO2H or M,57.85,0.31,,No Ligand,NMM,MeCN,,,HOPO,DIC,1.5 h at 50 °C,ArNH2,XH|N|H2|Ar,primary,,,,canonical,RCO2H or M,,,,,,unresolved
Amide coupling,Ar-NH2,RCO2H or M,Ar–NH₂,RCO2H or M,90.22,1.31,,No Ligand,NEt3,MeCN,,,HOPO,DIC,"2 h at 0 °C, then 20 h at 25 °C",ArNH2,XH|N|H2|Ar,primary,,,,canonical,RCO2H or M,,,,,,unresolved
Amide coupling,Ar-NH2,RCO2H or M,Ar–NH₂,RCO2H or M,88.85,1.27,,No Ligand,NEt3,MeCN,,,HOPO,DIC,21 h at 25 °C,ArNH2,XH|N|H2|Ar,primary,,,,canonical,RCO2H or M,,,,,,unresolved
Amide coupling,Ar-NH2,RCO2H or M,Ar–NH₂,RCO2H or M,67.11,0.6,,No Ligand,NEt3,MeCN,,,HOPO,DIC,3.5 h at 20 °C,ArNH2,XH|N|H2|Ar,primary,,,,canonical,RCO2H or M,,,,,,unresolved
Buchwald-Hartwig,Ar-Cl,R1R2-NH,Ar–Cl,R¹R²–NH (≥1 α-C branched),52.41,3.31,RuPhos Pd(crotyl)Cl,RuPhos,NaOtBu,PhMe,,,,,4 h at 80 °C,ArCl,LG|Ar|Cl,,,,,canonical,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified
CN-Coupling,AromN-H,Ar-Br,AromN–H,Ar–Br,0.96,-1.26,CuI,No Ligand,K3PO4,DMSO,,,,,"4 h at 80 °C, then 2 h at 130 °C",arom. NH,XH|N_aromatic|H1|HeteroAr,,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,Ar-NH2,Ar-Cl,Ar–NH₂,Ar–Cl,13.08,-0.81,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,tAmOH,water,,,,21 h at 80 °C,ArNH2,XH|N|H2|Ar,primary,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Buchwald-Hartwig,Ar-Cl,R1R2-NH,Ar–Cl,R¹R²–NH (≥1 α-C branched),0,-0.44,dpppPdCl2,dppp,NaOtBu,PhMe,,,,,,ArCl,LG|Ar|Cl,,,,,canonical,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified
Buchwald-Hartwig,Ar-Br,Ar-NH2,Ar–Br,Ar–NH₂,36.48,0.41,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,Cs2CO3,MeTHF,,,water,,3.5 h at 80 °C,ArBr,LG|Ar|Br,,,,,canonical,ArNH2,XH|N|H2|Ar,primary,,,,canonical
Glycosidation,R-OH,R-C(O)OR,RCH₂–OH,R–C(O)OR,27.32,-0.44,,No Ligand,,DMF,,,,,"4 h at 40 °C, then 18 h at 80 °C",Alkyl-OH primary,XH|O|H1|Alkyl,,primary,false,attached_alkyl,qualified,RCO2R,EC|Acyl|Alkyl|OR|ester,,,,,canonical
Glycosidation,R-OH,R-C(O)OR,RCH₂–OH,R–C(O)OR,41.82,0.22,,No Ligand,,anisole,,,,,6 h at 80 °C,Alkyl-OH primary,XH|O|H1|Alkyl,,primary,false,attached_alkyl,qualified,RCO2R,EC|Acyl|Alkyl|OR|ester,,,,,canonical
Buchwald-Hartwig,Ar-Cl,Ar-NH2,Ar–Cl,Ar–NH₂,25.44,-0.72,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,Cs2CO3,Dioxane,,,water,,4 h at 80 °C,ArCl,LG|Ar|Cl,,,,,canonical,ArNH2,XH|N|H2|Ar,primary,,,,canonical
Buchwald-Hartwig,AromN-H,Ar-Br,AromN–H,Ar–Br,16,-1.17,CuI,(R)-Binap,K3PO4,DMSO,,,,,"3 h at 105 °C, then 16 h at 130 °C",arom. NH,XH|N_aromatic|H1|HeteroAr,,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,Ar-Br,R-NH2,Ar–Br,R–NH₂ (α-C branched),85.07,1.57,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,NaOtBu,PhMe,,,,,22.5 h at 80 °C,ArBr,LG|Ar|Br,,,,,canonical,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified
Suzuki-Miyaura,Ar-B(OH)2,R-C(O)-NHR,Ar–B(OH)₂,R–C(O)–NHR,6.27,1.37,dtbpfPdCl2,dtbpf,"DBU, Na2CO3",MeCN,water,,,PyClOP,"0.08 h at 25 °C, then 71.92 h at 60 °C",ArB(OH)2,TM|Ar|B(OH)2,,,,,canonical,RCONHR,"XH|N|H1|C(O)R,Alkyl",secondary,,,,canonical
Buchwald-Hartwig,Ar-Br,R-NH2,Ar–Br,R–NH₂ (α-C branched),30.5,-0.79,XPhos Pd G2,XPhos,Cs2CO3,Dioxane,,,,,22 h at 80 °C,ArBr,LG|Ar|Br,,,,,canonical,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified
Buchwald-Hartwig,Ar-Cl,Ar-NH2,Ar–Cl,Ar–NH₂,89.8,1.23,tBuXPhos Pd G3,tBuXPhos,K3PO4,MeCN,water,,,,1.5 h at 40 °C,ArCl,LG|Ar|Cl,,,,,canonical,ArNH2,XH|N|H2|Ar,primary,,,,canonical
Buchwald-Hartwig,Ar-NH2,Ar-Cl,Ar–NH₂,Ar–Cl,84.34,1.88,AlphosPd)2cod,AlPhos,Cs2CO3,MeCN,,,water,,4 h at 80 °C,ArNH2,XH|N|H2|Ar,primary,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Buchwald-Hartwig,Ar-Br,R1R2-NH,Ar–Br,R¹R²–NH,43.09,0.13,QPhos Pd(crotyl)Cl,QPhos,NaOtBu,tAmOH,,,,,5.5 h at 80 °C,ArBr,LG|Ar|Br,,,,,canonical,R2NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,,canonical
Buchwald-Hartwig,Ar-NH2,Ar-Br,Ar–NH₂,Ar–Br,0,-0.37,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,tAmOH,water,,,,,ArNH2,XH|N|H2|Ar,primary,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Condensation,ROC(O)NR2,R-NH2,ROC(O)NR2,R–NH₂ (α-C branched),0,-0.26,,No Ligand,K3PO4,anisole,water,,HOSu,DIC,,ROC(O)NR2,,,,,,unresolved,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified
Amide coupling,RCO2H or M,R-NH2,RCO2H or M,R–NH₂ (α-C branched),100,1.92,,No Ligand,DBU,THF,,,HOPO,DIC,3.5 h at 25 °C,RCO2H or M,,,,,,unresolved,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified
Amide coupling,RCO2H or M,R-NH2,RCO2H or M,R–NH₂ (α-C branched),0,-0.7,,No Ligand,DBU,,,,HOPO,DIC,,RCO2H or M,,,,,,unresolved,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified
Buchwald-Hartwig,AromN-H,Ar-Cl,AromN–H,Ar–Cl,59.8,1.19,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,tAmOH,water,,,,3 h at 60 °C,arom. NH,XH|N_aromatic|H1|HeteroAr,,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Suzuki-Miyaura,Alkenyl-B(OR)2,Ar-Br,Alkenyl–B(OR)₂,Ar–Br,100,2,PPh3)2PdCl2,PPh3,K3PO4,EtOH,PhMe,water,,,"1 h at 60 °C, then 23 h at 80 °C",alkeneB(OR)2,TM|Alkenyl|B(OR)2,,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Suzuki-Miyaura,Alkenyl-B(OR)2,Ar-Br,Alkenyl–B(OR)₂,Ar–Br,59.82,0.49,XPhos Pd G2,XPhos,K3PO4,ethylene glycol,water,,,,8 h at 80 °C,alkeneB(OR)2,TM|Alkenyl|B(OR)2,,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Stannylation,Ar-Br,RSnR3,Ar–Br,RSnR3,54.8,2.66,PPh3)2PdCl2,PPh3,,Dioxane,,,,,3 h at 80 °C,ArBr,LG|Ar|Br,,,,,canonical,RSnR3,,,,,,unresolved
Stannylation,Ar-Br,RSnR3,Ar–Br,RSnR3,0,-0.54,BippyPhos Pd(allyl)OTf,BippyPhos,,Dioxane,,,,,,ArBr,LG|Ar|Br,,,,,canonical,RSnR3,,,,,,unresolved
Suzuki-Miyaura,Ar-Br,Ar-B(OR)2,Ar–Br,Ar–B(OR)₂,58.83,1.06,SPhos Pd(crotyl)Cl,SPhos,Na2CO3,Dioxane,water,,,,"2 h at 60 °C, then 19 h at 80 °C",ArBr,LG|Ar|Br,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
Buchwald-Hartwig,Ar-Cl,R-NH2,Ar–Cl,R–NH₂ (α-C branched),13.2,-0.23,BippyPhos Pd(allyl)OTf,BippyPhos,Cs2CO3,Dioxane,,,water,,"2 h at 60 °C, then 17 h at 80 °C",ArCl,LG|Ar|Cl,,,,,canonical,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified
