Reaction_Type_Standardized,Reaction_Key,Is_Intramolecular,Reactant_A_Type,Reactant_B_Type,Product_Type,Reactant_Types_Key,All_Reactant_Motifs,All_Product_Motifs,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-NO2|Ar-NO2,Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-NO2|Ar-NO2,False,"H-NR2,Any-NHR","Ar-B(OH)2,Any-B(OH)2,Ar-NO2,Any-NO2","Ar-NO2,Any-NO2,Ar-NR2,Any-NR2",Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-NO2|Ar-NO2,Any-B(OH)2|Any-NHR|Any-NO2|Ar-B(OH)2|Ar-NO2|H-NR2,Any-NO2|Any-NR2|Ar-NO2|Ar-NR2,90.0,CNCc1ccccc1.O=[N+]([O-])c1ccc(B(O)O)cc1>>CN(Cc1ccccc1)c1ccc([N+](=O)[O-])cc1,1832622-30-6,,,MeOH,,,,-0.7071067811865476
Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-OR|Ar-OR|R-OR,Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-OR|Ar-OR|R-OR,False,"H-NR2,Any-NHR","Ar-B(OH)2,Any-B(OH)2,Ar-OR,Any-OR,R-OR","Ar-NR2,Any-NR2,Ar-OR,Any-OR,R-OR",Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-OR|Ar-OR|R-OR,Any-B(OH)2|Any-NHR|Any-OR|Ar-B(OH)2|Ar-OR|H-NR2|R-OR,Any-NR2|Any-OR|Ar-NR2|Ar-OR|R-OR,84.0,CNCc1ccccc1.COc1ccc(B(O)O)cc1>>COc1ccc(N(C)Cc2ccccc2)cc1,1832622-30-6,,,MeOH,,,,0.7071067811865475
Ar-Bpin|R-SO2NH2 -> H-Sulfonamide || Ar-R|R-H-acidic,Ar-Bpin|R-SO2NH2 -> H-Sulfonamide || Ar-R|R-H-acidic,False,"R-H-acidic,R-SO2NH2,Any-SO2NH2","Ar-R,Ar-Bpin,Any-Bpin","R-H-acidic,Ar-R,H-Sulfonamide,Any-Sulfonamide",Ar-Bpin|R-SO2NH2 -> H-Sulfonamide || Ar-R|R-H-acidic,Any-Bpin|Any-SO2NH2|Ar-Bpin|Ar-R|R-H-acidic|R-SO2NH2,Any-Sulfonamide|Ar-R|H-Sulfonamide|R-H-acidic,47.0,CS(N)(=O)=O.Cc1ccccc1B1OC(C)(C)C(C)(C)O1>>Cc1ccccc1NS(C)(=O)=O,tetrakis(acetonitrile)copper(I) hexafluorophosphate,,K3PO4,MeCN,,,,0.0
Ar-B(OH)2|H-NR2 -> Ar-NR2 || Ar-R,Ar-B(OH)2|H-NR2 -> Ar-NR2 || Ar-R,False,"H-NR2,Any-NHR","Ar-R,Ar-B(OH)2,Any-B(OH)2","Ar-R,Ar-NR2,Any-NR2",Ar-B(OH)2|H-NR2 -> Ar-NR2 || Ar-R,Any-B(OH)2|Any-NHR|Ar-B(OH)2|Ar-R|H-NR2,Any-NR2|Ar-NR2|Ar-R,87.0,CNCc1ccccc1.Cc1cccc(B(O)O)c1>>Cc1cccc(N(C)Cc2ccccc2)c1,1832622-30-6,,,MeOH,,,,-1.0
Ar-B(OH)2|H-NR2 -> Ar-NR2 || Ar-R,Ar-B(OH)2|H-NR2 -> Ar-NR2 || Ar-R,False,"H-NR2,Any-NHR","Ar-R,Ar-B(OH)2,Any-B(OH)2","Ar-R,Ar-NR2,Any-NR2",Ar-B(OH)2|H-NR2 -> Ar-NR2 || Ar-R,Any-B(OH)2|Any-NHR|Ar-B(OH)2|Ar-R|H-NR2,Any-NR2|Ar-NR2|Ar-R,90.0,CNCc1ccccc1.Cc1ccc(B(O)O)cc1>>Cc1ccc(N(C)Cc2ccccc2)cc1,1832622-30-6,,,MeOH,,,,0.0
Ar-B(OH)2|H-NR2 -> Ar-NR2 || None,Ar-B(OH)2|H-NR2 -> Ar-NR2 || None,False,"Ar-B(OH)2,Any-B(OH)2","H-NR2,Any-NHR","Ar-NR2,Any-NR2",Ar-B(OH)2|H-NR2 -> Ar-NR2 || None,Any-B(OH)2|Any-NHR|Ar-B(OH)2|H-NR2,Any-NR2|Ar-NR2,93.0,OB(O)c1ccccc1.CNCc1ccccc1>>CN(Cc1ccccc1)c1ccccc1,1832622-30-6,,,MeOH,,,,0.9813673430261809
Ar-Bpin|H-Sulfonamide -> Ar-Sulfonamide || Any-Sulfonamide|Ar-R|Pyridine,Ar-Bpin|H-Sulfonamide -> Ar-Sulfonamide || Any-Sulfonamide|Ar-R|Pyridine,False,"Ar-R,H-Sulfonamide,Any-Sulfonamide","Ar-Bpin,Any-Bpin,Pyridine","Ar-R,Ar-Sulfonamide,Any-Sulfonamide,Pyridine",Ar-Bpin|H-Sulfonamide -> Ar-Sulfonamide || Any-Sulfonamide|Ar-R|Pyridine,Any-Bpin|Any-Sulfonamide|Ar-Bpin|Ar-R|H-Sulfonamide|Pyridine,Any-Sulfonamide|Ar-R|Ar-Sulfonamide|Pyridine,43.0,CNS(=O)(=O)c1ccc(C)cc1.CC1(C)OB(c2ccccn2)OC1(C)C>>Cc1ccc(S(=O)(=O)N(C)c2ccccn2)cc1,tetrakis(acetonitrile)copper(I) hexafluorophosphate,,K3PO4,MeCN,,,,0.0
Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-OR|Ar-OR|R-OR,Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-OR|Ar-OR|R-OR,False,"H-NR2,Any-NHR","Ar-B(OH)2,Any-B(OH)2,Ar-OR,Any-OR,R-OR","Ar-NR2,Any-NR2,Ar-OR,Any-OR,R-OR",Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-OR|Ar-OR|R-OR,Any-B(OH)2|Any-NHR|Any-OR|Ar-B(OH)2|Ar-OR|H-NR2|R-OR,Any-NR2|Any-OR|Ar-NR2|Ar-OR|R-OR,83.0,CNCc1ccccc1.COc1ccc(B(O)O)cc1>>COc1ccc(N(C)Cc2ccccc2)cc1,Cu(OAc)2,,Et3N,MeOH,,,,-0.7071067811865475
Ar-B(OH)2|H-NHR -> H-NR2 || Ar-R,Ar-B(OH)2|H-NHR -> H-NR2 || Ar-R,False,"H-NHR,Any-NH2","Ar-R,Ar-B(OH)2,Any-B(OH)2","Ar-R,H-NR2,Any-NHR",Ar-B(OH)2|H-NHR -> H-NR2 || Ar-R,Any-B(OH)2|Any-NH2|Ar-B(OH)2|Ar-R|H-NHR,Any-NHR|Ar-R|H-NR2,78.0,NCc1ccccc1.Cc1ccc(B(O)O)cc1>>Cc1ccc(NCc2ccccc2)cc1,Cu(OAc)2,,Et3N,MeOH,,,,0.3733700636914622
Ar-B(OH)2|H-NHR -> H-NR2 || None,Ar-B(OH)2|H-NHR -> H-NR2 || None,False,"Ar-B(OH)2,Any-B(OH)2","H-NHR,Any-NH2","H-NR2,Any-NHR",Ar-B(OH)2|H-NHR -> H-NR2 || None,Any-B(OH)2|Any-NH2|Ar-B(OH)2|H-NHR,Any-NHR|H-NR2,87.0,OB(O)c1ccccc1.NCc1ccccc1>>c1ccc(CNc2ccccc2)cc1,Cu(OAc)2,,Et3N,MeOH,,,,0.29646353064078557
Ar-B(OH)2|H-AromN -> Ar-AromN || Ar-R,Ar-B(OH)2|H-AromN -> Ar-AromN || Ar-R,False,"Ar-B(OH)2,Any-B(OH)2","Ar-R,H-AromN,AromN-H","Ar-R,Ar-AromN,Any-AromN",Ar-B(OH)2|H-AromN -> Ar-AromN || Ar-R,Any-B(OH)2|Ar-B(OH)2|Ar-R|AromN-H|H-AromN,Any-AromN|Ar-AromN|Ar-R,98.0,OB(O)c1ccccc1.Cc1nnn[nH]1>>Cc1nnn(-c2ccccc2)n1,2133472-58-7,,,MeOH,,,,1.1762618831443787
Ar-B(OH)2|H-NHR -> H-NR2 || Pyridine,Ar-B(OH)2|H-NHR -> H-NR2 || Pyridine,False,"Ar-B(OH)2,Any-B(OH)2","H-NHR,Any-NH2,Pyridine","H-NR2,Any-NHR,Pyridine",Ar-B(OH)2|H-NHR -> H-NR2 || Pyridine,Any-B(OH)2|Any-NH2|Ar-B(OH)2|H-NHR|Pyridine,Any-NHR|H-NR2|Pyridine,97.0,OB(O)c1ccccc1.NCc1ccccn1>>c1ccc(NCc2ccccn2)cc1,2133472-58-7,,,MeOH,,,,0.7071067811865476
Ar-B(OH)2|H-AromN -> Ar-AromN || Pyridine,Ar-B(OH)2|H-AromN -> Ar-AromN || Pyridine,False,"Ar-B(OH)2,Any-B(OH)2","H-AromN,AromN-H,Pyridine","Ar-AromN,Any-AromN,Pyridine",Ar-B(OH)2|H-AromN -> Ar-AromN || Pyridine,Any-B(OH)2|Ar-B(OH)2|AromN-H|H-AromN|Pyridine,Any-AromN|Ar-AromN|Pyridine,37.0,OB(O)c1ccccc1.O=c1cccc[nH]1>>O=c1ccccn1-c1ccccc1,7758-89-6,,,MeOH,,,,0.0
Ar-B(OH)2|H-Amide -> Ar-Amide || Any-Amide,Ar-B(OH)2|H-Amide -> Ar-Amide || Any-Amide,False,"H-Amide,Any-Amide","Ar-B(OH)2,Any-B(OH)2","Ar-Amide,Any-Amide",Ar-B(OH)2|H-Amide -> Ar-Amide || Any-Amide,Any-Amide|Any-B(OH)2|Ar-B(OH)2|H-Amide,Any-Amide|Ar-Amide,56.0,O=C1NC(=O)c2ccccc21.OB(O)c1ccccc1>>O=C1c2ccccc2C(=O)N1c1ccccc1,7758-89-6,,,MeOH,,,,0.0
Ar-B(OH)2|H-Amide -> Ar-Amide || Any-Amide|Any-COR|Ar-COR,Ar-B(OH)2|H-Amide -> Ar-Amide || Any-Amide|Any-COR|Ar-COR,False,"Ar-COR,Any-COR,H-Amide,Any-Amide","Ar-B(OH)2,Any-B(OH)2","Ar-COR,Any-COR,Ar-Amide,Any-Amide",Ar-B(OH)2|H-Amide -> Ar-Amide || Any-Amide|Any-COR|Ar-COR,Any-Amide|Any-B(OH)2|Any-COR|Ar-B(OH)2|Ar-COR|H-Amide,Any-Amide|Any-COR|Ar-Amide|Ar-COR,55.0,O=C1Nc2ccccc2C1=O.OB(O)c1ccccc1>>O=C1C(=O)N(c2ccccc2)c2ccccc21,7758-89-6,,,MeOH,,,,0.0
Ar-B(OH)2|Ar-CONH2 -> H-Amide || None,Ar-B(OH)2|Ar-CONH2 -> H-Amide || None,False,"Ar-CONH2,Any-CONH2","Ar-B(OH)2,Any-B(OH)2","H-Amide,Any-Amide",Ar-B(OH)2|Ar-CONH2 -> H-Amide || None,Any-B(OH)2|Any-CONH2|Ar-B(OH)2|Ar-CONH2,Any-Amide|H-Amide,55.0,NC(=O)c1ccccc1.OB(O)c1ccccc1>>O=C(Nc1ccccc1)c1ccccc1,7758-89-6,,,MeOH,,,,-0.15585145555583474
Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-CO2R|Any-C=C|Ar-Alkenyl|Ar-C=C|H-Alkenyl,Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-CO2R|Any-C=C|Ar-Alkenyl|Ar-C=C|H-Alkenyl,False,"Ar-B(OH)2,Any-B(OH)2","H-NHR,Any-NH2,Alkenyl-CO2R,Ar-C=C,Ar-Alkenyl,H-Alkenyl,Any-C=C","H-NR2,Any-NHR,Alkenyl-CO2R,Ar-C=C,Ar-Alkenyl,H-Alkenyl,Any-C=C",Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-CO2R|Any-C=C|Ar-Alkenyl|Ar-C=C|H-Alkenyl,Alkenyl-CO2R|Any-B(OH)2|Any-C=C|Any-NH2|Ar-Alkenyl|Ar-B(OH)2|Ar-C=C|H-Alkenyl|H-NHR,Alkenyl-CO2R|Any-C=C|Any-NHR|Ar-Alkenyl|Ar-C=C|H-Alkenyl|H-NR2,75.0,OB(O)c1ccccc1.COC(=O)/C=C(\N)c1ccccc1>>COC(=O)/C=C(\Nc1ccccc1)c1ccccc1,Cu(OAc)2,Et3N,,EDC,,,,0.0
Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Ar-Alkenyl|Ar-C=C|H-Alkenyl,Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Ar-Alkenyl|Ar-C=C|H-Alkenyl,False,"Ar-B(OH)2,Any-B(OH)2","Alkenyl-COR,H-NHR,Any-NH2,Ar-C=C,Ar-Alkenyl,H-Alkenyl,Any-C=C","H-NR2,Any-NHR,Alkenyl-COR,Ar-C=C,Ar-Alkenyl,H-Alkenyl,Any-C=C",Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Ar-Alkenyl|Ar-C=C|H-Alkenyl,Alkenyl-COR|Any-B(OH)2|Any-C=C|Any-NH2|Ar-Alkenyl|Ar-B(OH)2|Ar-C=C|H-Alkenyl|H-NHR,Alkenyl-COR|Any-C=C|Any-NHR|Ar-Alkenyl|Ar-C=C|H-Alkenyl|H-NR2,65.0,OB(O)c1ccccc1.CC(C)(C)C(=O)/C=C(\N)c1ccccc1>>CC(C)(C)C(=O)/C=C(\Nc1ccccc1)c1ccccc1,Cu(OAc)2,Et3N,,EDC,,,,-1.0288868055369642
Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Any-OR|Ar-Alkenyl|Ar-C=C|Ar-OR|H-Alkenyl|R-OR,Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Any-OR|Ar-Alkenyl|Ar-C=C|Ar-OR|H-Alkenyl|R-OR,False,"Ar-B(OH)2,Any-B(OH)2,Ar-OR,Any-OR,R-OR","Alkenyl-COR,H-NHR,Any-NH2,Ar-C=C,Ar-Alkenyl,H-Alkenyl,Any-C=C","H-NR2,Any-NHR,Ar-OR,Any-OR,R-OR,Alkenyl-COR,Ar-C=C,Ar-Alkenyl,H-Alkenyl,Any-C=C",Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Any-OR|Ar-Alkenyl|Ar-C=C|Ar-OR|H-Alkenyl|R-OR,Alkenyl-COR|Any-B(OH)2|Any-C=C|Any-NH2|Any-OR|Ar-Alkenyl|Ar-B(OH)2|Ar-C=C|Ar-OR|H-Alkenyl|H-NHR|R-OR,Alkenyl-COR|Any-C=C|Any-NHR|Any-OR|Ar-Alkenyl|Ar-C=C|Ar-OR|H-Alkenyl|H-NR2|R-OR,80.0,COc1ccc(B(O)O)cc1.N/C(=C\C(=O)c1ccccc1)c1ccccc1>>COc1ccc(N/C(=C\C(=O)c2ccccc2)c2ccccc2)cc1,Cu(OAc)2,Et3N,,EDC,,,,-0.6450859486177286
Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Ar-Alkenyl|Ar-C=C|Ar-R|H-Alkenyl,Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Ar-Alkenyl|Ar-C=C|Ar-R|H-Alkenyl,False,"Ar-R,Ar-B(OH)2,Any-B(OH)2","Alkenyl-COR,H-NHR,Any-NH2,Ar-C=C,Ar-Alkenyl,H-Alkenyl,Any-C=C","Ar-R,H-NR2,Any-NHR,Alkenyl-COR,Ar-C=C,Ar-Alkenyl,H-Alkenyl,Any-C=C",Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Ar-Alkenyl|Ar-C=C|Ar-R|H-Alkenyl,Alkenyl-COR|Any-B(OH)2|Any-C=C|Any-NH2|Ar-Alkenyl|Ar-B(OH)2|Ar-C=C|Ar-R|H-Alkenyl|H-NHR,Alkenyl-COR|Any-C=C|Any-NHR|Ar-Alkenyl|Ar-C=C|Ar-R|H-Alkenyl|H-NR2,95.0,Cc1ccc(B(O)O)cc1.N/C(=C\C(=O)c1ccccc1)c1ccccc1>>Cc1ccc(N/C(=C\C(=O)c2ccccc2)c2ccccc2)cc1,Cu(OAc)2,Et3N,,EDC,,,,1.2675004445952593
Ar-Bpin|H-AromN -> Ar-AromN || Ar-R,Ar-Bpin|H-AromN -> Ar-AromN || Ar-R,False,"H-AromN,AromN-H,Benzimidazole","Ar-R,Ar-Bpin,Any-Bpin","Ar-R,Ar-AromN,Any-AromN",Ar-Bpin|H-AromN -> Ar-AromN || Ar-R,Any-Bpin|Ar-Bpin|Ar-R|AromN-H|Benzimidazole|H-AromN,Any-AromN|Ar-AromN|Ar-R,89.0,c1ccc2[nH]cnc2c1.Cc1ccc(B2OC(C)(C)C(C)(C)O2)cc1>>Cc1ccc(-n2cnc3ccccc32)cc1,TMEDA,22205-45-4,,MeOH,,,,0.0
Ar-Bpin|H-AromN -> Ar-AromN || Ar-CF3,Ar-Bpin|H-AromN -> Ar-AromN || Ar-CF3,False,"H-AromN,AromN-H,Benzimidazole","Ar-CF3,Ar-Bpin,Any-Bpin","Ar-CF3,Ar-AromN,Any-AromN",Ar-Bpin|H-AromN -> Ar-AromN || Ar-CF3,Any-Bpin|Ar-Bpin|Ar-CF3|AromN-H|Benzimidazole|H-AromN,Any-AromN|Ar-AromN|Ar-CF3,88.0,c1ccc2[nH]cnc2c1.CC1(C)OB(c2ccc(C(F)(F)F)cc2)OC1(C)C>>FC(F)(F)c1ccc(-n2cnc3ccccc32)cc1,TMEDA,22205-45-4,,MeOH,,,,0.0
Ar-B(OH)2|H-NHR -> Ar-NHAr || Pyridine,Ar-B(OH)2|H-NHR -> Ar-NHAr || Pyridine,False,"Ar-B(OH)2,Any-B(OH)2","H-NHR,Any-NH2,Pyridine","Ar-NHAr,Pyridine",Ar-B(OH)2|H-NHR -> Ar-NHAr || Pyridine,Any-B(OH)2|Any-NH2|Ar-B(OH)2|H-NHR|Pyridine,Ar-NHAr|Pyridine,15.0,OB(O)c1ccccc1.Nc1ccccn1>>c1ccc(Nc2ccccn2)cc1,2133472-58-7,,,MeOH,,,,-1.4652456648699796
Ar-Bpin|H-AromN -> Ar-AromN || Thiophene,Ar-Bpin|H-AromN -> Ar-AromN || Thiophene,False,"H-AromN,AromN-H,Benzimidazole","Ar-Bpin,Any-Bpin,Thiophene","Ar-AromN,Any-AromN,Thiophene",Ar-Bpin|H-AromN -> Ar-AromN || Thiophene,Any-Bpin|Ar-Bpin|AromN-H|Benzimidazole|H-AromN|Thiophene,Any-AromN|Ar-AromN|Thiophene,77.0,c1ccc2[nH]cnc2c1.CC1(C)OB(c2ccsc2)OC1(C)C>>c1ccc2c(c1)ncn2-c1ccsc1,TMEDA,22205-45-4,,MeOH,,,,0.0
Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Ar-Alkenyl|Ar-Br|Ar-C=C|Ar-X|H-Alkenyl,Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Ar-Alkenyl|Ar-Br|Ar-C=C|Ar-X|H-Alkenyl,False,"Ar-Br,Ar-X,Ar-B(OH)2,Any-B(OH)2","Alkenyl-COR,H-NHR,Any-NH2,Ar-C=C,Ar-Alkenyl,H-Alkenyl,Any-C=C","Ar-Br,Ar-X,H-NR2,Any-NHR,Alkenyl-COR,Ar-C=C,Ar-Alkenyl,H-Alkenyl,Any-C=C",Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Ar-Alkenyl|Ar-Br|Ar-C=C|Ar-X|H-Alkenyl,Alkenyl-COR|Any-B(OH)2|Any-C=C|Any-NH2|Ar-Alkenyl|Ar-B(OH)2|Ar-Br|Ar-C=C|Ar-X|H-Alkenyl|H-NHR,Alkenyl-COR|Any-C=C|Any-NHR|Ar-Alkenyl|Ar-Br|Ar-C=C|Ar-X|H-Alkenyl|H-NR2,93.0,OB(O)c1ccc(Br)cc1.N/C(=C\C(=O)c1ccccc1)c1ccccc1>>O=C(/C=C(\Nc1ccc(Br)cc1)c1ccccc1)c1ccccc1,Cu(OAc)2,Et3N,,EDC,,,,0.7071067811865475
Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Ar-Alkenyl|Ar-C=C|Ar-Cl|Ar-X|H-Alkenyl,Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Ar-Alkenyl|Ar-C=C|Ar-Cl|Ar-X|H-Alkenyl,False,"Ar-Cl,Ar-X,Ar-B(OH)2,Any-B(OH)2","Alkenyl-COR,H-NHR,Any-NH2,Ar-C=C,Ar-Alkenyl,H-Alkenyl,Any-C=C","Ar-Cl,Ar-X,H-NR2,Any-NHR,Alkenyl-COR,Ar-C=C,Ar-Alkenyl,H-Alkenyl,Any-C=C",Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Ar-Alkenyl|Ar-C=C|Ar-Cl|Ar-X|H-Alkenyl,Alkenyl-COR|Any-B(OH)2|Any-C=C|Any-NH2|Ar-Alkenyl|Ar-B(OH)2|Ar-C=C|Ar-Cl|Ar-X|H-Alkenyl|H-NHR,Alkenyl-COR|Any-C=C|Any-NHR|Ar-Alkenyl|Ar-C=C|Ar-Cl|Ar-X|H-Alkenyl|H-NR2,88.0,OB(O)c1ccc(Cl)cc1.N/C(=C\C(=O)c1ccccc1)c1ccccc1>>O=C(/C=C(\Nc1ccc(Cl)cc1)c1ccccc1)c1ccccc1,Cu(OAc)2,Et3N,,EDC,,,,1.2742038712929644
Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Ar-Alkenyl|Ar-C=C|Ar-F|Ar-X|H-Alkenyl,Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Ar-Alkenyl|Ar-C=C|Ar-F|Ar-X|H-Alkenyl,False,"Ar-F,Ar-X,Ar-B(OH)2,Any-B(OH)2","Alkenyl-COR,H-NHR,Any-NH2,Ar-C=C,Ar-Alkenyl,H-Alkenyl,Any-C=C","Ar-F,Ar-X,H-NR2,Any-NHR,Alkenyl-COR,Ar-C=C,Ar-Alkenyl,H-Alkenyl,Any-C=C",Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Ar-Alkenyl|Ar-C=C|Ar-F|Ar-X|H-Alkenyl,Alkenyl-COR|Any-B(OH)2|Any-C=C|Any-NH2|Ar-Alkenyl|Ar-B(OH)2|Ar-C=C|Ar-F|Ar-X|H-Alkenyl|H-NHR,Alkenyl-COR|Any-C=C|Any-NHR|Ar-Alkenyl|Ar-C=C|Ar-F|Ar-X|H-Alkenyl|H-NR2,83.0,OB(O)c1ccc(F)cc1.N/C(=C\C(=O)c1ccccc1)c1ccccc1>>O=C(/C=C(\Nc1ccc(F)cc1)c1ccccc1)c1ccccc1,Cu(OAc)2,Et3N,,EDC,,,,0.20196611671473186
Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Ar-Alkenyl|Ar-C=C|Ar-R|H-Alkenyl,Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Ar-Alkenyl|Ar-C=C|Ar-R|H-Alkenyl,False,"Ar-R,Ar-B(OH)2,Any-B(OH)2","Alkenyl-COR,H-NHR,Any-NH2,Ar-C=C,Ar-Alkenyl,H-Alkenyl,Any-C=C","Ar-R,H-NR2,Any-NHR,Alkenyl-COR,Ar-C=C,Ar-Alkenyl,H-Alkenyl,Any-C=C",Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Ar-Alkenyl|Ar-C=C|Ar-R|H-Alkenyl,Alkenyl-COR|Any-B(OH)2|Any-C=C|Any-NH2|Ar-Alkenyl|Ar-B(OH)2|Ar-C=C|Ar-R|H-Alkenyl|H-NHR,Alkenyl-COR|Any-C=C|Any-NHR|Ar-Alkenyl|Ar-C=C|Ar-R|H-Alkenyl|H-NR2,68.0,Cc1ccc(B(O)O)cc1.N/C(=C\C(=O)c1ccc2ccccc2c1)c1ccccc1>>Cc1ccc(N/C(=C\C(=O)c2ccc3ccccc3c2)c2ccccc2)cc1,Cu(OAc)2,Et3N,,EDC,,,,-1.1769646985527409
Ar-B(OR)2|H-AromN -> Ar-AromN || Pyridine,Ar-B(OR)2|H-AromN -> Ar-AromN || Pyridine,False,"H-AromN,AromN-H,Benzimidazole","Ar-B(OR)2,Any-B(OR)2,Pyridine","Ar-AromN,Any-AromN,Pyridine",Ar-B(OR)2|H-AromN -> Ar-AromN || Pyridine,Any-B(OR)2|Ar-B(OR)2|AromN-H|Benzimidazole|H-AromN|Pyridine,Any-AromN|Ar-AromN|Pyridine,90.0,c1ccc2[nH]cnc2c1.c1cncc(B2OCCCO2)c1>>c1cncc(-n2cnc3ccccc32)c1,TMEDA,22205-45-4,,MeOH,,,,0.0
Ar-B(OH)2|H-AromN -> Ar-AromN || None,Ar-B(OH)2|H-AromN -> Ar-AromN || None,False,"H-AromN,AromN-H,Benzimidazole","Ar-B(OH)2,Any-B(OH)2","Ar-AromN,Any-AromN",Ar-B(OH)2|H-AromN -> Ar-AromN || None,Any-B(OH)2|Ar-B(OH)2|AromN-H|Benzimidazole|H-AromN,Any-AromN|Ar-AromN,86.0,c1ccc2[nH]cnc2c1.OB(O)c1ccccc1>>c1ccc(-n2cnc3ccccc32)cc1,2028345-54-0,,,MeCN / water,,,,0.13995551828789707
Ar-B(OH)2|H-AromN -> Ar-AromN || Ar-Br|Ar-X,Ar-B(OH)2|H-AromN -> Ar-AromN || Ar-Br|Ar-X,False,"H-AromN,AromN-H,Benzimidazole","Ar-Br,Ar-X,Ar-B(OH)2,Any-B(OH)2","Ar-Br,Ar-X,Ar-AromN,Any-AromN",Ar-B(OH)2|H-AromN -> Ar-AromN || Ar-Br|Ar-X,Any-B(OH)2|Ar-B(OH)2|Ar-Br|Ar-X|AromN-H|Benzimidazole|H-AromN,Any-AromN|Ar-AromN|Ar-Br|Ar-X,85.0,c1ccc2[nH]cnc2c1.OB(O)c1ccc(Br)cc1>>Brc1ccc(-n2cnc3ccccc32)cc1,TMEDA,22205-45-4,,MeOH,,,,0.8926978728963845
Ar-B(OH)2|H-AromN -> Ar-AromN || Thiophene,Ar-B(OH)2|H-AromN -> Ar-AromN || Thiophene,False,"H-AromN,AromN-H,Benzimidazole","Ar-B(OH)2,Any-B(OH)2,Thiophene","Ar-AromN,Any-AromN,Thiophene",Ar-B(OH)2|H-AromN -> Ar-AromN || Thiophene,Any-B(OH)2|Ar-B(OH)2|AromN-H|Benzimidazole|H-AromN|Thiophene,Any-AromN|Ar-AromN|Thiophene,73.0,c1ccc2[nH]cnc2c1.OB(O)c1ccsc1>>c1ccc2c(c1)ncn2-c1ccsc1,TMEDA,22205-45-4,,MeOH,,,,0.0
Ar-B(OH)2|H-NHR -> Ar-NHAr || AromN-H|Benzimidazole|H-AromN,Ar-B(OH)2|H-NHR -> Ar-NHAr || AromN-H|Benzimidazole|H-AromN,False,"Ar-B(OH)2,Any-B(OH)2","H-NHR,Any-NH2,H-AromN,AromN-H,Benzimidazole","Ar-NHAr,H-AromN,AromN-H,Benzimidazole",Ar-B(OH)2|H-NHR -> Ar-NHAr || AromN-H|Benzimidazole|H-AromN,Any-B(OH)2|Any-NH2|Ar-B(OH)2|AromN-H|Benzimidazole|H-AromN|H-NHR,Ar-NHAr|AromN-H|Benzimidazole|H-AromN,88.0,OB(O)c1ccccc1.Nc1nc2ccccc2[nH]1>>c1ccc(Nc2nc3ccccc3[nH]2)cc1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.8429272304235246
