Reaction_Type_Standardized,Is_Intramolecular,Reactant_A_Type,Reactant_B_Type,Reactant_Types_Key,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
Ar-Cl|Ar-OH -> Ar-OR || Ar-OR|Ar-R,False,"Ar-R,Ar-OH","Ar-Cl,Ar-OR","Ar-Cl,Ar-OR|Ar-R,Ar-OH",83.0,Cc1ccc(O)c(C)c1.COc1ccc(Cl)cc1>>COc1ccc(Oc2ccc(C)cc2C)cc1,Pd(OAc)2,1072087-20-7,NaH,PhMe,,,,0.3483456141861554
Ar-F|Ar-OH -> Ar-OR || Ar-CONR2|Ar-Imino|Ar-NO2|Ar-NR2|Ar-OR|Ar-R|R3C-LactamN,False,"Ar-R,Ar-NR2,Ar-OH,Ar-OR,Ar-CONR2,R3C-LactamN,Ar-Imino","Ar-F,Ar-NO2","Ar-F,Ar-NO2|Ar-R,Ar-NR2,Ar-OH,Ar-OR,Ar-CONR2,R3C-LactamN,Ar-Imino",85.0,CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C21c2ccccc2C(=O)N1N=Cc1ccc(O)c2ccccc12.O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1>>CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C21c2ccccc2C(=O)N1N=Cc1ccc(Oc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2ccccc12,KI,,K2CO3,MeCN,,,,0.0
Ar-Cl|RCH2-OH -> Ar-OR || Ar-Ar|Ar-OR|Ar-R|Pyrimidine|R-F,False,"Ar-R,RCH2-OH","Ar-Ar,Ar-Cl,Ar-OR,R-F,Pyrimidine","Ar-Ar,Ar-Cl,Ar-OR,R-F,Pyrimidine|Ar-R,RCH2-OH",83.0,OCCCc1ccccc1.FC(F)Oc1ccc(-c2nnc3cncc(Cl)n23)cc1>>FC(F)Oc1ccc(-c2nnc3cncc(OCCCc4ccccc4)n23)cc1,18C6,,KOH,PhMe,,,,0.7071067811865475
Ar-Cl|RCH2-OH -> Ar-OR || Ar-Ar|Ar-OR|Pyrimidine|R-F|RCH2-NR2|RCH2-OR,False,"RCH2-NR2,RCH2-OR,RCH2-OH","Ar-Ar,Ar-Cl,Ar-OR,R-F,Pyrimidine","Ar-Ar,Ar-Cl,Ar-OR,R-F,Pyrimidine|RCH2-NR2,RCH2-OR,RCH2-OH",71.0,OCCN1CCOCC1.FC(F)Oc1ccc(-c2nnc3cncc(Cl)n23)cc1>>FC(F)Oc1ccc(-c2nnc3cncc(OCCN4CCOCC4)n23)cc1,18C6,,KOH,PhMe,,,,0.0
Ar-Cl|RCH2-OH -> Ar-OR || Ar-Ar|Ar-OR|Pyrimidine|R-C=C|R-F,False,"RCH2-OH,R-C=C","Ar-Ar,Ar-Cl,Ar-OR,R-F,Pyrimidine","Ar-Ar,Ar-Cl,Ar-OR,R-F,Pyrimidine|RCH2-OH,R-C=C",71.0,CC1(C)[C@H]2CC=C(CCO)[C@@H]1C2.FC(F)Oc1ccc(-c2nnc3cncc(Cl)n23)cc1>>CC1(C)[C@H]2CC=C(CCOc3cncc4nnc(-c5ccc(OC(F)F)cc5)n34)[C@@H]1C2,18C6,,KOH,PhMe,,,,0.0
Ar-Cl|RCH2-OH -> Ar-OR || Ar-R|Pyrimidine|RCH2-OR,False,"Ar-R,RCH2-OH","Ar-R,Ar-Cl,RCH2-OR,Pyrimidine","Ar-R,Ar-Cl,RCH2-OR,Pyrimidine|Ar-R,RCH2-OH",74.0,OCCc1ccccc1.Clc1cncc2nnc(C3CCOC3)n12>>c1ccc(CCOc2cncc3nnc(C4CCOC4)n23)cc1,18C6,,KOH,PhMe,,,,0.7071067811865475
Ar-Cl|RCH2-OH -> Ar-OR || Ar-Ar|Ar-OR|Ar-R|Pyrimidine|R-F,False,"Ar-R,RCH2-OH","Ar-Ar,Ar-Cl,Ar-OR,R-F,Pyrimidine","Ar-Ar,Ar-Cl,Ar-OR,R-F,Pyrimidine|Ar-R,RCH2-OH",73.0,OCCc1ccccc1.FC(F)Oc1ccc(-c2nnc3cncc(Cl)n23)cc1>>FC(F)Oc1ccc(-c2nnc3cncc(OCCc4ccccc4)n23)cc1,18C6,,KOH,PhMe,,,,-0.7071067811865475
Ar-Cl|RCH2-OH -> Ar-OR || Ar-R|Pyrimidine|RCH2-OR,False,"Ar-R,RCH2-OH","Ar-R,Ar-Cl,RCH2-OR,Pyrimidine","Ar-R,Ar-Cl,RCH2-OR,Pyrimidine|Ar-R,RCH2-OH",70.0,OCCc1ccccc1.Clc1cncc2nnc(C3CCOCC3)n12>>c1ccc(CCOc2cncc3nnc(C4CCOCC4)n23)cc1,18C6,,KOH,PhMe,,,,-0.7071067811865475
Ar-I|Ar-OH -> Ar-OR || Ar-Cl|Ar-R,False,"Ar-Cl,Ar-I","Ar-R,Ar-OH","Ar-Cl,Ar-I|Ar-R,Ar-OH",94.0,Clc1ccc(I)cc1.Oc1ccc(C2CCCCC2)cc1>>Clc1ccc(Oc2ccc(C3CCCCC3)cc2)cc1,CuI,98-98-6,K3PO4,DMSO,,,,1.1396595653319586
Ar-I|Ar-OH -> Ar-OR || Ar-Cl|Ar-R|R-H-acidic|R2CH-CO2R|R2CH-NHBoc,False,"Ar-Cl,Ar-I","R-H-acidic,Ar-R,Ar-OH,R2CH-CO2R,R2CH-NHBoc","Ar-Cl,Ar-I|R-H-acidic,Ar-R,Ar-OH,R2CH-CO2R,R2CH-NHBoc",71.0,Clc1ccc(I)cc1.COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)OC(C)(C)C>>COC(=O)[C@H](Cc1ccc(Oc2ccc(Cl)cc2)cc1)NC(=O)OC(C)(C)C,CuI,98-98-6,K3PO4,DMSO,,,,0.0
Ar-I|Ar-OH -> Ar-OR || Ar-Ar|Ar-Cl|Pyridine,False,"Ar-Cl,Ar-I","Ar-Ar,Ar-OH,Pyridine","Ar-Ar,Ar-OH,Pyridine|Ar-Cl,Ar-I",93.0,Clc1ccc(I)cc1.Oc1ccc(-c2cccnc2)cc1>>Clc1ccc(Oc2ccc(-c3cccnc3)cc2)cc1,CuI,98-98-6,K3PO4,DMSO,,,,0.0
Ar-I|Ar-OH -> Ar-OR || Ar-Cl|Ar-OR|Ar-R|R-H-acidic|RCH2-COR,False,"R-H-acidic,Ar-R,Ar-OH,Ar-OR,RCH2-COR","Ar-Cl,Ar-I","Ar-Cl,Ar-I|R-H-acidic,Ar-R,Ar-OH,Ar-OR,RCH2-COR",71.0,COc1cc(CCC(C)=O)ccc1O.Clc1ccc(I)cc1>>COc1cc(CCC(C)=O)ccc1Oc1ccc(Cl)cc1,CuI,98-98-6,K3PO4,DMSO,,,,0.0
Ar-I|Ar-OH -> Ar-OR || Ar-Cl|Ar-OR|Pyridine,False,"Ar-Cl,Ar-I","Ar-OH,Ar-OR,Pyridine","Ar-Cl,Ar-I|Ar-OH,Ar-OR,Pyridine",83.0,Clc1ccc(I)cc1.COc1ccc(O)cn1>>COc1ccc(Oc2ccc(Cl)cc2)cn1,CuI,98-98-6,K3PO4,DMSO,,,,0.7071067811865476
Ar-I|Ar-OH -> Ar-OR || Ar-Cl,False,"Ar-Cl,Ar-OH","Ar-Cl,Ar-I","Ar-Cl,Ar-I|Ar-Cl,Ar-OH",74.0,Oc1ccc(Cl)cc1.Clc1ccc(I)cc1>>Clc1ccc(Oc2ccc(Cl)cc2)cc1,CuI,TBAB,K3PO4,DMF,,,,-0.6869420651857476
Ar-Br|Ar-OH -> Ar-OR || Ar-Cl|Ar-OR|Pyridine,False,"Ar-Cl,Ar-OH","Ar-Br,Ar-OR,Pyridine","Ar-Br,Ar-OR,Pyridine|Ar-Cl,Ar-OH",100.0,Oc1ccc(Cl)cc1.COc1cccnc1Br>>COc1cccnc1Oc1ccc(Cl)cc1,58452-28-1,,KOtBu,DME,,,,0.0
Ar-I|Ar-OH -> Ar-OR || Ar-Cl|Ar-R|R-H-acidic|R3C-COR,False,"R-H-acidic,Ar-R,Ar-OH,R3C-COR","Ar-Cl,Ar-I","Ar-Cl,Ar-I|R-H-acidic,Ar-R,Ar-OH,R3C-COR",83.0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O.Clc1ccc(I)cc1>>C[C@]12CC[C@@H]3c4ccc(Oc5ccc(Cl)cc5)cc4CC[C@H]3[C@@H]1CCC2=O,CuI,98-98-6,K3PO4,DMSO,,,,0.0
Ar-I|Ar-OH -> Ar-OR || Ar-Ar|Ar-Cl,False,"Ar-Ar,Ar-OH","Ar-Cl,Ar-I","Ar-Ar,Ar-OH|Ar-Cl,Ar-I",72.0,Oc1ccc(-c2ccccc2)cc1.Clc1ccc(I)cc1>>Clc1ccc(Oc2ccc(-c3ccccc3)cc2)cc1,CuI,98-98-6,K3PO4,DMSO,,,,-0.7071067811865475
Ar-I|Ar-OH -> Ar-OR || Ar-Cl|Ar-OR|Pyrimidine,False,"Ar-Cl,Ar-I","Ar-OH,Ar-OR,Pyrimidine","Ar-Cl,Ar-I|Ar-OH,Ar-OR,Pyrimidine",71.0,Clc1ccc(I)cc1.CC(C)(C)Oc1ncc(O)c(OC(C)(C)C)n1>>CC(C)(C)Oc1ncc(Oc2ccc(Cl)cc2)c(OC(C)(C)C)n1,CuI,98-98-6,K3PO4,DMSO,,,,0.0
Ar-I|Ar-OH -> Ar-OR || Ar-Cl|Ar-OR|Pyridine,False,"Ar-Cl,Ar-I","Ar-OH,Ar-OR,Pyridine","Ar-Cl,Ar-I|Ar-OH,Ar-OR,Pyridine",77.0,Clc1ccc(I)cc1.COc1ncccc1O>>COc1ncccc1Oc1ccc(Cl)cc1,CuI,98-98-6,K3PO4,DMSO,,,,-0.7071067811865476
Ar-I|Ar-OH -> Ar-OR || Ar-Cl|Pyridine,False,"Ar-OH,Pyridine","Ar-Cl,Ar-I","Ar-Cl,Ar-I|Ar-OH,Pyridine",86.0,Oc1cccnc1.Clc1ccc(I)cc1>>Clc1ccc(Oc2cccnc2)cc1,CuI,98-98-6,K3PO4,DMSO,,,,0.0
Ar-I|Ar-OH -> Ar-OR || Ar-Ar|Ar-Cl,False,"Ar-Ar,Ar-OH","Ar-Cl,Ar-I","Ar-Ar,Ar-OH|Ar-Cl,Ar-I",87.0,Oc1ccccc1-c1ccccc1.Clc1ccc(I)cc1>>Clc1ccc(Oc2ccccc2-c2ccccc2)cc1,CuI,98-98-6,K3PO4,DMSO,,,,0.7071067811865475
Ar-Br|RCH2-NR2|RCH2-OH -> Ar-OR || Ar-OH|Ar-R,False,RCH2-OH,,RCH2-OH,95.0,CO.[Na].C1CN2CCN1CC2.CC(C)c1cc(Br)ccc1O>>COc1ccc(O)c(C(C)C)c1,CuBr,,,DMF / water,,,,0.9894703721204334
Ar-Br|RCH2-NR2|RCH2-OH -> Ar-OR || Ar-OH|Ar-R,False,RCH2-OH,,RCH2-OH,92.0,CO.[Na].C1CN2CCN1CC2.CC(C)c1cc(Br)ccc1O>>COc1ccc(O)c(C(C)C)c1,CuBr,,,DMF,,,,0.7408076608022093
Ar-I|Ar-OH -> Ar-OR || Ar-OR|Ar-R|R-C=CH2|RCH2-OR,False,"Ar-R,Ar-OH,Ar-OR,R-C=CH2","Ar-R,Ar-I,Ar-OR,RCH2-OR,R-C=CH2","Ar-R,Ar-I,Ar-OR,RCH2-OR,R-C=CH2|Ar-R,Ar-OH,Ar-OR,R-C=CH2",71.0,C=CCc1ccc(O)c(OC)c1.C=CCc1ccc(OCOC)c(I)c1>>C=CCc1ccc(Oc2cc(CC=C)ccc2OCOC)c(OC)c1,7758-89-6,,Cs2CO3,"1,4-Dioxane / NMP",,,,0.0
Ar-Br|RCH2-OH -> Ar-OR || Ar-Ar|Benzothiophene|Quinoline,False,RCH2-OH,,RCH2-OH,84.0,CO.[Na].Brc1c(-c2cccc3cccnc23)sc2ccccc12>>COc1c(-c2cccc3cccnc23)sc2ccccc12,CuO,KI,,MeOH / DMF,water,,,0.07770709728694503
Any-SO2R|Ar-Br|Ar-I|Ar-R|RCH2-OH -> Ar-Ar|Ar-Cl|Ar-OR|AromN-H|Indole || Ar-Cl|Pyridine,False,"Any-SO2R,Ar-R,Ar-Cl,Ar-I",RCH2-OH,"Any-SO2R,Ar-R,Ar-Cl,Ar-I|RCH2-OH",84.0,Cc1ccc(S(=O)(=O)n2cc(I)c3cc(Cl)ccc32)cc1.CO.Brc1cccc(Br)n1>>Clc1ccc2[nH]cc(-c3cccc(-c4c[nH]c5ccc(Cl)cc45)n3)c2c1.COc1cccc(-c2c[nH]c3ccc(Cl)cc23)n1,14221-01-3,,Et3N / Cs2CO3 / KOH,"1,4-Dioxane",,,,0.0
Ar-Br|Ar-OH -> Ar-OR || Any-Imino|Ar-Alkenyl|Ar-Imino|R-C=C,False,Ar-OH,"Ar-Alkenyl,Ar-Br,R-C=C,Ar-Imino,Any-Imino","Ar-Alkenyl,Ar-Br,R-C=C,Ar-Imino,Any-Imino|Ar-OH",71.0,Oc1ccccc1.CC(C)=C1C(c2ccccc2)=NC(C(C)(C)C)=Nc2ccc(Br)cc21>>CC(C)=C1C(c2ccccc2)=NC(C(C)(C)C)=Nc2ccc(Oc3ccccc3)cc21,CuI,,Cs2CO3,"1,4-Dioxane",,,,0.0
Ar-Br|Ar-OH -> Ar-OR || Ar-Br|Pyridine,False,"Ar-Br,Pyridine","Ar-Br,Ar-OH","Ar-Br,Ar-OH|Ar-Br,Pyridine",81.0,Brc1ccccn1.Oc1cccc(Br)c1>>Brc1cccc(Oc2ccccn2)c1,CuI,98-98-6,DKP,DMSO,,,,0.0
Ar-I|Ar-OH -> Ar-OR || Ar-OR|Ar-R|Bn-NR2,False,"Ar-R,Ar-I","Ar-R,Ar-OH,Ar-OR,Bn-NR2","Ar-R,Ar-I|Ar-R,Ar-OH,Ar-OR,Bn-NR2",88.0,Cc1ccc(I)cc1.COc1ccc2c(c1O)CN1CCc3cc4c(cc3C1C2)OCO4>>COc1ccc2c(c1Oc1ccc(C)cc1)CN1CCc3cc4c(cc3C1C2)OCO4,CuI,98-98-6,K2CO3,DMSO,,,,0.14638501094227999
Ar-Br|Ar-I|Ar-OH -> Ar-CF3|Ar-OR || Ar-CF3,False,"Ar-CF3,Ar-OH","Ar-Br,Ar-I","Ar-Br,Ar-I|Ar-CF3,Ar-OH",90.0,Oc1ccccc1C(F)(F)F.Brc1cccc(I)c1>>FC(F)(F)c1ccccc1Oc1cccc(Oc2ccccc2C(F)(F)F)c1,72287-26-4,,NaOtBu,iPrOH / water,,,,0.0
Ar-Br|Ar-I|Ar-OH -> Ar-OCF3|Ar-OR || Ar-OCF3,False,"Ar-Br,Ar-I","Ar-OCF3,Ar-OH","Ar-Br,Ar-I|Ar-OCF3,Ar-OH",93.0,Brc1cccc(I)c1.Oc1ccc(OC(F)(F)F)cc1>>FC(F)(F)Oc1ccc(Oc2cccc(Oc3ccc(OC(F)(F)F)cc3)c2)cc1,72287-26-4,,NaOtBu,iPrOH / water,,,,0.0
Ar-Br|Ar-I|Ar-OH -> Ar-OR || None,False,Ar-OH,"Ar-Br,Ar-I","Ar-Br,Ar-I|Ar-OH",90.0,Oc1ccccc1.Brc1cccc(I)c1>>c1ccc(Oc2cccc(Oc3ccccc3)c2)cc1,72287-26-4,,NaOtBu,iPrOH / water,,,,0.2182178902359916
Ar-Br|R2CH-CO2H -> R2CH-CO2R || Ar-CF3|R-H-acidic|R2CH-NHBoc|RCH2-CO2R,False,"Ar-Br,Ar-CF3","R-H-acidic,R2CH-CO2H,RCH2-CO2R,R2CH-NHBoc","Ar-Br,Ar-CF3|R-H-acidic,R2CH-CO2H,RCH2-CO2R,R2CH-NHBoc",82.0,FC(F)(F)c1ccc(Br)cc1.CC(C)(C)OC(=O)CC[C@H](NC(=O)OC(C)(C)C)C(=O)O>>CC(C)(C)OC(=O)CC[C@H](NC(=O)OC(C)(C)C)C(=O)Oc1ccc(C(F)(F)F)cc1,312696-09-6,dtbbpy,K2CO3,DMAc,,,,0.0
Ar-Br|R2CH-CO2H -> R2CH-CO2R || Ar-CO2R|R-H-acidic|R2CH-NBoc,False,"Ar-Br,Ar-CO2R","R-H-acidic,R2CH-CO2H,R2CH-NBoc","Ar-Br,Ar-CO2R|R-H-acidic,R2CH-CO2H,R2CH-NBoc",89.0,COC(=O)c1ccc(Br)cc1.CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O>>COC(=O)c1ccc(OC(=O)[C@@H]2CCCN2C(=O)OC(C)(C)C)cc1,312696-09-6,dtbbpy,K2CO3,DMAc,,,,0.7071067811865475
Ar-Br|Ar-OH -> Ar-OR || Ar-COR|R-H-acidic|RCH2-NAc,False,Ar-OH,"R-H-acidic,Ar-Br,Ar-COR,RCH2-NAc","Ar-OH|R-H-acidic,Ar-Br,Ar-COR,RCH2-NAc",84.0,Oc1ccccc1.CC(=O)N1CCC(C(=O)c2ccc(Br)cc2)CC1>>CC(=O)N1CCC(C(=O)c2ccc(Oc3ccccc3)cc2)CC1,Pd(OAc)2,Me4tBuXPhos,K3PO4,PhMe,,,,0.0
Ar-Br|R2CH-CO2H -> Ar-Ar|Ar-CF3|R2CH-CO2R || Ar-CF3|R-H-acidic|R2CH-NBoc,False,"Ar-Br,Ar-CF3","R-H-acidic,R2CH-CO2H,R2CH-NBoc","Ar-Br,Ar-CF3|R-H-acidic,R2CH-CO2H,R2CH-NBoc",0.0,FC(F)(F)c1ccc(Br)cc1.CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O>>FC(F)(F)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1.CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)Oc1ccc(C(F)(F)F)cc1,312696-09-6,dtbbpy,K2CO3,DMAc,,,,-1.1516693630451247
Ar-Br|Bn-OH -> Bn-OR || Ar-CF3,False,Bn-OH,"Ar-Br,Ar-CF3","Ar-Br,Ar-CF3|Bn-OH",72.0,OCc1ccccc1.FC(F)(F)c1ccc(Br)cc1>>FC(F)(F)c1ccc(OCc2ccccc2)cc1,312696-09-6,bpy,Quinuclidine,DMF,,,,-1.109400392450458
Ar-Br|RCH2-CO2H -> RCH2-CO2R || Ar-CF3|R-H-acidic,False,"R-H-acidic,RCH2-CO2H",,"R-H-acidic,RCH2-CO2H",87.0,CC(=O)O.[Na].FC(F)(F)c1ccc(Br)cc1>>CC(=O)Oc1ccc(C(F)(F)F)cc1,312696-09-6,dtbbpy,,DMAc,,,,0.9721968868429054
Ar-Br|R2CH-CO2H -> R2CH-CO2R || R-H-acidic|R2CH-NBoc,False,Ar-Br,"R-H-acidic,R2CH-CO2H,R2CH-NBoc","Ar-Br|R-H-acidic,R2CH-CO2H,R2CH-NBoc",79.0,Brc1ccc2ccccc2c1.CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O>>CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)Oc1ccc2ccccc2c1,312696-09-6,dtbbpy,K2CO3,DMAc,,,,0.7071067811865475
Ar-Br|R2CH-OH -> Ar-OR || Ar-CF3,False,R2CH-OH,"Ar-Br,Ar-CF3","Ar-Br,Ar-CF3|R2CH-OH",73.0,CC(C)O.FC(F)(F)c1ccc(Br)cc1>>CC(C)Oc1ccc(C(F)(F)F)cc1,312696-09-6,bpy,Quinuclidine,DMF,,,,-0.5144957554275265
Ar-Br|RCH2-CO2H -> RCH2-CO2R || Ar-CF3|R-H-acidic|RCH2-CO2R,False,"Ar-Br,Ar-CF3","R-H-acidic,RCH2-CO2H,RCH2-CO2R","Ar-Br,Ar-CF3|R-H-acidic,RCH2-CO2H,RCH2-CO2R",84.0,FC(F)(F)c1ccc(Br)cc1.COC(=O)CCC(=O)O>>COC(=O)CCC(=O)Oc1ccc(C(F)(F)F)cc1,312696-09-6,dtbbpy,K2CO3,DMAc,,,,0.0
Ar-Br|Ar-CO2H -> Ar-CO2R || Ar-CF3,False,Ar-CO2H,"Ar-Br,Ar-CF3","Ar-Br,Ar-CF3|Ar-CO2H",81.0,O=C(O)c1ccccc1.FC(F)(F)c1ccc(Br)cc1>>O=C(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,312696-09-6,dtbbpy,K2CO3,DMAc,,,,-0.607724504592689
Ar-Br|RCH2-OH -> Ar-OR || Ar-CO2R,False,RCH2-OH,"Ar-Br,Ar-CO2R","Ar-Br,Ar-CO2R|RCH2-OH",85.0,CCCCCCO.COC(=O)c1ccc(Br)cc1>>CCCCCCOc1ccc(C(=O)OC)cc1,312696-09-6,bpy,Quinuclidine,DMF,,,,0.12244979905724182
Ar-Br|Ar-OH -> Ar-OR || Ar-F|Ar-NH2|Ar-R|Pyridine,False,"Ar-F,Ar-OH","Ar-R,Ar-Br,Ar-NH2,Pyridine","Ar-F,Ar-OH|Ar-R,Ar-Br,Ar-NH2,Pyridine",88.0,Oc1ccccc1F.Cc1cc(Br)ncc1N>>Cc1cc(Oc2ccccc2F)ncc1N,CuI,,Cs2CO3,DMF,,,,0.2773500981126145
Ar-Br|Ar-OH -> Ar-OR || Ar-F|Ar-NH2|Ar-R|Pyridine,False,"Ar-F,Ar-OH","Ar-R,Ar-Br,Ar-NH2,Pyridine","Ar-F,Ar-OH|Ar-R,Ar-Br,Ar-NH2,Pyridine",73.0,Oc1cccc(F)c1.Cc1cc(Br)ncc1N>>Cc1cc(Oc2cccc(F)c2)ncc1N,CuI,,Cs2CO3,DMF,,,,-1.109400392450458
Ar-Br|Ar-OH -> Ar-OR || Ar-F|Ar-NH2|Ar-R|Pyridine,False,"Ar-F,Ar-OH","Ar-R,Ar-Br,Ar-NH2,Pyridine","Ar-F,Ar-OH|Ar-R,Ar-Br,Ar-NH2,Pyridine",94.0,Oc1ccc(F)cc1.Cc1cc(Br)ncc1N>>Cc1cc(Oc2ccc(F)cc2)ncc1N,CuI,,Cs2CO3,DMF,,,,0.8320502943378436
Ar-Cl|Ar-OH -> Ar-OR || Any-AromN|Ar-Cl|Ar-Imino|AromN-H|Thiazole|Triazole,False,"Any-AromN,Ar-Cl,AromN-H,Ar-Imino,Triazole,Thiazole","Ar-Cl,Ar-OH","Any-AromN,Ar-Cl,AromN-H,Ar-Imino,Triazole,Thiazole|Ar-Cl,Ar-OH",97.0,S=c1[nH]ncn1N=Cc1sc(Cl)nc1Cl.Oc1ccc(Cl)cc1Cl>>S=c1[nH]ncn1N=Cc1sc(Oc2ccc(Cl)cc2Cl)nc1Cl,K2CO3,,,MeCN,,,,-0.7071067811865475
Ar-Cl|RCH2-OH -> Ar-OR || Any-AromN|Ar-Cl|Ar-Imino|AromN-H|Thiazole|Triazole,False,RCH2-OH,"Any-AromN,Ar-Cl,AromN-H,Ar-Imino,Triazole,Thiazole","Any-AromN,Ar-Cl,AromN-H,Ar-Imino,Triazole,Thiazole|RCH2-OH",99.0,CCO.S=c1[nH]ncn1N=Cc1sc(Cl)nc1Cl>>CCOc1nc(Cl)c(C=Nn2cn[nH]c2=S)s1,KOH,,,water,,,,0.0
Ar-Cl|Ar-OH -> Ar-OR || Any-AromN|Ar-Cl|Ar-Imino|AromN-H|Thiazole|Triazole,False,"Any-AromN,Ar-Cl,AromN-H,Ar-Imino,Triazole,Thiazole","Ar-Cl,Ar-OH","Any-AromN,Ar-Cl,AromN-H,Ar-Imino,Triazole,Thiazole|Ar-Cl,Ar-OH",98.0,S=c1[nH]ncn1N=Cc1sc(Cl)nc1Cl.Oc1ccc(Cl)cc1>>S=c1[nH]ncn1N=Cc1sc(Oc2ccc(Cl)cc2)nc1Cl,K2CO3,,,MeCN,,,,0.7071067811865475
Ar-Br|Ar-OH -> Ar-OR|Pyridine || Pyridine,False,"Ar-Br,Pyridine",Ar-OH,"Ar-Br,Pyridine|Ar-OH",72.0,Brc1ccccn1.Oc1ccc2ccc(O)cc2c1>>c1ccc(Oc2ccc3ccc(Oc4ccccn4)cc3c2)nc1,CuI,98-98-6,K3PO4,DMSO / EtOAc,,,,-2.3139336961518726
Ar-Cl|RCH2-OH -> Ar-OR || Any-AromN|Ar-Cl|Ar-Imino|Ar-R|AromN-H|Thiazole|Triazole,False,RCH2-OH,"Any-AromN,Ar-R,Ar-Cl,AromN-H,Ar-Imino,Triazole,Thiazole","Any-AromN,Ar-R,Ar-Cl,AromN-H,Ar-Imino,Triazole,Thiazole|RCH2-OH",99.0,CO.CCc1n[nH]c(=S)n1N=Cc1sc(Cl)nc1Cl>>CCc1n[nH]c(=S)n1N=Cc1sc(OC)nc1Cl,KOH,,,water,,,,0.0
Ar-CO2H|Ar-F -> Ar-CO2R || Ar-Cl|Ar-OR,False,Ar-CO2H,"Ar-Cl,Ar-F,Ar-OR","Ar-CO2H|Ar-Cl,Ar-F,Ar-OR",90.0,O=C(O)c1ccccc1.COc1ccc(F)c(Cl)c1>>COc1ccc(OC(=O)c2ccccc2)c(Cl)c1,2363740-69-4,,NaHCO3,TFE,,,,0.0
Ar-Cl|Ar-OH -> Ar-OR || Ar-OCF3|Ar-R|Pyrimidine,False,"Ar-R,Ar-Cl,Pyrimidine","Ar-OCF3,Ar-OH","Ar-OCF3,Ar-OH|Ar-R,Ar-Cl,Pyrimidine",73.0,Cc1cnc(Cl)nc1.Oc1ccccc1OC(F)(F)F>>Cc1cnc(Oc2ccccc2OC(F)(F)F)nc1,CuI,59-67-6,K3PO4,DMSO,,,,0.0
Ar-Cl|Ar-OH -> Ar-OR || Ar-Ar|Ar-R|Pyrimidine,False,"Ar-Ar,Ar-OH","Ar-R,Ar-Cl,Pyrimidine","Ar-Ar,Ar-OH|Ar-R,Ar-Cl,Pyrimidine",77.0,Oc1ccccc1-c1ccccc1.Cc1cnc(Cl)nc1>>Cc1cnc(Oc2ccccc2-c2ccccc2)nc1,CuI,59-67-6,K3PO4,DMSO,,,,0.0
Ar-Cl|Ar-OH -> Ar-OR || Ar-R|Bn-OR|Pyrimidine,False,"Ar-OH,Bn-OR","Ar-R,Ar-Cl,Pyrimidine","Ar-OH,Bn-OR|Ar-R,Ar-Cl,Pyrimidine",80.0,Oc1ccc(OCc2ccccc2)cc1.Cc1cnc(Cl)nc1>>Cc1cnc(Oc2ccc(OCc3ccccc3)cc2)nc1,CuI,59-67-6,K3PO4,DMSO,,,,0.0
Ar-Cl|Ar-OH -> Ar-OR || Ar-R|Pyrimidine,False,"Ar-R,Ar-OH","Ar-R,Ar-Cl,Pyrimidine","Ar-R,Ar-Cl,Pyrimidine|Ar-R,Ar-OH",90.0,Cc1ccc(O)cc1.Cc1cnc(Cl)nc1>>Cc1ccc(Oc2ncc(C)cn2)cc1,CuI,59-67-6,K3PO4,DMSO,,,,0.6235477444309983
Ar-Cl|Ar-OH -> Ar-OR || Ar-Cl|Ar-R|Pyrimidine,False,"Ar-Cl,Ar-OH","Ar-R,Ar-Cl,Pyrimidine","Ar-Cl,Ar-OH|Ar-R,Ar-Cl,Pyrimidine",83.0,Oc1ccccc1Cl.Cc1cnc(Cl)nc1>>Cc1cnc(Oc2ccccc2Cl)nc1,CuI,59-67-6,K3PO4,DMSO,,,,0.7071067811865475
Ar-Cl|Ar-OH -> Ar-OR || Ar-R|Pyrimidine,False,"Ar-R,Ar-OH","Ar-R,Ar-Cl,Pyrimidine","Ar-R,Ar-Cl,Pyrimidine|Ar-R,Ar-OH",86.0,Cc1ccccc1O.Cc1cnc(Cl)nc1>>Cc1cnc(Oc2ccccc2C)nc1,CuI,59-67-6,K3PO4,DMSO,,,,0.13687633414338984
