Reaction_Type_Standardized,AREA_TOTAL_REDUCED,z-Score,Reactant_A,Reactant_B,Reactant_A_Type,Reactant_B_Type,Reactant_A_Category,Reactant_B_Category,Catalyst,Ligand,Base,Solvent,Secondary Solvent,Additive,Coupling Reagent,Reaction_Type_V2,Reactant_A_Motifs,Reactant_B_Motifs,Is_V2_Mapped
CH-Activation,4.02,-1.38,ArH,ArH,,,,,XantPhosPdCl2,XantPhos,"Cs2CO3, NMI",anisole,,"KOPiv, water",,CH-Activation,,,True
C_N_Coupling,0.0,-0.53,ArBr,Lactam,ArBr,Lactam,ArX*,Amide-type,XantPhos Pd(allyl)Cl,XantPhos,NaOtBu,PhMe,,,,c_n_cross_coupling,Ar-Br,Any-Lactam,True
Suzuki,58.48,0.7,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,iPrOAc,water,,,suzuki_miyaura,Ar-Br,Ar-B(OH)2,True
Suzuki,72.14,1.29,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,K3PO4,iPrOAc,water,,,suzuki_miyaura,Ar-Br,Ar-B(OH)2,True
C_N_Coupling,12.1,0.56,ArBr,R2CNR,ArBr,,ArX*,,XantPhos Pd(allyl)Cl,XantPhos,Cs2CO3,PhMe,,water,,c_n_cross_coupling,Ar-Br,,True
C_N_Coupling,10.36,-1.27,ArNH2,ArBr,ArBr,ArNH2,ArX*,Aniline-type,dppfPdCl2,dppf,Cs2CO3,MeTHF,,,,c_n_cross_coupling,Ar-Br,Ar-NH2,True
Suzuki,15.29,-0.7,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,Cs2CO3,MeTHF,,water,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
C_N_Coupling,77.12,1.76,ArBr,ArNH2,ArBr,ArNH2,ArX*,Aniline-type,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,tAmOH,water,,,c_n_cross_coupling,Ar-Br,Ar-NH2,True
CH-Activation,0.0,-1.01,ArH,alkyne,,alkyne,,Alkyne,(Ru(p-cymene)Cl2)2,No Ligand,,tAmOH,,water,,CH-Activation,,Any-Alkyne,True
CH-Activation,44.35,0.8,ArH,alkyne,,alkyne,,Alkyne,(Ru(p-cymene)Cl2)2,No Ligand,,acetone,,"HFIP, KOAc",,CH-Activation,,Any-Alkyne,True
CH-Activation,9.83,-0.61,ArH,alkyne,,alkyne,,Alkyne,"(Ru(p-cymene)Cl2)2, Copper(II)acetate",No Ligand,,PhMe,,HFIP,,CH-Activation,,Any-Alkyne,True
CH-Activation,30.31,0.23,ArH,alkyne,,alkyne,,Alkyne,(Ru(p-cymene)Cl2)2,No Ligand,,PhMe,,HFIP,,CH-Activation,,Any-Alkyne,True
CH-Activation,60.99,1.49,ArH,alkyne,,alkyne,,Alkyne,(Ru(p-cymene)Cl2)2,No Ligand,,PhMe,,HFIP,,CH-Activation,,Any-Alkyne,True
C_N_Coupling,0.0,-0.29,ArCl,arom. NH,ArCl,arom-NH,ArX*,Aniline-type,BrettPhos Pd(crotyl)OTf,BrettPhos,Cs2CO3,PhMe,,water,,c_n_cross_coupling,Ar-Cl,AromN-H,True
C_N_Coupling,0.0,-1.32,ArBr,RCONH2,ArBr,RCONH2,ArX*,Amide-type,cBridP Pd(allyl)Cl,cBridP,Cs2CO3,PhMe,,water,,c_n_cross_coupling,Ar-Br,Any-CONHR,True
C_N_Coupling,72.8,1.35,ArBr,RCONH2,ArBr,RCONH2,ArX*,Amide-type,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,MeTHF,water,,,c_n_cross_coupling,Ar-Br,Any-CONHR,True
C_N_Coupling,87.13,1.59,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,RuPhos Pd G4,RuPhos,"NaOtBu, NMM",Dioxane,,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
SNAr,0.0,-0.66,Alkyl-OH a-branch,Lactam,,"ROH-a-branch, Lactam",,"Amide-type, ROH",,No Ligand,DBU,DCM,,,PyBrOP,snar_cn,,"R2CH-OH,Any-Lactam",False
SNAr,31.4,2.05,Alkyl-OH a-branch,Lactam,,"ROH-a-branch, Lactam",,"Amide-type, ROH",,No Ligand,"DBU, NaOtBu",PhMe,,,PyBrOP,snar_cn,,"R2CH-OH,Any-Lactam",False
Suzuki,38.87,1.06,ArI,ArB(OR)2,ArI,ArB(OR)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,Cs2CO3,PhMe,,water,,suzuki_miyaura,Ar-I,Ar-B(OR)2,True
Suzuki,0.0,-1.07,ArI,ArB(OR)2,ArI,ArB(OR)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,Cs2CO3,tAmOH,,water,,suzuki_miyaura,Ar-I,Ar-B(OR)2,True
Reduction,77.02,0.77,alkene,alkene,,alkene,,Alkene,Strykers reagent,Josiphos SL-J002-1,,PhMe,,tAmOH,,Reduction,,Any-Alkene,True
Deoxyfluorination,16.55,-1.01,Alkyl-OH a-branch,Alkyl-OH a-branch,,ROH-a-branch,,ROH,,No Ligand,,DCM,,DBU,,Deoxyfluorination,,R2CH-OH,True
Deoxyfluorination,67.09,0.78,Alkyl-OH a-branch,Alkyl-OH a-branch,,ROH-a-branch,,ROH,,No Ligand,,DCM,,Et3N.3HF,,Deoxyfluorination,,R2CH-OH,True
C_N_Coupling,17.55,0.18,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,dppf Pd G3,dppf,NaOtBu,PhMe,,,,c_n_cross_coupling,Ar-Cl,Any-NH2,True
C_N_Coupling,50.6,0.58,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,rac-BINAP Pd G3,BINAP,NaOtBu,PhMe,,,,c_n_cross_coupling,Ar-Cl,Any-NH2,True
C_N_Coupling,16.28,0.62,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,dppf Pd G3,dppf,NaOtBu,PhMe,,,,c_n_cross_coupling,Ar-Cl,Any-NH2,True
C_N_Coupling,0.0,-0.4,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,dppf Pd G3,dppf,NaOtBu,PhMe,,,,c_n_cross_coupling,Ar-Br,Any-NH2,True
Condensation,38.49,0.37,enolether,enolether,,enol-ether,,Alkene,,No Ligand,NH3,PhMe,,water,,Condensation,,Any-EnolEther,True
Condensation,19.14,-0.61,Alkyl-Cl,RNH2,Alkyl-Cl,RNH2,Alkyl-X,Aliphatic-amine,,No Ligand,K3PO4,EtOH,water,"TBAB, water",,Condensation,R-Cl,Any-NH2,True
Condensation,63.08,1.2,Alkyl-Cl,RNH2,Alkyl-Cl,RNH2,Alkyl-X,Aliphatic-amine,,No Ligand,NMM,MeTHF,,water,,Condensation,R-Cl,Any-NH2,True
CH-Activation,43.44,2.02,ArH,ArI,ArI,,ArX*,,XantPhosPdCl2,XantPhos,K2CO3,DMI,,KOAc,,CH-Activation,Ar-I,,True
C_N_Coupling,0.0,-0.92,ArNH2,ArBr,ArBr,ArNH2,ArX*,Aniline-type,SPhos Pd(crotyl)Cl,SPhos,K3PO4,Dioxane,water,,,c_n_cross_coupling,Ar-Br,Ar-NH2,True
SNAr,71.37,1.77,Lactam,Alkyl-OH a-branch,,"ROH-a-branch, Lactam",,"Amide-type, ROH",,No Ligand,"DBU, NaOtBu",THF,,,PyBrOP,snar_cn,,"R2CH-OH,Any-Lactam",False
C_N_Coupling,0.0,-0.6,arom. NH,ArCl,ArCl,arom-NH,ArX*,Aniline-type,XantPhos Pd(allyl)Cl,XantPhos,Cs2CO3,PhMe,,water,,c_n_cross_coupling,Ar-Cl,AromN-H,True
C_N_Coupling,0.0,-0.6,arom. NH,ArCl,ArCl,arom-NH,ArX*,Aniline-type,XantPhos Pd(allyl)Cl,XantPhos,K3PO4,PhMe,water,,,c_n_cross_coupling,Ar-Cl,AromN-H,True
C_N_Coupling,0.0,-0.87,arom. NH,ArCl,ArCl,arom-NH,ArX*,Aniline-type,XantPhos Pd(allyl)Cl,XantPhos,Cs2CO3,PhMe,,water,,c_n_cross_coupling,Ar-Cl,AromN-H,True
C_N_Coupling,3.77,-0.72,arom. NH,ArCl,ArCl,arom-NH,ArX*,Aniline-type,XantPhos Pd(allyl)Cl,XantPhos,K3PO4,PhMe,water,,,c_n_cross_coupling,Ar-Cl,AromN-H,True
C_N_Coupling,1.55,-0.21,ArCl,arom. NH,ArCl,arom-NH,ArX*,Aniline-type,AlphosPd)2cod,AlPhos,K3PO4,PhMe,,water,,c_n_cross_coupling,Ar-Cl,AromN-H,True
C_N_Coupling,0.0,-0.85,arom. NH,ArBr,ArBr,arom-NH,ArX*,Aniline-type,XantPhos Pd(allyl)Cl,XantPhos,K3PO4,PhMe,water,,,c_n_cross_coupling,Ar-Br,AromN-H,True
C_N_Coupling,0.0,-1.05,arom. NH,ArCl,ArCl,arom-NH,ArX*,Aniline-type,XantPhos Pd(allyl)Cl,XantPhos,K3PO4,PhMe,water,,,c_n_cross_coupling,Ar-Cl,AromN-H,True
C_N_Coupling,100.0,1.42,ArBr,RNH2 a-branch,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,CuI,No Ligand,K3PO4,DMSO,,water,,c_n_cross_coupling,Ar-Br,Any-NH2,True
C_N_Coupling,95.74,1.28,ArBr,RNH2 a-branch,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,CuI,No Ligand,K3PO4,DMSO,,water,,c_n_cross_coupling,Ar-Br,Any-NH2,True
C_N_Coupling,75.29,0.6,ArBr,RNH2 a-branch,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,Cu2O,No Ligand,K3PO4,PrOH,water,water,,c_n_cross_coupling,Ar-Br,Any-NH2,True
C_N_Coupling,93.87,1.22,ArBr,RNH2 a-branch,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,Cu2O,No Ligand,K3PO4,BuOH,DMSO,,,c_n_cross_coupling,Ar-Br,Any-NH2,True
C_N_Coupling,78.52,1.38,ROC(O)NR2,ArI,ArI,Carbamate,ArX*,Amide-type,CuI,trans-NN-Dimethylcyclohexane-12-diamine,Cs2CO3,PhMe,,,,c_n_cross_coupling,Ar-I,Any-Carbamate,True
C_N_Coupling,63.09,0.77,ROC(O)NR2,ArI,ArI,Carbamate,ArX*,Amide-type,CuI,trans-NN-Dimethylcyclohexane-12-diamine,NaOtBu,PhMe,,,,c_n_cross_coupling,Ar-I,Any-Carbamate,True
C_N_Coupling,0.0,-1.76,ROC(O)NR2,ArI,ArI,Carbamate,ArX*,Amide-type,CuI,trans-NN-Dimethylcyclohexane-12-diamine,Cs2CO3,MeTHF,,water,,c_n_cross_coupling,Ar-I,Any-Carbamate,True
C_N_Coupling,84.01,1.6,ROC(O)NR2,ArI,ArI,Carbamate,ArX*,Amide-type,CuI,trans-NN-Dimethylcyclohexane-12-diamine,Cs2CO3,tAmOH,,TBAB,,c_n_cross_coupling,Ar-I,Any-Carbamate,True
C_N_Coupling,95.74,2.08,ROC(O)NR2,ArI,ArI,Carbamate,ArX*,Amide-type,CuI,trans-NN-Dimethylcyclohexane-12-diamine,K2CO3,tAmOH,,TBAB,,c_n_cross_coupling,Ar-I,Any-Carbamate,True
C_N_Coupling,5.26,-1.55,ROC(O)NR2,ArI,ArI,Carbamate,ArX*,Amide-type,CuI,No Ligand,K2CO3,tAmOH,,,,c_n_cross_coupling,Ar-I,Any-Carbamate,True
C_N_Coupling,54.31,0.41,ROC(O)NR2,ArI,ArI,Carbamate,ArX*,Amide-type,CuI,trans-NN-Dimethylcyclohexane-12-diamine,DBU,MeCN,,,,c_n_cross_coupling,Ar-I,Any-Carbamate,True
C_N_Coupling,50.79,0.27,ROC(O)NR2,ArI,ArI,Carbamate,ArX*,Amide-type,CuBr,trans-NN-Dimethylcyclohexane-12-diamine,DBU,THF,,TBAB,,c_n_cross_coupling,Ar-I,Any-Carbamate,True
C_N_Coupling,41.03,-0.12,ROC(O)NR2,ArI,ArI,Carbamate,ArX*,Amide-type,CuI,trans-NN-Dimethylcyclohexane-12-diamine,DBU,MeCN,,,,c_n_cross_coupling,Ar-I,Any-Carbamate,True
Suzuki,75.8,0.34,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,Cs2CO3,PhMe,,,,suzuki_miyaura,Ar-Br,Ar-B(OH)2,True
Suzuki,89.04,-0.29,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,Na2CO3,PhMe,water,,,suzuki_miyaura,Ar-Br,Ar-B(OH)2,True
Suzuki,54.96,0.53,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,K2CO3,PhMe,water,,,suzuki_miyaura,Ar-Br,Ar-B(OH)2,True
Suzuki,7.76,-2.39,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,K2CO3,PhMe,water,,,suzuki_miyaura,Ar-Br,Ar-B(OH)2,True
C_N_Coupling,0.0,-0.4,ArBr,R2NH a-branch,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,rac-BINAP Pd G3,BINAP,LiHMDS,PhMe,,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,91.65,0.69,ArCl,ArNH2,ArCl,ArNH2,ArX*,Aniline-type,BrettPhos Pd(crotyl)OTf,BrettPhos,KOAc,Dioxane,,,,c_n_cross_coupling,Ar-Cl,Ar-NH2,True
C_N_Coupling,64.37,-0.51,ArCl,ArNH2,ArCl,ArNH2,ArX*,Aniline-type,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,KOAc,PhMe,,TBAB,,c_n_cross_coupling,Ar-Cl,Ar-NH2,True
C_N_Coupling,76.32,0.02,ArCl,ArNH2,ArCl,ArNH2,ArX*,Aniline-type,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,PhMe,water,,,c_n_cross_coupling,Ar-Cl,Ar-NH2,True
C_N_Coupling,92.08,0.71,ArCl,ArNH2,ArCl,ArNH2,ArX*,Aniline-type,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,MeCN,water,,,c_n_cross_coupling,Ar-Cl,Ar-NH2,True
C_N_Coupling,94.03,0.8,ArCl,ArNH2,ArCl,ArNH2,ArX*,Aniline-type,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,MeCN,water,,,c_n_cross_coupling,Ar-Cl,Ar-NH2,True
C_N_Coupling,91.44,0.68,ArCl,ArNH2,ArCl,ArNH2,ArX*,Aniline-type,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,MeCN,water,,,c_n_cross_coupling,Ar-Cl,Ar-NH2,True
Suzuki,6.97,-0.26,ArBr,alkeneB(OR)2,ArBr,alkeneB(OR)2,ArX*,RB*,PPh3)2PdCl2,PPh3,K3PO4,PhMe,water,,,suzuki_miyaura,Ar-Br,Vinyl-B(OR)2,True
Suzuki,0.0,-0.94,ArBr,alkeneB(OR)2,ArBr,alkeneB(OR)2,ArX*,RB*,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,PhMe,water,,,suzuki_miyaura,Ar-Br,Vinyl-B(OR)2,True
C_N_Coupling,9.72,0.86,ArNH2,ArCl,ArCl,ArNH2,ArX*,Aniline-type,BrettPhos Pd(crotyl)OTf,BrettPhos,K2CO3,PhMe,,,,c_n_cross_coupling,Ar-Cl,Ar-NH2,True
C_N_Coupling,5.45,0.17,ArNH2,ArCl,ArCl,ArNH2,ArX*,Aniline-type,BrettPhos Pd(crotyl)OTf,BrettPhos,K2CO3,Dioxane,water,,,c_n_cross_coupling,Ar-Cl,Ar-NH2,True
C_N_Coupling,0.0,-0.71,ArNH2,ArCl,ArCl,ArNH2,ArX*,Aniline-type,QPhos Pd(crotyl)Cl,QPhos,K3PO4,o-Xylene,,,,c_n_cross_coupling,Ar-Cl,Ar-NH2,True
CO-Coupling,0.0,-0.37,ArBr,ArOH,"ArBr, ArOH",ArOH,"ArOH, ArX*",ArOH,QPhos Pd(crotyl)Cl,QPhos,K3PO4,Dioxane,,,,c_o_coupling,"Ar-Br,Ar-OH",Ar-OH,False
Suzuki,41.98,0.74,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,dpppPdCl2,dppp,K3PO4,PhMe,water,,,suzuki_miyaura,Ar-Br,Vinyl-B(OR)2,True
Suzuki,1.84,-1.64,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,dpppPdCl2,dppp,K3PO4,PhMe,water,,,suzuki_miyaura,Ar-Br,Vinyl-B(OR)2,True
Suzuki,4.74,-0.86,ArI,ArB(OR)2,,ArB(OR)2,,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K2CO3,PhMe,,water,,suzuki_miyaura,,Ar-B(OR)2,True
Suzuki,68.78,1.68,ArI,ArB(OR)2,ArI,ArB(OR)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,Cs2CO3,PhMe,,,,suzuki_miyaura,Ar-I,Ar-B(OR)2,True
C_N_Coupling,34.81,1.77,ArI,ArNHR,ArI,ArNHR,ArX*,Aniline-type,XantPhos Pd G2,XantPhos,K3PO4,PhMe,,,,c_n_cross_coupling,Ar-I,Ar-NHR,True
C_N_Coupling,0.41,-0.61,ArI,ArNHR,ArI,ArNHR,ArX*,Aniline-type,rac-BINAP Pd G3,BINAP,LiHMDS,PhMe,,,,c_n_cross_coupling,Ar-I,Ar-NHR,True
Suzuki,58.02,1.43,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,AmPhos2PdCl2,AmPhos,K2CO3,PhMe,water,,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
Suzuki,15.03,-0.73,ArBr,ArBF3K,ArBr,ArBF3K,ArX*,ArB*,PPh3)2PdCl2,PPh3,,PhMe,water,,,suzuki_miyaura,Ar-Br,Ar-BF3K,True
Suzuki,79.46,-0.09,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,dppfPdCl2,dppf,K3PO4,Dioxane,water,,,suzuki_miyaura,Ar-Cl,Vinyl-B(OR)2,True
Suzuki,44.03,-0.03,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,AmPhos2PdCl2,AmPhos,K2CO3,PhMe,water,,,suzuki_miyaura,Ar-Br,Ar-B(OH)2,True
Suzuki,0.0,-1.73,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,tAmOH,water,,,suzuki_miyaura,Ar-Br,Ar-B(OH)2,True
amide_formation,9.04,-0.31,RCO2H or M,RNH2,,"RCO2H, RNH2",,"Aliphatic-amine, Acyl-source",,No Ligand,DBU,MeCN,,,PyBrOP,amide_coupling,,"Any-CO2H,Any-NH2",False
C_N_Coupling,57.89,2.29,ArOSO2R,RNH2,ArOSO2R,RNH2,ArX*,Aliphatic-amine,AlphosPd)2cod,AlPhos,Cs2CO3,PhMe,,water,,c_n_cross_coupling,Ar-OTf,Any-NH2,True
C_N_Coupling,2.59,-0.63,ArOSO2R,RNH2,ArOSO2R,RNH2,ArX*,Aliphatic-amine,BrettPhos Pd(crotyl)OTf,BrettPhos,Cs2CO3,PhMe,,water,,c_n_cross_coupling,Ar-OTf,Any-NH2,True
C_N_Coupling,0.0,-0.9,RNH2,ArOSO2R,ArOSO2R,RNH2,ArX*,Aliphatic-amine,AlphosPd)2cod,AlPhos,Cs2CO3,PhMe,,water,,c_n_cross_coupling,Ar-OTf,Any-NH2,True
C_N_Coupling,0.3,-0.89,RNH2,ArOSO2R,ArOSO2R,RNH2,ArX*,Aliphatic-amine,BrettPhos Pd(crotyl)OTf,BrettPhos,NaOtBu,PhMe,,,,c_n_cross_coupling,Ar-OTf,Any-NH2,True
Suzuki,0.0,-0.33,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,dppfPdCl2,dppf,K3PO4,PhMe,water,,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
Suzuki,17.28,0.17,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,K3PO4,anisole,water,,,suzuki_miyaura,Ar-Br,Ar-B(OH)2,True
C_N_Coupling,0.0,-0.42,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,QPhos Pd(crotyl)Cl,QPhos,Cs2CO3,PhMe,,water,,c_n_cross_coupling,Ar-Br,Any-NHR,True
Borylation-C-H,0.46,-0.36,ArH,ArH,,,,,[Ir(cod)OMe]2,dtbpy,,cyclohexane,,,,Borylation-C-H,,,True
C_N_Coupling,0.0,-1.0,arom. NH,ArCl,ArCl,arom-NH,ArX*,Aniline-type,cBridP Pd(allyl)Cl,cBridP,K3PO4,tAmOH,,,,c_n_cross_coupling,Ar-Cl,AromN-H,True
C_N_Coupling,5.92,0.29,arom. NH,ArCl,ArCl,arom-NH,ArX*,Aniline-type,XantPhos Pd(allyl)Cl,XantPhos,K3PO4,tAmOH,,water,,c_n_cross_coupling,Ar-Cl,AromN-H,True
C_N_Coupling,0.0,-0.33,ArBr,arom. NH,ArBr,arom-NH,ArX*,Aniline-type,CuI,Salicylaldoxime,Cs2CO3,PhMe,,,,c_n_cross_coupling,Ar-Br,AromN-H,True
Suzuki,0.0,-0.54,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,XPhos Pd G2,XPhos,NaHCO3,PhMe,,water,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
C_N_Coupling,32.48,0.67,ArNH2,ArBr,ArBr,ArNH2,ArX*,Aniline-type,XantPhos Pd(allyl)Cl,XantPhos,K3PO4,PhMe,water,,,c_n_cross_coupling,Ar-Br,Ar-NH2,True
C_N_Coupling,27.16,0.4,ArNH2,ArBr,ArBr,ArNH2,ArX*,Aniline-type,(R)-BINAP Pd(allyl)Cl,BINAP,NaOtBu,PhMe,,,,c_n_cross_coupling,Ar-Br,Ar-NH2,True
amide_formation,12.22,-1.86,R2NH a-branch,RCO2H or M,,"R2NH-a-branch, RCO2H",,"Aliphatic-amine, Acyl-source",,No Ligand,NMM,DCM,,HOSu,EDC,amide_coupling,,"Any-NHR,Any-CO2H",False
amide_formation,89.56,0.91,R2NH a-branch,RCO2H or M,,"R2NH-a-branch, RCO2H",,"Aliphatic-amine, Acyl-source",,No Ligand,,PhMe,xylenes,HOPO,DIC,amide_coupling,,"Any-NHR,Any-CO2H",False
amide_formation,83.66,0.7,R2NH a-branch,RCO2H or M,,"R2NH-a-branch, RCO2H",,"Aliphatic-amine, Acyl-source",,No Ligand,,acetone,PhMe,HOPO,DIC,amide_coupling,,"Any-NHR,Any-CO2H",False
amide_formation,25.71,-1.37,R2NH a-branch,RCO2H or M,,"R2NH-a-branch, RCO2H",,"Aliphatic-amine, Acyl-source",,No Ligand,,anisole,DMI,,DIC,amide_coupling,,"Any-NHR,Any-CO2H",False
amide_formation,72.59,0.3,R2NH a-branch,RCO2H or M,,"R2NH-a-branch, RCO2H",,"Aliphatic-amine, Acyl-source",,No Ligand,,DMI,iPrOAc,HOPO,DIC,amide_coupling,,"Any-NHR,Any-CO2H",False
Suzuki,0.0,-1.07,ArI,ArB(OR)2,ArI,ArB(OR)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,K3PO4,PhMe,water,,,suzuki_miyaura,Ar-I,Ar-B(OR)2,True
Suzuki,25.09,0.71,ArI,ArB(OR)2,ArI,ArB(OR)2,ArX*,ArB*,XantPhos Pd(allyl)Cl,XantPhos,K3PO4,Dioxane,water,,,suzuki_miyaura,Ar-I,Ar-B(OR)2,True
amide_formation,2.62,-1.65,RNH2,RNH2,,RNH2,,Aliphatic-amine,,No Ligand,NMM,TBME,,HOSu,EDC,amide_coupling,,Any-NH2,True
amide_formation,59.37,0.34,RNH2,RNH2,,RNH2,,Aliphatic-amine,,No Ligand,,tAmOH,,HOSu,DIC,amide_coupling,,Any-NH2,True
amide_formation,79.05,1.03,RNH2,RNH2,,RNH2,,Aliphatic-amine,,No Ligand,,tAmOH,,HOSu,DIC,amide_coupling,,Any-NH2,True
amide_formation,78.69,1.02,RNH2,RNH2,,RNH2,,Aliphatic-amine,,No Ligand,,tAmOH,,HOSu,DIC,amide_coupling,,Any-NH2,True
amide_formation,68.71,0.67,RNH2,RNH2,,RNH2,,Aliphatic-amine,,No Ligand,,tAmOH,,HOSu,DIC,amide_coupling,,Any-NH2,True
Suzuki,73.91,0.53,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,K3PO4,iPrOAc,water,,,suzuki_miyaura,Ar-Br,Ar-B(OH)2,True
C_N_Coupling,8.94,-0.36,ArBr,RCONH2,ArBr,RCONH2,ArX*,Amide-type,CuI,trans-NN-Dimethylcyclohexane-12-diamine,Cs2CO3,tAmOH,,water,,c_n_cross_coupling,Ar-Br,Any-CONHR,True
Hydration,20.37,0.94,RCN,RCN,,,,,,No Ligand,Na2CO3,anisole,water,TBAHS,,Hydration,,,True
C_N_Coupling,0.0,-0.56,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,RuPhos Pd G4,RuPhos,Cs2CO3,MeCN,,water,,c_n_cross_coupling,Ar-Br,Any-NHR,True
Suzuki,40.8,1.25,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dppfPdCl2,dppf,Cs2CO3,PhMe,,water,,suzuki_miyaura,Ar-Cl,Ar-B(OR)2,True
Suzuki,90.89,-0.17,ArBr,alkeneB(OR)2,ArBr,alkeneB(OR)2,ArX*,RB*,PPh3)2PdCl2,PPh3,K3PO4,iPrOH,water,,,suzuki_miyaura,Ar-Br,Vinyl-B(OR)2,True
C_N_Coupling,3.15,-0.86,ArNH2,ArCl,ArCl,ArNH2,ArX*,Aniline-type,QPhos Pd(crotyl)Cl,QPhos,Cs2CO3,MeCN,,water,,c_n_cross_coupling,Ar-Cl,Ar-NH2,True
C_N_Coupling,73.64,1.0,ArNH2,ArCl,ArCl,ArNH2,ArX*,Aniline-type,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,Cs2CO3,MeCN,,water,,c_n_cross_coupling,Ar-Cl,Ar-NH2,True
Suzuki,17.17,-2.01,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Li2CO3,iPrOH,,water,,suzuki_miyaura,Ar-Cl,Ar-B(OH)2,True
Suzuki,23.02,-0.22,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Li2CO3,anisole,,water,,suzuki_miyaura,Ar-Cl,Ar-B(OH)2,True
C_N_Coupling,21.84,0.75,ArBr,arom. NH,ArBr,arom-NH,ArX*,Aniline-type,tBuXPhos Pd G3,tBuXPhos,K3PO4,Dioxane,water,,,c_n_cross_coupling,Ar-Br,AromN-H,True
amide_formation,60.53,0.39,ArNH2,RCO2H or M,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,NEt3,MeCN,,HOPO,T3P,amide_coupling,,"Ar-NH2,Any-CO2H",False
amide_formation,57.85,0.31,ArNH2,RCO2H or M,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,NMM,MeCN,,HOPO,DIC,amide_coupling,,"Ar-NH2,Any-CO2H",False
