Reaction_Type_Standardized,Reactant_A_Type,Reactant_B_Type,Reactant_Types_Key,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
Ar-I|AromN-H -> None || Ar-Br|Ar-NO2,"Ar-Br,Ar-I","AromN-H,Ar-NO2","Ar-Br,Ar-I|AromN-H,Ar-NO2",66.0,Brc1ccc(I)cc1.O=[N+]([O-])c1ccc2[nH]ccc2c1>>O=[N+]([O-])c1ccc2c(ccn2-c2ccc(Br)cc2)c1,Cu(0),9005-53-2,KOH,DME / water,,,,0.0
Ar-I|AromN-H -> None || Ar-Br,Ar-I,"Ar-Br,AromN-H","Ar-Br,AromN-H|Ar-I",91.0,Ic1ccccc1.Brc1ccc2[nH]ccc2c1>>Brc1ccc2c(ccn2-c2ccccc2)c1,Cu(0),9005-53-2,KOH,DME / water,,,,0.8044446044249429
Ar-I|AromN-H -> None || Ar-Cl|Ar-NO2,"Ar-Cl,Ar-I","AromN-H,Ar-NO2","Ar-Cl,Ar-I|AromN-H,Ar-NO2",67.0,Clc1ccc(I)cc1.O=[N+]([O-])c1ccc2[nH]ccc2c1>>O=[N+]([O-])c1ccc2c(ccn2-c2ccc(Cl)cc2)c1,Cu(0),9005-53-2,KOH,DME / water,,,,-0.7071067811865475
Ar-I|AromN-H -> None || Any-CO-R|R-H-acidic,Ar-I,"R-H-acidic,AromN-H,Any-CO-R","Ar-I|R-H-acidic,AromN-H,Any-CO-R",85.0,Ic1ccccc1.CC(=O)c1c[nH]c2ccccc12>>CC(=O)c1cn(-c2ccccc2)c2ccccc12,Cu(0),9005-53-2,KOH,DME / water,,,,-0.7071067811865476
Ar-I|AromN-H -> None || Ar-F|Ar-NO2,"Ar-I,Ar-F","AromN-H,Ar-NO2","Ar-I,Ar-F|AromN-H,Ar-NO2",76.0,Fc1cccc(I)c1.O=[N+]([O-])c1ccc2[nH]ccc2c1>>O=[N+]([O-])c1ccc2c(ccn2-c2cccc(F)c2)c1,Cu(0),9005-53-2,KOH,DME / water,,,,-0.7071067811865475
Ar-I|AromN-H -> None || Ar-NO2,Ar-I,"AromN-H,Ar-NO2","Ar-I|AromN-H,Ar-NO2",58.0,Ic1ccccn1.O=[N+]([O-])c1ccc2[nH]ccc2c1>>O=[N+]([O-])c1ccc2c(ccn2-c2ccccn2)c1,Cu(0),9005-53-2,KOH,DME / water,,,,-1.6614834073790992
Ar-I|AromN-H -> Ar-H || None,AromN-H,Ar-I,Ar-I|AromN-H,64.0,c1ccc2[nH]ccc2c1.Ic1ccccc1>>c1ccc(-n2ccc3ccccc32)cc1,Cu(0),9005-53-2,KOH,DME / water,,,,-1.2291394219386549
Ar-I|AromN-H -> None || Ar-CN,Ar-I,"AromN-H,Ar-CN","Ar-I|AromN-H,Ar-CN",86.0,Ic1ccccc1.N#Cc1ccc2[nH]ccc2c1>>N#Cc1ccc2c(ccn2-c2ccccc2)c1,Cu(0),9005-53-2,KOH,DME / water,,,,0.7071067811865475
Ar-F|RCH2-NHR -> None || Any-Ester|Ar-Ar|RCH2-NR2|RCH2-OR,"RCH2-NHR,RCH2-NR2,Any-Ester","Ar-Ar,Ar-F,RCH2-OR","Ar-Ar,Ar-F,RCH2-OR|RCH2-NHR,RCH2-NR2,Any-Ester",88.0,CC(C)(C)OC(=O)N1CCNCC1.COc1ccc(-c2cc(F)ccn2)cc1>>COc1ccc(-c2cc(N3CCN(C(=O)OC(C)(C)C)CC3)ccn2)cc1,,,,DMSO,,,,0.0
Any-CO-R|Any-Ester|Any-NCS|Ar-NHR|AromN-H|R-H-acidic|RCH2-Br -> Alkenyl-Alkenyl|Alkenyl-Ester|Any-CONR2|Any-Imino|Any-NHR|Any-SR|Ar-Alkenyl|Ar-CONHR|Ar-Lactam|Ar-NR2|R3C-OH || Ar-Br|Ar-Imino|Ar-R,AromN-H,Any-Ester,Any-Ester|AromN-H,94.0,O=c1[nH]c2ccccc2c(=O)o1.COC(=O)C#CC(=O)OC.Cc1ccc(C(=O)CBr)cc1.O=C(N=C=S)c1ccc(Br)cc1.ClC(=NNc1ccccc1)c1ccccc1>>COC(=O)C1=C2C(=O)N(c3ccccc3)N=C(c3ccccc3)N2c2ccccc2C2=C1C(O)(c1ccc(C)cc1)SC(NC(=O)c1ccc(Br)cc1)=N2,CuO,1317-61-9,,water,,,,0.0
Ar-Br|Ar-NHR -> Ar-NR2 || Ar-R,Ar-Br,"Ar-R,Ar-NHR","Ar-Br|Ar-R,Ar-NHR",65.0,Brc1ccc2oc3ccc(Br)cc3c2c1.c1ccc(C2(c3ccccc3)c3ccccc3Nc3ccccc32)cc1>>c1ccc(C2(c3ccccc3)c3ccccc3N(c3ccc4oc5ccc(N6c7ccccc7C(c7ccccc7)(c7ccccc7)c7ccccc76)cc5c4c3)c3ccccc32)cc1,Pd(OAc)2,,KOtBu,Xylenes,,,,-1.270155000367225
Ar-Br|RCH2-NHR -> RCH2-NR2 || Any-SR|Ar-NO2,"RCH2-NHR,Any-SR","Ar-Br,Ar-NO2","Ar-Br,Ar-NO2|RCH2-NHR,Any-SR",93.0,C1CSCCN1.O=[N+]([O-])c1ccccc1Br>>O=[N+]([O-])c1ccccc1N1CCSCC1,,,,,,,,0.0
Ar-I|AromN-H -> None || Ar-Br,AromN-H,"Ar-Br,Ar-I","Ar-Br,Ar-I|AromN-H",81.0,c1ccc2c(c1)[nH]c1ccccc12.Brc1ccc(I)cc1>>Brc1ccc(-n2c3ccccc3c3ccccc32)cc1,CuI,18C6,K2CO3,DMF,,,,0.08386036638775272
Ar-I|AromN-H -> None || Ar-Br,AromN-H,"Ar-Br,Ar-I","Ar-Br,Ar-I|AromN-H",71.0,c1ccc2c(c1)[nH]c1ccccc12.Brc1cccc(I)c1>>Brc1cccc(-n2c3ccccc3c3ccccc32)c1,Cu(0),18C6,K2CO3,DMF,,,,-0.5660574731173279
Ar-I|AromN-H -> None || Ar-Cl|Ar-R,AromN-H,"Ar-R,Ar-Cl,Ar-I","Ar-R,Ar-Cl,Ar-I|AromN-H",68.0,c1ccc2c(c1)[nH]c1ccccc12.Clc1cc(Cl)c(C(c2c(Cl)cc(Cl)cc2Cl)c2c(Cl)cc(-n3c4ccc(I)cc4c4cc(I)ccc43)cc2Cl)c(Cl)c1>>Clc1cc(Cl)c(C(c2c(Cl)cc(Cl)cc2Cl)c2c(Cl)cc(-n3c4ccc(-n5c6ccccc6c6ccccc65)cc4c4cc(-n5c6ccccc6c6ccccc65)ccc43)cc2Cl)c(Cl)c1,CuI,1,K3PO4,"1,4-Dioxane",,,,-0.8579977788182248
Ar-I|AromN-H -> None || Ar-Cl|Ar-R,AromN-H,"Ar-R,Ar-Cl,Ar-I","Ar-R,Ar-Cl,Ar-I|AromN-H",74.0,c1ccc2c(c1)c1ccccc1n2-c1ccc2[nH]c3ccc(-n4c5ccccc5c5ccccc54)cc3c2c1.Clc1cc(Cl)c(C(c2c(Cl)cc(Cl)cc2Cl)c2c(Cl)cc(-n3c4ccc(I)cc4c4cc(I)ccc43)cc2Cl)c(Cl)c1>>Clc1cc(Cl)c(C(c2c(Cl)cc(Cl)cc2Cl)c2c(Cl)cc(-n3c4ccc(-n5c6ccc(-n7c8ccccc8c8ccccc87)cc6c6cc(-n7c8ccccc8c8ccccc87)ccc65)cc4c4cc(-n5c6ccc(-n7c8ccccc8c8ccccc87)cc6c6cc(-n7c8ccccc8c8ccccc87)ccc65)ccc43)cc2Cl)c(Cl)c1,CuI,1,K3PO4,"1,4-Dioxane",,,,-0.2402393780691026
Ar-F|RCH2-NHR -> None || Ar-Carbamate|Ar-NHR|Ar-NO2|RCH2-NR2|RCH2-OR,"RCH2-NHR,RCH2-NR2","Ar-F,Ar-NO2,Ar-NHR,Ar-Carbamate,RCH2-OR","Ar-F,Ar-NO2,Ar-NHR,Ar-Carbamate,RCH2-OR|RCH2-NHR,RCH2-NR2",91.0,CNCCN(C)C.COc1cc(F)c([N+](=O)[O-])cc1NC(=O)OC(C)(C)C>>COc1cc(N(C)CCN(C)C)c([N+](=O)[O-])cc1NC(=O)OC(C)(C)C,,,K2CO3,DMF,,,,-0.7071067811865476
Ar-F|RCH2-NHR -> None || Ar-Cl|Ar-NHR|Ar-NO2|Ar-SO2NR2|RCH2-NR2|RCH2-OR,"RCH2-NHR,RCH2-NR2","Ar-Cl,Ar-F,Ar-NO2,Ar-NHR,Ar-SO2NR2,RCH2-NR2,RCH2-OR","Ar-Cl,Ar-F,Ar-NO2,Ar-NHR,Ar-SO2NR2,RCH2-NR2,RCH2-OR|RCH2-NHR,RCH2-NR2",94.0,CNCCN(C)C.COc1cc(F)c([N+](=O)[O-])cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)N(C)C)n1>>COc1cc(N(C)CCN(C)C)c([N+](=O)[O-])cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)N(C)C)n1,,,,"1,4-Dioxane",,,,0.0
Ar-F -> RCH2-NHR || Any-Lactam|Any-N3|Any-NHR|Ar-CONR2|R-CONHR|R-H-acidic|RCH2-OR,"RCH2-OR,Any-N3","R-H-acidic,Ar-F,Ar-CONR2,Any-NHR,Any-Lactam,R-CONHR","R-H-acidic,Ar-F,Ar-CONR2,Any-NHR,Any-Lactam,R-CONHR|RCH2-OR,Any-N3",5.0,[N-]=[N+]=NCCOCCOCCOCCN=[N+]=[N-].O=C1CCC(N2C(=O)c3cccc(F)c3C2=O)C(=O)N1>>[N-]=[N+]=NCCOCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,NaOH / DIPEA,EtOAc / water / DMF,water,,,0.0
Ar-F|RCH2-NHR -> RCH2-NR2 || Any-Lactam|Any-NHR|Ar-CONR2|R-CONHR|R-H-acidic|R2CH-OH,"RCH2-NHR,R2CH-OH","R-H-acidic,Ar-F,Ar-CONR2,Any-NHR,Any-Lactam,R-CONHR","R-H-acidic,Ar-F,Ar-CONR2,Any-NHR,Any-Lactam,R-CONHR|RCH2-NHR,R2CH-OH",90.0,OC1CCNCC1.O=C1CCC(N2C(=O)c3ccc(F)cc3C2=O)C(=O)N1>>O=C1CCC(N2C(=O)c3ccc(N4CCC(O)CC4)cc3C2=O)C(=O)N1,,,DIPEA,NMP,,,,0.0
Ar-F|RCH2-NHR -> RCH2-NR2 || Ar-CN|Ar-Ester|RCH2-OH,"RCH2-NHR,RCH2-OH","Ar-F,Ar-CN,Ar-Ester","Ar-F,Ar-CN,Ar-Ester|RCH2-NHR,RCH2-OH",90.0,OCCC1CCNCC1.COC(=O)c1cc(F)ccc1C#N>>COC(=O)c1cc(N2CCC(CCO)CC2)ccc1C#N,,,DIPEA,NMP,,,,0.0
Ar-CONHR|Ar-F|Ar-NHR -> None || Ar-R|AromN-H,"Ar-R,AromN-H,Ar-F,Ar-NHR,Ar-CONHR",,"Ar-R,AromN-H,Ar-F,Ar-NHR,Ar-CONHR",92.0,Cc1ccc(F)c(NC(=O)c2cc(C)n[nH]2)c1>>Cc1ccc2c(c1)[nH]c(=O)c1cc(C)nn12,,,NaH,DMAc,,,,0.25982792098465146
Ar-CONHR|Ar-F|Ar-NHR -> None || Ar-R|AromN-H,"Ar-R,AromN-H,Ar-F,Ar-NHR,Ar-CONHR",,"Ar-R,AromN-H,Ar-F,Ar-NHR,Ar-CONHR",85.0,Cc1ccc(F)c(NC(=O)c2cc[nH]n2)c1>>Cc1ccc2c(c1)[nH]c(=O)c1ccnn12,,,NaH,DMAc,,,,-1.1042686641847734
Ar-CONHR|Ar-F|Ar-NHR -> None || Ar-R|AromN-H,"Ar-R,AromN-H,Ar-F,Ar-NHR,Ar-CONHR",,"Ar-R,AromN-H,Ar-F,Ar-NHR,Ar-CONHR",95.0,Cc1ccc(F)c(NC(=O)c2cc(C(C)C)n[nH]2)c1>>Cc1ccc2c(c1)[nH]c(=O)c1cc(C(C)C)nn12,,,NaH,DMAc,,,,0.8444407432001193
Ar-F|R2CH-NHR|RCH2-NHR -> R2CH-NR2|RCH2-NR2 || Ar-Ester|Ar-NO2|R-H-acidic|R2CH-Ester,"Ar-F,Ar-NO2,Ar-Ester","R-H-acidic,RCH2-NHR,R2CH-NHR,R2CH-Ester","Ar-F,Ar-NO2,Ar-Ester|R-H-acidic,RCH2-NHR,R2CH-NHR,R2CH-Ester",97.0,COC(=O)c1ccc(F)c([N+](=O)[O-])c1.COC(=O)[C@H]1CCCN1>>COC(=O)c1ccc(N2CCC[C@@H]2C(=O)OC)c([N+](=O)[O-])c1,,,K2CO3,DMF,,,,0.5096034054337273
Ar-F|R2CH-NHR|RCH2-NHR -> R2CH-NR2|RCH2-NR2 || Ar-Ester|Ar-NO2|R-H-acidic|R2CH-Ester,"Ar-F,Ar-NO2,Ar-Ester","R-H-acidic,RCH2-NHR,R2CH-NHR,R2CH-Ester","Ar-F,Ar-NO2,Ar-Ester|R-H-acidic,RCH2-NHR,R2CH-NHR,R2CH-Ester",72.0,COC(=O)c1ccc(F)c([N+](=O)[O-])c1.CCOC(=O)C1CCCCN1>>CCOC(=O)C1CCCCN1c1ccc(C(=O)OC)cc1[N+](=O)[O-],,,K2CO3,DMF,,,,-1.1521468296762518
Ar-F|R2CH-NHR|RCH2-NHR -> R2CH-NR2|RCH2-NR2 || Ar-Ester|Ar-NO2|R-H-acidic|R2CH-Ester,"Ar-F,Ar-NO2,Ar-Ester","R-H-acidic,RCH2-NHR,R2CH-NHR,R2CH-Ester","Ar-F,Ar-NO2,Ar-Ester|R-H-acidic,RCH2-NHR,R2CH-NHR,R2CH-Ester",99.0,COC(=O)c1ccc(F)c([N+](=O)[O-])c1.COC(=O)[C@@H]1CCCN1>>COC(=O)c1ccc(N2CCC[C@H]2C(=O)OC)c([N+](=O)[O-])c1,,,K2CO3,DMF,,,,0.6425434242425255
Ar-F|AromN-H -> None || Ar-Ester|Ar-NO2,AromN-H,"Ar-F,Ar-NO2,Ar-Ester","Ar-F,Ar-NO2,Ar-Ester|AromN-H",97.0,c1c[nH]cn1.COC(=O)c1ccc(F)c([N+](=O)[O-])c1>>COC(=O)c1ccc(-n2ccnc2)c([N+](=O)[O-])c1,,,K2CO3,DMF,,,,0.0
Ar-F|AromN-H -> None || Ar-Ester|Ar-NO2|Ar-R,"Ar-F,Ar-NO2,Ar-Ester","Ar-R,AromN-H","Ar-F,Ar-NO2,Ar-Ester|Ar-R,AromN-H",92.0,COC(=O)c1ccc(F)c([N+](=O)[O-])c1.Cc1ncc[nH]1>>COC(=O)c1ccc(-n2ccnc2C)c([N+](=O)[O-])c1,,,K2CO3,DMF,,,,0.0
Ar-I|R-CONHR|RCH2-NHR -> Ar-Lactam|R-CONR2 || Ar-Br|Ar-R|R-H-acidic,"Ar-Br,Ar-I","R-H-acidic,Ar-R,RCH2-NHR,R-CONHR","Ar-Br,Ar-I|R-H-acidic,Ar-R,RCH2-NHR,R-CONHR",69.0,Brc1ccc(I)cc1.O=C1NCCC1c1ccccc1>>O=C1C(c2ccccc2)CCN1c1ccc(Br)cc1,CuI,N,,EtOAc,CsF,,,0.0
Ar-I|AromN-H -> None || Ar-Bpin|Ar-R,"Ar-I,Ar-Bpin","Ar-R,AromN-H","Ar-I,Ar-Bpin|Ar-R,AromN-H",73.0,CC1(C)OB(c2ccc(I)cc2)OC1(C)C.O=c1[nH]ncn1Cc1ccccc1>>CC1(C)OB(c2ccc(-n3ncn(Cc4ccccc4)c3=O)cc2)OC1(C)C,CuI,TMCD,K3PO4,"1,4-Dioxane",,,,0.0
R2CH-NHR|RCH2-NHR -> R2CH-NR2|RCH2-NR2 || Ar-Cl|RCH2-OR,Ar-Cl,"RCH2-NHR,R2CH-NHR,RCH2-OR","Ar-Cl|RCH2-NHR,R2CH-NHR,RCH2-OR",80.0,Clc1nc(Cl)c2sccc2n1.C[C@@H]1COCCN1>>C[C@@H]1COCCN1c1nc(Cl)nc2ccsc12,,,Et3N,EtOH,,,,-0.6343350474165458
R2CH-NHR|RCH2-NHR -> R2CH-NR2|RCH2-NR2 || Ar-Cl|Ar-I|RCH2-OR,"RCH2-NHR,R2CH-NHR,RCH2-OR","Ar-Cl,Ar-I","Ar-Cl,Ar-I|RCH2-NHR,R2CH-NHR,RCH2-OR",84.0,C[C@@H]1COCCN1.Clc1nc(Cl)c2scc(I)c2n1>>C[C@@H]1COCCN1c1nc(Cl)nc2c(I)csc12,,,Et3N,EtOH,,,,-1.5
Ar-Cl|AromN-H -> None || Any-SO2R|R-H-acidic|R-OSO2R|R2CH-NR2|RCH2-NR2|RCH2-OR,AromN-H,"R-H-acidic,Any-SO2R,R-OSO2R,Ar-Cl,RCH2-NR2,R2CH-NR2,RCH2-OR","AromN-H|R-H-acidic,Any-SO2R,R-OSO2R,Ar-Cl,RCH2-NR2,R2CH-NR2,RCH2-OR",54.0,c1ccc2[nH]cnc2c1.C[C@@H]1COCCN1c1nc(Cl)nc2c(S(C)(=O)=O)csc12>>C[C@@H]1COCCN1c1nc(-n2cnc3ccccc32)nc2c(S(C)(=O)=O)csc12,Pd2(dba)3,XPhos,Cs2CO3,"1,4-Dioxane",,,,0.0
Ar-Cl|Bn-NHR -> Bn-NR2 || AromN-H,Bn-NHR,"Ar-Cl,AromN-H","Ar-Cl,AromN-H|Bn-NHR",73.0,CNCc1ccccc1.Clc1ncnc2[nH]ccc12>>CN(Cc1ccccc1)c1ncnc2[nH]ccc12,,,,n-BuOH,,,,-0.8640682817262345
Ar-Cl|Bn-NHR -> Bn-NR2 || AromN-H,"Ar-Cl,AromN-H",Bn-NHR,"Ar-Cl,AromN-H|Bn-NHR",93.0,Clc1ncnc2nc[nH]c12.CNCc1ccccc1>>CN(Cc1ccccc1)c1ncnc2nc[nH]c12,,,DIPEA,"1,4-Dioxane",,,,0.7817760644189741
Ar-Cl|Bn-NH2 -> Bn-NHR || AromN-H,"Ar-Cl,AromN-H",Bn-NH2,"Ar-Cl,AromN-H|Bn-NH2",82.0,Clc1ncnc2nc[nH]c12.NCc1ccccc1>>c1ccc(CNc2ncnc3nc[nH]c23)cc1,,,DIPEA,n-BuOH,,,,-0.7071067811865475
Ar-Cl|Bn-NHR -> Bn-NR2 || Ar-F|Ar-I|R2CH-OR|RCH2-OR,"Ar-F,Bn-NHR","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR|Ar-F,Bn-NHR",89.0,CNCc1ccccc1F.Clc1ncnc2c1nc(I)n2C1CCCCO1>>CN(Cc1ccccc1F)c1ncnc2c1nc(I)n2C1CCCCO1,,,DIPEA,"1,4-Dioxane",,,,0.25982792098465146
Ar-Cl|Bn-NHR -> Bn-NR2 || Ar-I|Ar-R|R2CH-OR|RCH2-OR,"Ar-R,Bn-NHR","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR|Ar-R,Bn-NHR",87.0,CNCc1ccccc1C.Clc1ncnc2c1nc(I)n2C1CCCCO1>>Cc1ccccc1CN(C)c1ncnc2c1nc(I)n2C1CCCCO1,,,Et3N,"1,4-Dioxane",,,,-1.1547005383792535
Ar-Cl|Bn-NHR -> Bn-NR2 || Ar-I|Ar-R|R2CH-OR|RCH2-OR,"Ar-R,Bn-NHR","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR|Ar-R,Bn-NHR",91.0,CNCc1cccc(C)c1.Clc1ncnc2c1nc(I)n2C1CCCCO1>>Cc1cccc(CN(C)c2ncnc3c2nc(I)n3C2CCCCO2)c1,,,DIPEA,"1,4-Dioxane",,,,0.5773502691896236
Ar-Cl|Bn-NHR -> Bn-NR2 || Ar-I|Ar-R|R2CH-OR|RCH2-OR,"Ar-R,Bn-NHR","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR|Ar-R,Bn-NHR",91.0,CNCc1ccc(C)cc1.Clc1ncnc2c1nc(I)n2C1CCCCO1>>Cc1ccc(CN(C)c2ncnc3c2nc(I)n3C2CCCCO2)cc1,,,DIPEA,"1,4-Dioxane",,,,0.5773502691896236
Ar-Cl|Bn-NHR -> Bn-NR2 || Ar-F|Ar-I|R2CH-OR|RCH2-OR,"Ar-F,Bn-NHR","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR|Ar-F,Bn-NHR",82.0,CNCc1cccc(F)c1.Clc1ncnc2c1nc(I)n2C1CCCCO1>>CN(Cc1cccc(F)c1)c1ncnc2c1nc(I)n2C1CCCCO1,,,DIPEA,"1,4-Dioxane",,,,-1.1042686641847734
Ar-Cl|Bn-NHR -> Bn-NR2 || Ar-I|R2CH-OR|RCH2-OR,"Bn-NHR,RCH2-OR","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR|Bn-NHR,RCH2-OR",82.0,CNCc1ccccc1OC.Clc1ncnc2c1nc(I)n2C1CCCCO1>>COc1ccccc1CN(C)c1ncnc2c1nc(I)n2C1CCCCO1,,,DIPEA,"1,4-Dioxane",,,,-1.3
Ar-Cl|Bn-NHR -> Bn-NR2 || Ar-F|Ar-I|R2CH-OR|RCH2-OR,"Ar-F,Bn-NHR","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR|Ar-F,Bn-NHR",92.0,CNCc1ccc(F)cc1.Clc1ncnc2c1nc(I)n2C1CCCCO1>>CN(Cc1ccc(F)cc1)c1ncnc2c1nc(I)n2C1CCCCO1,,,DIPEA,"1,4-Dioxane",,,,0.8444407432001193
Ar-Cl|Bn-NHR -> Bn-NR2 || Ar-I|R2CH-OR|RCH2-OR,"Bn-NHR,RCH2-OR","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR|Bn-NHR,RCH2-OR",88.0,CNCc1cccc(OC)c1.Clc1ncnc2c1nc(I)n2C1CCCCO1>>COc1cccc(CN(C)c2ncnc3c2nc(I)n3C2CCCCO2)c1,,,DIPEA,"1,4-Dioxane",,,,1.1
Ar-Cl|Bn-NHR -> Bn-NR2 || Ar-I|R2CH-OR|RCH2-OR,"Bn-NHR,RCH2-OR","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR|Bn-NHR,RCH2-OR",86.0,CNCc1ccc(OC)cc1.Clc1ncnc2c1nc(I)n2C1CCCCO1>>COc1ccc(CN(C)c2ncnc3c2nc(I)n3C2CCCCO2)cc1,,,DIPEA,"1,4-Dioxane",,,,0.3
Ar-Cl|Bn-NHR -> Bn-NR2 || Ar-I|R2CH-OR|RCH2-OR,"Bn-NHR,RCH2-OR","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR|Bn-NHR,RCH2-OR",85.0,CNCc1ccc(OC)c(OC)c1.Clc1ncnc2c1nc(I)n2C1CCCCO1>>COc1ccc(CN(C)c2ncnc3c2nc(I)n3C2CCCCO2)cc1OC,,,DIPEA,"1,4-Dioxane",,,,-0.1
Ar-Cl|Bn-NHR -> Bn-NR2 || Ar-I|R2CH-OR|RCH2-OR,Bn-NHR,"Ar-Cl,Ar-I,RCH2-OR,R2CH-OR","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR|Bn-NHR",92.0,CNCc1ccccn1.Clc1ncnc2c1nc(I)n2C1CCCCO1>>CN(Cc1ccccn1)c1ncnc2c1nc(I)n2C1CCCCO1,,,Et3N,"1,4-Dioxane",,,,0.7442790926669612
Ar-Cl|Bn-NHR -> Bn-NR2 || Ar-I|R2CH-OR|RCH2-OR,Bn-NHR,"Ar-Cl,Ar-I,RCH2-OR,R2CH-OR","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR|Bn-NHR",94.0,CNCc1cccnc1.Clc1ncnc2c1nc(I)n2C1CCCCO1>>CN(Cc1cccnc1)c1ncnc2c1nc(I)n2C1CCCCO1,,,DIPEA,"1,4-Dioxane",,,,0.9648062312349497
Ar-Cl|Bn-NHR -> Bn-NR2 || Ar-I|Ar-R|R2CH-OR|R3C-F|RCH2-OR,"Ar-R,Bn-NHR,R3C-F","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR|Ar-R,Bn-NHR,R3C-F",80.0,CNCc1cccc(C(F)(F)F)c1.Clc1ncnc2c1nc(I)n2C1CCCCO1>>CN(Cc1cccc(C(F)(F)F)c1)c1ncnc2c1nc(I)n2C1CCCCO1,,,DIPEA,"1,4-Dioxane",,,,0.0
Ar-Cl|Bn-NHR -> Bn-NR2 || Ar-I|R2CH-OR|RCH2-OR,Bn-NHR,"Ar-Cl,Ar-I,RCH2-OR,R2CH-OR","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR|Bn-NHR",79.0,CNCc1ccncc1.Clc1ncnc2c1nc(I)n2C1CCCCO1>>CN(Cc1ccncc1)c1ncnc2c1nc(I)n2C1CCCCO1,,,DIPEA,"1,4-Dioxane",,,,-0.689147308024964
Ar-Cl|Bn-NHR -> Bn-NR2 || Ar-I|R2CH-OR|RCH2-OR,Bn-NHR,"Ar-Cl,Ar-I,RCH2-OR,R2CH-OR","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR|Bn-NHR",76.0,CNCc1cccs1.Clc1ncnc2c1nc(I)n2C1CCCCO1>>CN(Cc1cccs1)c1ncnc2c1nc(I)n2C1CCCCO1,,,Et3N,"1,4-Dioxane",,,,-1.0199380158769469
Ar-Cl|RCH2-NHR -> RCH2-NR2 || Ar-I|R2CH-OR|RCH2-OR,RCH2-NHR,"Ar-Cl,Ar-I,RCH2-OR,R2CH-OR","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR|RCH2-NHR",83.0,CNCC1CCCC1.Clc1ncnc2c1nc(I)n2C1CCCCO1>>CN(CC1CCCC1)c1ncnc2c1nc(I)n2C1CCCCO1,,,Et3N,"1,4-Dioxane",,,,-0.7687665737984294
Any-H|Ar-Cl|Bn-NHR -> Bn-NR2 || Ar-I|Ar-OH|R2CH-OR|RCH2-OR,"Ar-OH,Bn-NHR",Any-H,"Any-H|Ar-OH,Bn-NHR",76.0,CNCc1ccccc1O.Cl.Clc1ncnc2c1nc(I)n2C1CCCCO1>>CN(Cc1ccccc1O)c1ncnc2c1nc(I)n2C1CCCCO1,,,DIPEA,"1,4-Dioxane",,,,0.0
Ar-Cl|RCH2-NHR -> RCH2-NR2 || Ar-I|R2CH-OR|RCH2-OR,RCH2-NHR,"Ar-Cl,Ar-I,RCH2-OR,R2CH-OR","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR|RCH2-NHR",86.0,CNCC1CCCCC1.Clc1ncnc2c1nc(I)n2C1CCCCO1>>CN(CC1CCCCC1)c1ncnc2c1nc(I)n2C1CCCCO1,,,Et3N,"1,4-Dioxane",,,,-0.3617725053169083
Ar-Cl|RCH2-NHR -> RCH2-NR2 || Ar-I|R2CH-OR|RCH2-OR,"RCH2-NHR,RCH2-OR,R2CH-OR","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR","Ar-Cl,Ar-I,RCH2-OR,R2CH-OR|RCH2-NHR,RCH2-OR,R2CH-OR",89.0,CNCC1CCCO1.Clc1ncnc2c1nc(I)n2C1CCCCO1>>CN(CC1CCCO1)c1ncnc2c1nc(I)n2C1CCCCO1,,,Et3N,"1,4-Dioxane",,,,0.0
