Reaction_Type_Standardized,Is_Intramolecular,Reactant_A_Type,Reactant_B_Type,Reactant_Types_Key,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
R2CH-NH2|RCH2-CO2H -> R-CONHR|R2CH-NHR || Propargyl-H|R-CCH|R-H-acidic|RCH2-NHR,False,"R-H-acidic,Propargyl-H,RCH2-CO2H,R-CCH","R2CH-NH2,RCH2-NHR","R-H-acidic,Propargyl-H,RCH2-CO2H,R-CCH|R2CH-NH2,RCH2-NHR",74.0,C#CCCCC(=O)O.CC(C)(C)OC(=O)NCC(N)CNC(=O)OC(C)(C)C>>C#CCCCC(=O)NC(CNC(=O)OC(C)(C)C)CNC(=O)OC(C)(C)C,,,,DCM,water,EDCI·HCl,,0.0
Ar-CO2H|Ar-NH2 -> Ar-CONHR|Ar-NHR || Ar-I|Pyridine,False,"Ar-CO2H,Pyridine","Ar-I,Ar-NH2","Ar-CO2H,Pyridine|Ar-I,Ar-NH2",89.0,O=C(O)c1ccncc1.Nc1ccc(I)cc1>>O=C(Nc1ccc(I)cc1)c1ccncc1,,,,DCM,DMAP,EDCI·HCl,,1.3055824196677337
R2CH-CO2H|R2CH-NH2 -> R-CONHR|R2CH-NHR || Ar-R|R-H-acidic|R2CH-Ester|R2CH-NHR,False,"R-H-acidic,Ar-R,R2CH-NHR,R2CH-CO2H","R-H-acidic,R2CH-NH2,R2CH-Ester","R-H-acidic,Ar-R,R2CH-NHR,R2CH-CO2H|R-H-acidic,R2CH-NH2,R2CH-Ester",91.0,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)O.CC[C@H](C)[C@H](N)C(=O)OC>>CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)C(=O)OC,,,Et3N / NaHCO3,EDC / water,,,,0.7535643028371105
R2CH-CO2H|R2CH-NH2|R3C-CO2H|R3C-F -> R-CONHR|R2CH-NHR || Any-Ester|Any-Lactam|Ar-R|R-CONHR|R-CONR2|R-H-acidic|R2CH-Ester|R2CH-NHR,False,"R-H-acidic,R2CH-NHR,R2CH-CO2H,Any-Ester,R-CONHR,R-CONR2,Any-Lactam","R-H-acidic,Ar-R,R2CH-NH2,R2CH-NHR,R2CH-Ester,Any-Ester,R-CONHR,R-CONR2,Any-Lactam","R-H-acidic,Ar-R,R2CH-NH2,R2CH-NHR,R2CH-Ester,Any-Ester,R-CONHR,R-CONR2,Any-Lactam|R-H-acidic,R2CH-NHR,R2CH-CO2H,Any-Ester,R-CONHR,R-CONR2,Any-Lactam",77.0,C[C@H](NC(=O)[C@H]1[C@H](C)OC(=O)N1C(=O)[C@H](C)NC(=O)[C@H]1[C@H](C)OC(=O)N1C(=O)[C@H](C)NC(=O)[C@H]1[C@H](C)OC(=O)N1C(=O)[C@H](C)NC(=O)OC(C)(C)C)C(=O)N1C(=O)O[C@@H](C)[C@@H]1C(=O)O.C[C@H](N)C(=O)N1C(=O)O[C@@H](C)[C@@H]1C(=O)N[C@@H](C)C(=O)N1C(=O)O[C@@H](C)[C@@H]1C(=O)N[C@@H](C)C(=O)N1C(=O)O[C@@H](C)[C@@H]1C(=O)N[C@@H](C)C(=O)N1C(=O)O[C@@H](C)[C@@H]1C(=O)OCc1ccccc1.O=C(O)C(F)(F)F>>C[C@H](NC(=O)OC(C)(C)C)C(=O)N1C(=O)O[C@@H](C)[C@@H]1C(=O)N[C@@H](C)C(=O)N1C(=O)O[C@@H](C)[C@@H]1C(=O)N[C@@H](C)C(=O)N1C(=O)O[C@@H](C)[C@@H]1C(=O)N[C@@H](C)C(=O)N1C(=O)O[C@@H](C)[C@@H]1C(=O)N[C@@H](C)C(=O)N1C(=O)O[C@@H](C)[C@@H]1C(=O)N[C@@H](C)C(=O)N1C(=O)O[C@@H](C)[C@@H]1C(=O)N[C@@H](C)C(=O)N1C(=O)O[C@@H](C)[C@@H]1C(=O)N[C@@H](C)C(=O)N1C(=O)O[C@@H](C)[C@@H]1C(=O)OCc1ccccc1,,,Et3N / NaHCO3,MeCN / EtOAc / water,SodiumChloride,HBTU,,0.7071067811865475
R2CH-NH2|R3C-CO2H -> R-CONHR|R2CH-NHR || Any-CO-R|Ar-F|Ar-NHR|Ar-R|R-CONHR|R-H-acidic,False,"R-H-acidic,Ar-R,Any-CO-R,R3C-CO2H","R-H-acidic,Ar-R,Ar-F,Ar-NHR,R2CH-NH2,R-CONHR","R-H-acidic,Ar-R,Any-CO-R,R3C-CO2H|R-H-acidic,Ar-R,Ar-F,Ar-NHR,R2CH-NH2,R-CONHR",84.0,CC(C)c1ccc2c(c1)C(=O)C[C@H]1[C@](C)(C(=O)O)CCC[C@]21C.N[C@H](Cc1ccccc1)C(=O)Nc1ccc(F)cc1>>CC(C)c1ccc2c(c1)C(=O)C[C@H]1[C@](C)(C(=O)N[C@H](Cc3ccccc3)C(=O)Nc3ccc(F)cc3)CCC[C@]21C,,,Et3N,DCM,,,,1.3055824196677337
Any-H|Any-NH2|R2CH-CO2H -> Any-NHR|R-CONHR || Any-OR|Ar-R|R-H-acidic|RCH2-OR,False,"R-H-acidic,Ar-R,RCH2-OR,R2CH-CO2H","Any-NH2,Any-OR","Any-NH2,Any-OR|R-H-acidic,Ar-R,RCH2-OR,R2CH-CO2H",90.0,C[C@@H](COCc1ccccc1)C(=O)O.CON.Cl>>CONC(=O)[C@@H](C)COCc1ccccc1,DMF,,NaHCO3,DCM,water,,,0.0
R2CH-NH2|RCH2-CO2H -> R-CONHR|R2CH-NHR || Any-Ester|Any-N3|R-H-acidic|R2CH-Ester|R2CH-NR2|RCH2-NR2,False,"R-H-acidic,RCH2-CO2H,Any-N3","R-H-acidic,R2CH-NH2,R2CH-NR2,RCH2-NR2,R2CH-Ester,Any-Ester","R-H-acidic,R2CH-NH2,R2CH-NR2,RCH2-NR2,R2CH-Ester,Any-Ester|R-H-acidic,RCH2-CO2H,Any-N3",91.0,[N-]=[N+]=NCCCCCC(=O)O.COC(=O)[C@@H]1C[C@H](N)CN1C(=O)OC(C)(C)C>>COC(=O)[C@@H]1C[C@H](NC(=O)CCCCCN=[N+]=[N-])CN1C(=O)OC(C)(C)C,,,Et3N,DCM,HOBt,EDCI·HCl,,0.0
Ar-CO2H|R2CH-NH2 -> Ar-CONHR|R2CH-NHR || Ar-Br,False,"Ar-Br,Ar-CO2H",R2CH-NH2,"Ar-Br,Ar-CO2H|R2CH-NH2",91.0,O=C(O)c1cccc(Br)c1.NC1CC1>>O=C(NC1CC1)c1cccc(Br)c1,,,DIPEA,DCM,,TBTU,,0.9517250315073407
Ar-CO2H|Ar-NH2 -> Ar-CONHR|Ar-NHR || Ar-Cl|Ar-OH|Ar-R,False,"Ar-Cl,Ar-CO2H","Ar-R,Ar-NH2,Ar-OH","Ar-Cl,Ar-CO2H|Ar-R,Ar-NH2,Ar-OH",83.0,O=C(O)c1ccc(Cl)cc1Cl.CCc1cc(N)ccc1O>>CCc1cc(NC(=O)c2ccc(Cl)cc2Cl)ccc1O,DMAP,,DIPEA,DCM,,EDCI·HCl,,-1.4591551864924166
Ar-CO2H|Ar-NH2|R3C-CO2H|R3C-F -> Ar-CONHR|Ar-NHR || Ar-Ar|Ar-F|Ar-R,False,"Ar-Ar,Ar-R,Ar-F,Ar-CO2H","Ar-Ar,Ar-R,Ar-F,Ar-NH2","Ar-Ar,Ar-R,Ar-F,Ar-CO2H|Ar-Ar,Ar-R,Ar-F,Ar-NH2",78.0,Cc1ccc(C(=O)O)cc1-c1ccc(F)c(F)c1.Cc1ccc(N)cc1-c1ccc(F)cc1.O=C(O)C(F)(F)F>>Cc1ccc(NC(=O)c2ccc(C)c(-c3ccc(F)c(F)c3)c2)cc1-c1ccc(F)cc1,,,,DCM,DMAP,EDCI·HCl,,0.0
Any-H|Any-NH2|RCH2-CO2H -> Any-NHR|R-CONHR || Any-Imino|Any-SR|R-H-acidic,False,"R-H-acidic,RCH2-CO2H",Any-H,"Any-H|R-H-acidic,RCH2-CO2H",80.0,CCCCCCCCCCCC(=O)O.Cl.NC1=NCCS1>>CCCCCCCCCCCC(=O)NC1=NCCS1,,,K2CO3,MeCN,,SOCl2,,-0.43303060200598553
Bn-NR2|R2CH-CO2H -> R-CONR2|R2CH-NR2 || Ar-R|R-CONHR|R-H-acidic|R2CH-Ester|R2CH-NHR,False,"R-H-acidic,Ar-R,Bn-NR2,R2CH-NHR,R2CH-Ester,R-CONHR","R-H-acidic,R2CH-NHR,R2CH-CO2H","R-H-acidic,Ar-R,Bn-NR2,R2CH-NHR,R2CH-Ester,R-CONHR|R-H-acidic,R2CH-NHR,R2CH-CO2H",78.0,COC(=O)[C@H](C)NC(=O)[C@H]1[C@@H](c2ccccc2)[C@H](C)N1Cc1ccccc1.C[C@H](NC(=O)OC(C)(C)C)C(=O)O>>COC(=O)[C@H](C)NC(=O)[C@H]1[C@@H](c2ccccc2)[C@H](C)N1C(=O)[C@H](C)NC(=O)OC(C)(C)C,Palladium,,Et3N,MeOH,TMSCI / HOBt,EDCI·HCl,,0.0
R2CH-NH2|RCH2-CO2H -> R-CONHR|R2CH-NHR || Ar-Br|Ar-R|Pyridine|R-H-acidic,False,"R-H-acidic,RCH2-CO2H","Ar-R,Ar-Br,R2CH-NH2,Pyridine","Ar-R,Ar-Br,R2CH-NH2,Pyridine|R-H-acidic,RCH2-CO2H",92.0,CCC(=O)O.NC1CCCc2c(Br)cncc21>>CCC(=O)NC1CCCc2c(Br)cncc21,,,,DCM,,EDCI·HCl,,0.0
Ar-NH2|R2CH-CO2H -> Ar-NHR|R-CONHR || Ar-CN|Ar-NR2|Ar-R|Pyridine|R-H-acidic|R3C-F,False,"R-H-acidic,Ar-R,Ar-CN,Ar-NR2,R2CH-CO2H,R3C-F,Pyridine","Ar-R,Ar-NH2,R3C-F","Ar-R,Ar-NH2,R3C-F|R-H-acidic,Ar-R,Ar-CN,Ar-NR2,R2CH-CO2H,R3C-F,Pyridine",76.0,N#Cc1ccc(C(F)(F)F)nc1N1CCC(C(=O)O)CC1.Nc1cccc(C(F)(F)F)c1>>N#Cc1ccc(C(F)(F)F)nc1N1CCC(C(=O)Nc2cccc(C(F)(F)F)c2)CC1,,,,DCM,HOBt,,,-0.7071067811865476
Ar-CO2H|Bn-NH2 -> Ar-CONHR|Bn-NHR || Ar-R|Pyridine|R3C-F,False,"Ar-R,Ar-CO2H,R3C-F","Bn-NH2,Pyridine","Ar-R,Ar-CO2H,R3C-F|Bn-NH2,Pyridine",91.0,O=C(O)c1cccc(C(F)(F)F)c1.NCc1ccccn1>>O=C(NCc1ccccn1)c1cccc(C(F)(F)F)c1,DMF,,Et3N / NaHCO3,DCM / water,,,,0.0
Any-H|R2CH-CO2H|RCH2-NH2 -> R-CONHR|RCH2-NHR || Ar-Br|Ar-OH|Ar-OR|Ar-R|R-H-acidic|R2CH-OH,False,"Ar-R,Ar-OH,Ar-OR,RCH2-NH2",Any-H,"Any-H|Ar-R,Ar-OH,Ar-OR,RCH2-NH2",82.0,COc1cc(CCN)ccc1O.Cl.O=C(O)C(O)c1ccccc1Br>>COc1cc(CCNC(=O)C(O)c2ccccc2Br)ccc1O,,,DIPEA,DMF / water,,,,0.0
Bn-NH2|R2CH-CO2H -> Bn-NHR|R-CONHR || Ar-Cl|Ar-F|Ar-OR|R-H-acidic,False,"Ar-F,Bn-NH2","R-H-acidic,Ar-Cl,Ar-OR,R2CH-CO2H","Ar-F,Bn-NH2|R-H-acidic,Ar-Cl,Ar-OR,R2CH-CO2H",80.0,NCc1cccc(F)c1.CC(Oc1ccc(Cl)cc1Cl)C(=O)O>>CC(Oc1ccc(Cl)cc1Cl)C(=O)NCc1cccc(F)c1,,,DIPEA,DMF,,HATU,,0.0
Any-NH2|Ar-CO2H|Ar-SO2NH2 -> Any-NHR|Ar-CONHR|Ar-SO2NHR || Ar-Cl|Ar-OR|Ar-R|AromN-H|Furan|Indole,False,"Ar-SO2NH2,Any-NH2,Furan","Ar-R,Ar-Cl,AromN-H,Ar-OR,Ar-CO2H,Indole","Ar-R,Ar-Cl,AromN-H,Ar-OR,Ar-CO2H,Indole|Ar-SO2NH2,Any-NH2,Furan",85.0,NS(=O)(=O)c1ccco1.Cc1cc(OCCCc2c(C(=O)O)[nH]c3cc(Cl)ccc23)cc(C)c1Cl>>Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)c3ccco3)[nH]c3cc(Cl)ccc23)cc(C)c1Cl,,,Et3N,DCM,DMAP,EDCI·HCl,,0.0
Ar-CO2H|R2CH-NH2 -> Ar-CONHR|R2CH-NHR || Ar-R|Thiazole,False,"Ar-R,Ar-CO2H,Thiazole",R2CH-NH2,"Ar-R,Ar-CO2H,Thiazole|R2CH-NH2",81.0,Cc1nc2sc3ccccc3n2c1C(=O)O.NC1CCCCC1>>Cc1nc2sc3ccccc3n2c1C(=O)NC1CCCCC1,,,Et3N,DCM,HOBt,EDCI·HCl,,0.0
Ar-CO2H|Ar-NH2 -> Ar-CONHR|Ar-NHR || Any-CONR2|Ar-Alkenyl|RCH2-NR2|RCH2-OR,False,Ar-NH2,"Ar-Alkenyl,Ar-CO2H,RCH2-NR2,RCH2-OR,Any-CONR2","Ar-Alkenyl,Ar-CO2H,RCH2-NR2,RCH2-OR,Any-CONR2|Ar-NH2",70.0,Nc1ccccc1.O=C(O)c1ccccc1/C=C/C(=O)N1CCOCC1>>O=C(Nc1ccccc1)c1ccccc1/C=C/C(=O)N1CCOCC1,DMAP,,,DCM,,DCC,,0.0
Any-H|R2CH-CO2H|R2CH-NH2 -> R-CONHR|R2CH-NHR || Ar-R|R-H-acidic|R2CH-Ester|R2CH-NHR|RCH2-NHR,False,"R-H-acidic,Ar-R,R2CH-NHR,R2CH-CO2H","R-H-acidic,R2CH-NH2,RCH2-NHR,R2CH-Ester","R-H-acidic,Ar-R,R2CH-NHR,R2CH-CO2H|R-H-acidic,R2CH-NH2,RCH2-NHR,R2CH-Ester",76.0,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(/N=N/c2ccccc2)cc1)C(=O)O.COC(=O)[C@@H](N)CCCCNC(=O)OC(C)(C)C.Cl>>COC(=O)[C@H](CCCCNC(=O)OC(C)(C)C)NC(=O)[C@H](Cc1ccc(/N=N/c2ccccc2)cc1)NC(=O)OC(C)(C)C,,,DIPEA,DMF / water,NH4Cl,HBTU,,0.0
Any-CO2H|Any-NH2|Ar-SO2NH2 -> Any-CONHR|Any-NHR|Ar-SO2NHR || Any-CO-R|Ar-F|Ar-R,False,"Ar-F,Any-CO-R,Any-CO2H","Ar-R,Ar-SO2NH2,Any-NH2","Ar-F,Any-CO-R,Any-CO2H|Ar-R,Ar-SO2NH2,Any-NH2",75.0,O=C(O)C(=O)c1ccc(F)cc1.Cc1ccc(S(N)(=O)=O)cc1>>Cc1ccc(S(=O)(=O)NC(=O)C(=O)c2ccc(F)cc2)cc1,DMAP,,Et3N,DCM / PhMe / EtOAc,,,,0.0
Ar-CO2H|Ar-NH2 -> Ar-CONHR|Ar-NHR || Ar-AromN|Ar-R,False,"Ar-R,Ar-AromN,Ar-CO2H","Ar-R,Ar-NH2","Ar-R,Ar-AromN,Ar-CO2H|Ar-R,Ar-NH2",74.0,CC(C)(C)c1cc(C(=O)O)n(-c2ccccc2)n1.Cc1ccccc1N>>Cc1ccccc1NC(=O)c1cc(C(C)(C)C)nn1-c1ccccc1,,,Et3N,DCM,,SOCl2,,-1.6271712618973766
Ar-CO2H|Ar-NH2 -> Ar-CONHR|Ar-NHR || Any-CO-R|Ar-Ester|Ar-OR|R-H-acidic,False,"Ar-CO2H,Ar-Ester","R-H-acidic,Ar-NH2,Ar-OR,Any-CO-R","Ar-CO2H,Ar-Ester|R-H-acidic,Ar-NH2,Ar-OR,Any-CO-R",89.0,COC(=O)c1cccc(C(=O)O)c1.CC(=O)c1ccc(OCC(C)C)c(N)c1>>COC(=O)c1cccc(C(=O)Nc2cc(C(C)=O)ccc2OCC(C)C)c1,DMF,,,DCM,,SOCl2,,0.6859943405700353
R2CH-CO2H|RCH2-NHR -> R-CONR2|RCH2-NR2 || Any-Ester|Ar-R|R-H-acidic|R2CH-NHR|RCH2-NR2,False,"R-H-acidic,Ar-R,R2CH-NHR,R2CH-CO2H","RCH2-NHR,RCH2-NR2,Any-Ester","R-H-acidic,Ar-R,R2CH-NHR,R2CH-CO2H|RCH2-NHR,RCH2-NR2,Any-Ester",75.0,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)O.CC(C)(C)OC(=O)N1CC2CNCC(C2)C1>>CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N1CC2CC(CN(C(=O)OC(C)(C)C)C2)C1,Palladium,,Et3N,DCM,HOSu,DCC,,-1.154700538379251
Ar-CO2H|Ar-NH2 -> Ar-CONHR|Ar-NHR || Ar-CONR2|Ar-F|Ar-Lactam|Ar-R|Oxazole,False,"Ar-R,Ar-CO2H,Oxazole","Ar-R,Ar-F,Ar-NH2,Ar-CONR2,Ar-Lactam","Ar-R,Ar-CO2H,Oxazole|Ar-R,Ar-F,Ar-NH2,Ar-CONR2,Ar-Lactam",98.0,Cc1ocnc1C(=O)O.Cc1cccc2c1C(=O)N(c1ccc(N)c(F)c1)C2=O>>Cc1cccc2c1C(=O)N(c1ccc(NC(=O)c3ncoc3C)c(F)c1)C2=O,,,,DCM,,HATU,,0.0
Any-CHO|Any-CONHR|Ar-CO2H|Ar-I|Ar-NHR -> Ar-CONR2|Ar-Lactam || Ar-R,False,"Ar-I,Ar-CO2H","Ar-R,Ar-NHR,Any-CHO,Any-CONHR","Ar-I,Ar-CO2H|Ar-R,Ar-NHR,Any-CHO,Any-CONHR",90.0,O=C(O)c1ccccc1I.Cc1ccc(NC=O)cc1>>Cc1ccc(N2C(=O)c3ccccc3C2=O)cc1,Pd(OAc)2,XantPhos,,,,POC,,0.7071067811865476
Ar-CO2H|R2CH-NH2 -> Ar-CONHR|R2CH-NHR || Ar-Cl|Ar-R|R-AromN|R-H-acidic|R2CH-Ester,False,"R-H-acidic,R2CH-NH2,R2CH-Ester","Ar-R,Ar-Cl,Ar-CO2H,R-AromN","Ar-R,Ar-Cl,Ar-CO2H,R-AromN|R-H-acidic,R2CH-NH2,R2CH-Ester",77.0,CC[C@H](C)[C@H](N)C(=O)OC.CCCCc1nc(Cl)c(C(=O)O)n1C>>CCCCc1nc(Cl)c(C(=O)N[C@H](C(=O)OC)[C@@H](C)CC)n1C,,,DIPEA,DCM,HOBt,,,-0.7071067811865475
Any-H|R2CH-CO2H|R2CH-NH2 -> R-CONHR|R2CH-NHR || R-H-acidic,False,"R-H-acidic,R2CH-CO2H",Any-H,"Any-H|R-H-acidic,R2CH-CO2H",71.0,O=C(O)C1CCCCC1.Cl.NC1C2CC3CC(C2)CC1C3>>O=C(NC1C2CC3CC(C2)CC1C3)C1CCCCC1,,,Et3N,EtOAc,HOBt,EDCI·HCl,,-1.4895489063656195
R3C-CO2H|RCH2-NH2 -> R-CONHR|RCH2-NHR || Any-CHCH2|Any-Ester|R-CHCH2|R-H-acidic|R2CH-Ester|R2CH-NHR|RCH2-NR2,False,"RCH2-NH2,RCH2-NR2,Any-Ester","R-H-acidic,R2CH-NHR,R3C-CO2H,R2CH-Ester,Any-CHCH2,R-CHCH2","R-H-acidic,R2CH-NHR,R3C-CO2H,R2CH-Ester,Any-CHCH2,R-CHCH2|RCH2-NH2,RCH2-NR2,Any-Ester",95.0,CCN(CCN)C(=O)OC(C)(C)C.C=CCOC(=O)N[C@H](C(=O)OCC=C)C(C)(C)C(=O)O>>C=CCOC(=O)N[C@H](C(=O)OCC=C)C(C)(C)C(=O)NCCN(CC)C(=O)OC(C)(C)C,,,DIPEA,DCM,,PyBrOP,,0.0
Ar-CO2H|Ar-NH2 -> Ar-CONHR|Ar-NHR || Ar-NO2|Ar-OH|Ar-OR,False,"Ar-NH2,Ar-OR","Ar-NO2,Ar-OH,Ar-CO2H","Ar-NH2,Ar-OR|Ar-NO2,Ar-OH,Ar-CO2H",71.0,COc1ccc(N)cc1.O=C(O)c1cccc(O)c1[N+](=O)[O-]>>COc1ccc(NC(=O)c2cccc(O)c2[N+](=O)[O-])cc1,,,,DMF,HOBt,EDCI·HCl,,0.0
Any-NH2|R2CH-CO2H -> Any-NHR|R-CONHR || Any-OR|Ar-Cl|Ar-F|Ar-OR|Ar-R|R-H-acidic,False,"R-H-acidic,Ar-Cl,Ar-OR,R2CH-CO2H","Ar-R,Ar-F,Any-NH2,Any-OR","Ar-R,Ar-F,Any-NH2,Any-OR|R-H-acidic,Ar-Cl,Ar-OR,R2CH-CO2H",84.0,CC(Oc1ccc(Cl)cc1Cl)C(=O)O.NOCc1ccc(F)cc1>>CC(Oc1ccc(Cl)cc1Cl)C(=O)NOCc1ccc(F)cc1,,,DIPEA,DMF,,HATU,,0.0
Any-N3|Ar-AromN|Ar-CO2H|Ar-NH2|Ar-R|AromN-H|Imidazole -> Any-Imino|Any-Lactam|Any-NH2|Ar-CONR2|R-AromN|R3C-NHR|RCH2-NH2 || Any-Imino|Any-NH2|R2CH-Cl|R2CH-OH|R3C-NHR,True,"Ar-R,AromN-H,Ar-NH2,Ar-AromN,Ar-CO2H,R3C-NHR,Any-NH2,R2CH-OH,R2CH-Cl,Any-Imino,Any-N3,Imidazole",,"Ar-R,AromN-H,Ar-NH2,Ar-AromN,Ar-CO2H,R3C-NHR,Any-NH2,R2CH-OH,R2CH-Cl,Any-Imino,Any-N3,Imidazole",17.0,[N-]=[N+]=NC[C@@H]1[C@@H](CN=[N+]=[N-])[C@H](c2[nH]c(N)nc2-n2cccc2C(=O)O)[C@]2(NC(N)=N[C@H]2O)[C@H]1Cl>>NC[C@@H]1[C@H]2CN3C(=O)c4cccn4[C@@H]4N=C(N)N[C@@]43[C@@H]2[C@]2(NC(N)=N[C@H]2O)[C@H]1Cl,Pd(OAc)2,,,water / DMF,TFA,EDCI·HCl,,0.0
Ar-CO2H|RCH2-NH2 -> Ar-CONHR|RCH2-NHR|Thiophene || Alkenyl-CN|Alkenyl-NH2|Any-EnolEther|Ar-Ar|Ar-CN|Ar-R|AromN-H|Pyrazole|RCH2-NR2,False,"Ar-Ar,Ar-R,AromN-H,Ar-CN,Ar-CO2H,Alkenyl-CN,Alkenyl-NH2,Pyrazole,Any-EnolEther","RCH2-NH2,RCH2-NR2","Ar-Ar,Ar-R,AromN-H,Ar-CN,Ar-CO2H,Alkenyl-CN,Alkenyl-NH2,Pyrazole,Any-EnolEther|RCH2-NH2,RCH2-NR2",83.0,Cc1n[nH]c2c1C(c1cc(C#N)cc(-c3ccc(C(=O)O)s3)c1)(C(C)C)C(C#N)=C(N)O2.CCN(CC)CCCN>>CCN(CC)CCCNC(=O)c1ccc(-c2cc(C#N)cc(C3(C(C)C)C(C#N)=C(N)Oc4[nH]nc(C)c43)c2)s1,,,,THF,,CDI,,0.7071067811865476
Ar-CO2H|R2CH-NH2 -> Ar-CONHR|R2CH-NHR || Any-CO-R|Ar-NH2|Ar-R|Pyridine|R-H-acidic,False,"Ar-R,Ar-CO2H","R-H-acidic,Ar-R,Ar-NH2,Any-CO-R,R2CH-NH2,Pyridine","Ar-R,Ar-CO2H|R-H-acidic,Ar-R,Ar-NH2,Any-CO-R,R2CH-NH2,Pyridine",76.0,Cc1ccccc1C(=O)O.Nc1nc2ccccn2c1C(=O)[C@@H](N)Cc1ccccc1>>Cc1ccccc1C(=O)N[C@@H](Cc1ccccc1)C(=O)c1c(N)nc2ccccn12,,,Et3N,DCM,HOBt,EDCI·HCl,,0.0
Ar-CO2H|R3C-NH2 -> Ar-CONHR|R3C-NHR || RCH2-OH,False,Ar-CO2H,"R3C-NH2,RCH2-OH","Ar-CO2H|R3C-NH2,RCH2-OH",95.0,O=C(O)c1ccccc1.NC(CO)(CO)CO>>O=C(NC(CO)(CO)CO)c1ccccc1,,,NMM / Et3N,THF / DMF,,,,0.0
Any-H|R2CH-CO2H|R2CH-NH2 -> R-CONHR|R2CH-NHR || R-H-acidic|R2CH-Ester|R2CH-NHR|RCH2-OH,False,"R-H-acidic,R2CH-NH2,RCH2-OH,R2CH-Ester",Any-H,"Any-H|R-H-acidic,R2CH-NH2,RCH2-OH,R2CH-Ester",91.0,COC(=O)[C@@H](N)CO.Cl.CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O>>CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](CO)C(=O)OC,,,DIPEA,DCM / water,HOBt / NH4Cl,EDCI·HCl,,0.5764065512413485
Alkenyl-CO2H|Any-H|Ar-NH2 -> Any-CONHR|Ar-NHR || Ar-Cl|Ar-NHR|Ar-OR|Pyrimidine|RCH2-NR2,False,"Alkenyl-CO2H,RCH2-NR2",Any-H,"Alkenyl-CO2H,RCH2-NR2|Any-H",88.0,CN(C)C/C=C/C(=O)O.Cl.COc1ccc(N)cc1Nc1ncc(Cl)c(Nc2cccc3ccccc23)n1>>COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(Cl)c(Nc2cccc3ccccc23)n1,,,DIPEA,MeCN,,HATU,,0.29331257284889267
Bn-NH2|R2CH-CO2H -> Bn-NHR|R-CONHR || Ar-F|Ar-NHR|Ar-NR2|Ar-R|Pyridine|R-H-acidic|R-SO2NHR|R3C-F,False,"R-H-acidic,Ar-R,Ar-F,Ar-NHR,R2CH-CO2H,R-SO2NHR","Ar-R,Ar-NR2,Bn-NH2,R3C-F,Pyridine","Ar-R,Ar-NR2,Bn-NH2,R3C-F,Pyridine|R-H-acidic,Ar-R,Ar-F,Ar-NHR,R2CH-CO2H,R-SO2NHR",81.0,CC(C(=O)O)c1ccc(NS(C)(=O)=O)c(F)c1.NCc1ncc(C(F)(F)F)cc1N1CCCCC1>>CC(C(=O)NCc1ncc(C(F)(F)F)cc1N1CCCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,,,,MeCN,HOBt,,,-2.2943725529875625
Alkenyl-Alkenyl|Ar-CO2H|Bn-NH2|R3C-Cl -> Ar-CONHR|Bn-NHR || Ar-OR,False,"Ar-OR,Ar-CO2H","Alkenyl-Alkenyl,R3C-Cl","Alkenyl-Alkenyl,R3C-Cl|Ar-OR,Ar-CO2H",96.0,COc1ccc(C(=O)O)cc1.ClC1(Cl)C=CC=CC=C1.NCc1ccccc1>>O=c1cccccc1.COc1ccc(C(=O)NCc2ccccc2)cc1,,,Et3N,DCM,,,,0.0
Ar-CO2H|Ar-NH2 -> Ar-CONHR|Ar-NHR || Ar-Ar|Ar-OR|Ar-SR,False,"Ar-Ar,Ar-SR,Ar-CO2H","Ar-NH2,Ar-OR","Ar-Ar,Ar-SR,Ar-CO2H|Ar-NH2,Ar-OR",76.0,CSc1cc(-c2ccccc2)oc(=O)c1C(=O)O.COc1cccc(N)c1>>COc1cccc(NC(=O)c2c(SC)cc(-c3ccccc3)oc2=O)c1,,,DIPEA,DMF,,HATU,,-0.6649963911044803
Any-H|R2CH-CO2H|R2CH-NH2 -> R-CONHR|R2CH-NHR || R-H-acidic|R2CH-Ester|R2CH-NHR,False,"R-H-acidic,R2CH-NHR,R2CH-CO2H","R-H-acidic,R2CH-NH2,R2CH-Ester","R-H-acidic,R2CH-NH2,R2CH-Ester|R-H-acidic,R2CH-NHR,R2CH-CO2H",76.0,C[C@H](NC(=O)OC(C)(C)C)C(=O)O.CC[C@H](N)C(=O)OC.Cl>>CC[C@H](NC(=O)[C@H](C)NC(=O)OC(C)(C)C)C(=O)OC,,,DIPEA,DMF,HOBt,EDCI·HCl,,-1.131094610685991
